game_id,spread
0022400177,-7.0
0022400178,5.0
0022400179,2.0
0022400180,11.5
0022400181,-9.5
0022400182,10.0
0022400183,4.0
0022400184,-6.5
0022400185,2.5
0022400186,8.5
0022400187,13.5
0022400188,3.5
0022400189,6.5
0022400190,2.5
0022400191,7.5
0022400192,7.5
0022400193,12.0
0022400194,3.0
0022400195,7.5
0022400196,6.5
0022400197,6.5
0022400198,2.5
0022400199,12.5
0022400200,6.0
0022400201,-4.0
0022400202,-5.0
0022400203,-3.5
0022400204,11.5
0022400205,5.0
0022400206,7.5
0022400207,6.5
0022400208,2.0
0022400209,-1.0
0022400210,-1.0
0022400211,10.5
0022400212,-8.0
0022400213,12.0
0022400214,-1.5
0022400215,6.0
0022400216,-2.5
0022400001,16.0
0022400002,-1.5
0022400003,9.0
0022400004,-3.5
0022400005,9.0
0022400006,-5.5
0022400007,2.5
0022400008,-9.0
0022400217,1.0
0022400218,-10.5
0022400219,8.5
0022400220,-11.0
0022400221,14.5
0022400222,5.0
0022400223,7.0
0022400224,9.5
0022400225,7.5
0022400226,-10.0
0022400227,8.0
0022400228,-8.0
0022400009,4.5
0022400010,2.5
0022400011,-2.5
0022400012,9.5
0022400013,10.0
0022400014,8.5
0022400015,-2.5
0022400016,5.0
0022400017,-2.0
0022400018,7.5
0022400019,7.0
0022400020,-1.5
0022400229,-4.0
0022400230,16.5
0022400231,-8.0
0022400232,14.5
0022400233,7.0
0022400234,7.5
0022400235,3.5
0022400236,10.0
0022400237,-5.0
0022400238,6.0
0022400239,-4.0
0022400240,10.0
0022400241,-5.0
0022400242,7.0
0022400243,9.5
0022400244,4.0
0022400245,2.5
0022400246,14.5
0022400247,-3.5
0022400248,3.5
0022400249,-4.5
0022400250,4.0
0022400251,-5.0
0022400021,6.5
0022400022,1.5
0022400023,6.0
0022400024,13.0
0022400025,-9.5
0022400026,10.5
0022400252,14.0
0022400253,8.5
0022400254,5.5
0022400255,-4.5
0022400256,12.5
0022400257,-4.5
0022400258,7.5
0022400259,-3.0
0022400260,-2.0
0022400261,-7.0
0022400262,3.0
0022400263,5.0
0022400027,3.0
0022400028,-15.5
0022400029,5.5
0022400030,-2.0
0022400031,11.5
0022400032,-10.5
0022400033,4.5
0022400034,-4.0
0022400264,-8.5
0022400265,9.0
0022400266,-4.0
0022400267,11.5
0022400268,8.0
0022400269,-3.5
0022400270,4.0
0022400271,8.0
0022400272,12.0
0022400273,2.5
0022400274,-1.5
0022400275,11.5
0022400276,10.5
0022400277,-5.0
0022400278,5.0
0022400279,6.5
0022400280,2.5
0022400281,10.5
0022400282,10.5
0022400283,3.0
0022400284,13.0
0022400285,-3.5
0022400035,-5.5
0022400036,5.5
0022400037,2.5
0022400038,-1.5
0022400039,2.5
0022400286,-4.5
0022400287,9.0
0022400288,9.5
0022400289,9.5
0022400290,-5.5
0022400291,-9.0
0022400292,-4.0
0022400293,7.5
0022400294,3.5
0022400295,1.5
0022400296,-2.0
0022400297,9.0
0022400298,-10.5
0022400299,-4.0
0022400040,-13.0
0022400041,-5.5
0022400042,11.5
0022400043,-8.0
0022400044,6.5
0022400045,5.0
0022400046,8.0
0022400047,-12.0
0022400048,-2.5
0022400049,-7.5
0022400300,-5.5
0022400301,2.0
0022400302,14.5
0022400303,1.0
0022400304,-6.0
0022400305,-7.0
0022400306,6.0
0022400307,1.5
0022400308,12.0
0022400309,-4.5
0022400310,-1.0
0022400311,-5.0
0022400312,-5.0
0022400313,6.5
0022400314,-3.0
0022400315,9.0
0022400316,9.5
0022400317,7.5
0022400318,7.5
0022400050,-5.0
0022400051,16.0
0022400052,-3.0
0022400053,5.0
0022400054,-3.5
0022400055,13.5
0022400056,4.5
0022400057,7.0
0022400058,5.0
0022400059,1.5
0022400060,8.5
0022400319,12.0
0022400320,-3.5
0022400321,3.5
0022400322,-6.0
0022400323,4.0
0022400324,-3.5
0022400325,3.5
0022400326,-13.5
0022400327,14.5
0022400328,-10.0
0022400329,3.0
0022400330,-1.0
0022400331,1.5
0022400332,-4.0
0022400333,-3.0
0022400334,4.0
0022400335,8.0
0022400336,-3.5
0022400337,-6.5
0022400338,-1.5
0022400339,4.0
0022400340,-13.5
0022400341,-11.5
0022400342,-8.0
0022400343,8.0
0022400344,-8.0
0022400345,7.0
0022400346,5.5
0022400347,-3.0
0022400348,-6.0
0022400349,11.5
0022400350,1.0
0022400351,-2.5
0022400352,2.0
0022400353,-10.0
0022400354,7.0
0022400355,1.5
0022400356,-3.0
0022400357,11.0
0022400358,7.0
0022400359,-7.5
0022401201,8.0
0022401203,4.0
0022401202,8.0
0022401204,3.0
0022401205,11.5
0022401206,10.5
0022401207,-7.0
0022401208,16.5
0022401209,6.5
0022401210,8.5
0022401211,10.0
0022401212,5.5
0022401213,7.0
0022401214,-6.5
0022401215,-3.5
0022401229,3.5
0022401230,5.0
0022401216,7.0
0022401217,-17.0
0022401218,-4.5
0022401219,11.0
0022401220,-2.5
0022401227,-4.5
0022401228,-1.0
0022401221,-5.0
0022401222,-2.5
0022401223,-1.0
0022401224,-10.0
0022401225,1.5
0022401226,7.5
0062400001,5.0
0022400360,4.5
0022400361,-6.0
0022400362,-4.0
0022400363,14.5
0022400364,2.0
0022400365,9.5
0022400366,2.0
0022400367,3.5
0022400368,1.0
0022400369,6.0
0022400370,1.5
0022400371,-8.0
0022400372,4.5
0022400373,13.0
0022400374,8.5
0022400375,-1.0
0022400376,4.0
0022400377,2.0
0022400378,-1.5
0022400379,1.5
0022400380,9.0
0022400381,-12.0
0022400382,8.5
0022400383,4.0
0022400384,-8.0
0022400385,3.5
0022400386,6.5
0022400387,5.5
0022400388,-9.0
0022400389,3.0
0022400390,-8.5
0022400391,-6.0
0022400392,14.0
0022400393,-9.5
0022400394,5.5
0022400395,-3.0
0022400396,9.5
0022400397,13.5
0022400398,2.5
0022400399,6.0
0022400400,17.5
0022400401,12.5
0022400402,4.5
0022400403,6.0
0022400404,6.5
0022400405,8.5
0022400406,5.0
0022400407,9.5
0022400408,4.0
0022400409,-2.5
0022400410,-5.0
0022400411,1.0
0022400412,-4.5
0022400413,5.0
0022400414,10.5
0022400415,6.0
0022400416,-7.0
0022400417,3.0
0022400418,5.0
0022400419,-6.0
0022400420,12.0
0022400421,-8.0
0022400422,1.0
0022400423,-7.0
0022400424,-3.5
0022400425,1.0
0022400426,5.5
0022400427,-1.0
0022400428,-13.5
0022400429,-13.0
0022400430,-2.0
0022400431,6.5
0022400432,6.0
0022400433,-7.5
0022400434,-3.0
0022400435,-4.0
0022400436,8.0
0022400437,10.5
0022400438,1.0
0022400439,8.5
0022400440,8.0
0022400441,6.0
0022400442,-4.0
0022400443,-13.0
0022400444,-4.5
0022400445,-7.5
0022400446,-4.0
0022400447,-7.0
0022400448,8.0
0022400449,17.0
0022400450,-2.0
0022400452,6.5
0022400453,5.5
0022400454,-4.5
0022400455,2.0
0022400456,-6.0
0022400457,9.0
0022400458,12.0
0022400459,1.5
0022400460,4.5
0022400461,8.5
0022400462,6.5
0022400463,2.0
0022400464,-3.0
0022400465,12.0
0022400466,12.0
0022400467,3.5
0022400468,7.0
0022400469,7.5
0022400470,-2.0
0022400471,-4.0
0022400472,8.0
0022400473,4.0
0022400474,-9.0
0022400475,6.0
0022400476,3.5
0022400477,2.5
0022400478,-9.0
0022400479,-6.5
0022400480,2.5
0022400481,9.0
0022400482,-5.5
0022400483,11.5
0022400484,-3.0
0022400485,3.0
0022400486,7.0
0022400487,1.0
0022400488,16.0
0022400489,-6.0
0022400490,9.0
0022400491,4.5
0022400492,3.0
0022400493,6.5
0022400494,-2.0
0022400495,-11.0
0022400496,10.5
0022400497,-6.0
0022400498,-3.0
0022400499,4.0
0022400500,2.5
0022400501,4.0
0022400502,-4.5
0022400503,-13.5
0022400504,-6.0
0022400505,-4.0
0022400506,-5.5
0022400507,-10.5
0022400508,8.5
0022400509,3.0
0022400510,5.0
0022400511,12.5
0022400512,10.5
0022400513,-9.5
0022400514,2.0
0022400515,-3.5
0022400516,4.5
0022400517,13.5
0022400518,-2.5
0022400519,-6.0
0022400520,2.5
0022400521,7.5
0022400522,6.0
0022400523,-5.5
0022400525,10.5
0022400526,-6.0
0022400527,7.5
0022400528,11.5
0022400529,-3.0
0022400530,10.0
0022400531,14.5
0022400533,10.5
0022400534,5.0
0022400535,1.5
0022400536,-5.0
0022400539,5.0
0022400540,-5.5
0022400541,-5.5
0022400542,14.5
0022400543,9.0
0022400544,1.5
0022400545,-15.5
0022400546,3.5
0022400547,7.0
0022400548,-14.5
0022400549,8.0
0022400550,-5.0
0022400551,2.5
0022400552,4.0
0022400553,8.5
0022400554,-8.0
0022400555,-15.5
0022400556,-2.5
0022400557,2.0
0022400558,2.0
0022400559,-2.5
0022400560,3.5
0022400561,-5.5
0022400562,-14.0
0022400563,6.0
0022400564,6.5
0022400565,7.0
0022400566,1.0
0022400567,-2.5
0022400568,-5.5
0022400569,-5.5
0022400570,4.5
0022400571,15.5
0022400573,-11.5
0022400575,-7.0
0022400576,5.0
0022400577,15.0
0022400578,3.0
0022400579,-3.0
0022400580,11.0
0022400581,12.0
0022400582,2.0
0022400583,-3.0
0022400584,4.5
0022400585,9.5
0022400586,-1.0
0022400587,9.5
0022400588,10.5
0022400589,14.0
0022400590,-5.0
0022400591,-10.5
0022400592,3.5
0022400593,-7.5
0022400594,13.0
0022400595,16.0
0022400596,4.5
0022400597,-4.5
0022400598,17.5
0022400599,-4.0
0022400600,7.5
0022400601,5.0
0022400602,7.5
0022400603,7.5
0022400604,-9.0
0022400605,11.0
0022400611,6.5
0022400606,-11.5
0022400607,8.5
0022400608,-1.0
0022400609,11.5
0022400610,13.5
0022400612,4.0
0022400613,-13.0
0022400614,-3.5
0022400615,-1.0
0022400616,11.5
0022400618,15.5
0022400619,7.5
0022400620,-12.5
0022400621,2.5
0022400622,7.0
0022400623,5.0
0022400624,5.5
0022400625,11.5
0022400626,7.5
0022400628,4.0
0022400629,-6.5
0022400983,14.5
0022400630,1.0
0022400631,-9.0
0022400632,9.5
0022400633,-2.5
0022400634,-3.5
0022400635,-9.0
0022400636,-7.0
0022400637,-1.5
0022400638,3.5
0022400639,6.0
0022400640,4.5
0022400641,5.0
0022400642,3.5
0022400643,11.0
0022400644,-1.0
0022400645,14.0
0022400646,3.5
0022400647,-13.5
0022400648,-5.0
0022400649,10.5
0022400650,6.0
0022400651,-12.0
0022400652,-1.0
0022400653,4.0
0022400654,-1.0
0022400655,-9.5
0022400656,10.5
0022400657,13.0
0022400658,-8.5
0022400659,-1.0
0022400532,-4.5
0022400660,-4.5
0022400661,10.5
0022400662,-5.5
0022400663,1.5
0022400664,6.0
0022400665,-6.0
0022400666,14.0
0022400667,-6.0
0022400668,3.0
0022400669,-8.0
0022400670,-1.0
0022400671,-3.5
0022400672,1.0
0022400673,-9.0
0022400674,-8.5
0022400675,11.5
0022400676,4.0
0022400677,-5.5
0022400678,-5.0
0022400679,-13.5
0022400680,-1.0
0022400681,-9.5
0022400682,4.5
0022400683,-12.0
0022400684,-2.5
0022400685,-2.5
0022400686,9.0
0022400687,-4.0
0022400688,-12.5
0022400689,12.5
0022400690,11.5
0022400691,7.5
0022400692,11.0
0022400693,-3.0
0022400694,-5.0
0022400695,6.0
0022400696,15.5
0022400697,-5.0
0022400698,-12.5
0022400699,4.0
0022400700,4.5
0022400701,4.5
0022400702,7.0
0022400703,3.5
0022400704,4.5
0022400705,17.5
0022400706,9.0
0022400707,-6.5
0022400708,3.0
0022400709,-5.0
0022400710,1.5
0022400711,-9.0
0022400712,4.0
0022400713,-5.5
0022400714,-3.5
0022400715,8.5
0022400716,-5.5
0022400717,-10.5
0022400718,-3.5
0022400719,-4.0
0022400720,5.5
0022400721,2.0
0022400722,-10.5
0022400723,11.5
0022400724,13.0
0022400725,-6.5
0022400726,11.0
0022400727,4.0
0022400728,12.0
0022400729,1.0
0022400730,6.0
0022400731,4.5
0022400732,-1.0
0022400733,5.0
0022400734,-9.5
0022400735,-17.5
0022400736,-2.5
0022400737,-5.0
0022400738,-5.5
0022400739,18.5
0022400740,7.5
0022400741,3.5
0022400742,-4.5
0022400743,3.0
0022400744,-7.0
0022400745,-6.0
0022400746,-1.5
0022400747,4.5
0022400748,-3.0
0022400749,-6.5
0022400750,8.0
0022400751,17.5
0022400752,12.0
0022400753,8.5
0022400754,-3.5
0022400755,8.0
0022400756,6.5
0022400757,-11.0
0022400758,5.0
0022400759,-8.5
0022400760,-7.0
0022400761,17.5
0022400762,-1.0
0022400763,9.0
0022400768,12.0
0022400764,11.0
0022400767,-3.5
0022400770,13.0
0022400772,1.5
0022400773,8.0
0022400775,-6.0
0022400776,9.0
0022400777,-6.0
0022400778,14.0
0022400779,9.5
0022400780,8.0
0022400781,-9.0
0022400782,-7.5
0022400783,6.0
0022400786,-2.5
0022400787,-9.5
0022401004,-10.0
0022400524,12.5
0022400788,-1.0
0022400789,-6.5
0022400790,-1.0
0022400792,10.5
0022400793,-2.0
0022400794,18.0
0022400795,-2.5
0022400796,-2.0
0022400797,7.0
0022400798,-2.0
0022400799,-5.0
0022400801,4.0
0022400804,-15.5
0022400805,-2.0
0022400807,11.0
0022400809,-7.5
0022400810,6.0
0022400811,7.5
0022400812,9.5
0022400815,13.5
0022400816,-2.5
0022400819,6.0
0022400820,-8.5
0022400821,3.0
0022400822,-3.5
0022400823,6.5
0022400824,-2.5
0022400825,2.5
0022400826,12.0
0022400827,-7.5
0022400828,11.0
0022400829,-11.0
0022400830,-6.0
0022400831,3.0
0022400832,6.5
0022400833,2.5
0022400834,17.0
0022400835,8.5
0022400836,-4.5
0022400837,11.5
0022400838,8.0
0022400839,-6.0
0022400840,-17.0
0022400841,2.5
0022400842,-9.0
0022400843,-9.5
0022400844,7.0
0022400845,-4.5
0022400846,-3.5
0022400847,10.0
0022400848,6.5
0022400849,6.0
0022400850,2.0
0022400851,-10.5
0022400852,1.0
0022400853,-1.5
0022400854,-3.0
0022400855,1.0
0022400856,2.0
0022400857,9.0
0022400858,-4.0
0022400859,1.0
