team,rating,year
IND,0.470500063617231,2014
MIA,3.4425759577159742,2014
LAL,-6.154126486267794,2014
SAC,-1.4615557897109088,2014
PHX,2.927374341920382,2014
UTA,-6.497693460666829,2014
SAS,7.833380316163626,2014
DAL,3.4945756486735826,2014
NOP,-2.9595671508828536,2014
HOU,5.975518552340962,2014
GSW,4.568768270915025,2014
NYK,-0.11142785482265992,2014
DET,-4.410978673679364,2014
TOR,2.6949385855251675,2014
PHI,-12.336674928057127,2014
CLE,-1.9246016061903741,2014
MIN,1.7376377213662075,2014
LAC,8.289292659884799,2014
CHI,3.005255700848344,2014
CHO,1.3533987890663242,2014
ORL,-6.690993955056442,2014
WAS,2.3225485875711627,2014
ATL,-1.9316267394125524,2014
BOS,-6.187181917029334,2014
MEM,3.9135855004316533,2014
BRK,0.9512946054016475,2014
DEN,-2.2546894605824352,2014
MIL,-8.34260916606554,2014
POR,3.3938526436696903,2014
OKC,5.250717201259372,2014
