team,rating,year
GSW,5.269134726830459,2018
LAL,0.24104291150725715,2018
TOR,0.9833022711322844,2018
MIA,0.0019925642349893037,2018
SAC,-4.186448604250295,2018
BOS,1.3876306853211078,2018
DAL,-5.123521760895797,2018
MEM,-10.208407016109096,2018
NOP,3.653760995856248,2018
OKC,4.443415222554738,2018
POR,3.6259330900118805,2018
NYK,-7.627156059058711,2018
MIL,-0.5498656618275359,2018
CLE,1.0585140216736015,2018
PHI,7.529032250564636,2018
LAC,-1.9707679962835705,2018
DET,-0.7424678392744924,2018
BRK,-3.2045567271386086,2018
ORL,-8.137456551658708,2018
UTA,8.206750753138966,2018
WAS,-3.1180421281254587,2018
SAS,1.607504180041272,2018
CHI,-11.59360220280327,2018
MIN,-1.077263781071119,2018
ATL,-7.5343471897646435,2018
PHX,-10.813561924562203,2018
DEN,2.3932078830265353,2018
CHO,-0.22060561954771332,2018
HOU,5.9661626190543045,2018
IND,3.3916374331872503,2018
