team,rating,year
ATL,4.850574200622965,2016
CHI,-3.1795951560650626,2016
GSW,10.269549363244577,2016
LAL,-9.311638790066102,2016
SAC,-3.123257247133461,2016
POR,2.9771897705531263,2016
PHX,-8.51306659896433,2016
MIL,-3.211354900953508,2016
MEM,-2.734385466101853,2016
OKC,7.678984696290122,2016
TOR,5.01688788575314,2016
MIA,1.1462886807987627,2016
DET,-0.2608960653212343,2016
BRK,-8.280629457855161,2016
BOS,2.350801198432307,2016
ORL,-2.9842840097888708,2016
HOU,2.3693389709428234,2016
IND,0.13418473505097486,2016
NYK,-3.6606225623245603,2016
LAC,5.191626335944966,2016
SAS,8.644143446975747,2016
DEN,-2.0749087649576454,2016
CLE,5.733715012985349,2016
PHI,-9.221104507455486,2016
WAS,0.9680202359734653,2016
NOP,-3.98355391973614,2016
CHO,2.803163561407317,2016
MIN,-2.9637093575039986,2016
DAL,-0.07698509210420741,2016
UTA,2.748731790766592,2016
