team,rating,year
LAL,-6.072824732431467,2022
LAC,0.8494240072328628,2022
POR,-21.743680289142038,2022
SAS,-3.6362782465139754,2022
OKC,-12.96855611463965,2022
SAC,-7.366516052093778,2022
MIA,5.021637768170296,2022
BOS,10.64650266796354,2022
TOR,2.800462546407911,2022
MIN,1.172548803422332,2022
NYK,3.5163346900146744,2022
CHI,-7.397482393075188,2022
HOU,-9.086777501756364,2022
MEM,7.487303580463006,2022
GSW,6.68282597190332,2022
PHX,3.4472411448190665,2022
DAL,3.2755635254051314,2022
ATL,1.6106163686104311,2022
DET,-5.137620329580395,2022
NOP,-0.9015014358268229,2022
CHO,2.0354070461121037,2022
PHI,2.814109310755728,2022
DEN,-1.5313008784164284,2022
BRK,5.374611679707217,2022
CLE,-4.174745404034873,2022
WAS,-6.698951731976906,2022
ORL,-10.559051206396441,2022
MIL,2.810231282353777,2022
UTA,2.6574641989557373,2022
IND,-8.022608963568135,2022
