team,rating,year
NOP,0.4860869928884557,2015
SAS,8.011319446988278,2015
LAL,-7.527287805439646,2015
POR,2.9806989591700455,2015
SAC,-3.7253282986245613,2015
PHX,-2.257580521590443,2015
UTA,3.039192319662909,2015
DEN,-4.142941070513303,2015
NYK,-10.952473833963813,2015
MEM,3.024701253728487,2015
TOR,0.17451477581062308,2015
MIA,-1.5088830222643785,2015
BOS,1.1777759398574366,2015
IND,0.5040831490387331,2015
CHO,-2.7695290135713995,2015
LAC,7.213419227379742,2015
DAL,0.3515189117461613,2015
ORL,-6.690787136077993,2015
MIN,-7.155148551863448,2015
CLE,6.947868144546639,2015
CHI,1.921290931898707,2015
MIL,-0.4576864472346627,2015
HOU,4.070512573713614,2015
OKC,2.7898221520855495,2015
DET,0.2239101083781861,2015
GSW,9.795694574650208,2015
WAS,-0.7118960435269849,2015
PHI,-7.038469803720727,2015
ATL,4.811131694599041,2015
BRK,-3.626846645343323,2015
