team,rating,year
CHO,-2.0275036486956233,2019
TOR,8.27702728279583,2019
GSW,7.3782023540281765,2019
LAL,-3.001006701394394,2019
CHI,-13.741280955551794,2019
SAS,2.787643479149368,2019
BOS,-0.04655571201144137,2019
PHI,2.3389416000085785,2019
WAS,-6.247744003578226,2019
ATL,-3.0055973770263402,2019
PHX,-10.830852027348836,2019
HOU,9.751291978812004,2019
UTA,4.981421008154402,2019
LAC,-1.3138883980860658,2019
MIL,8.386013335827617,2019
BRK,0.26538388373812455,2019
OKC,1.0914868480094222,2019
MIN,-6.0883790290127,2019
MEM,-3.0793697281256565,2019
NYK,-14.08667795652322,2019
DAL,-1.366698137587311,2019
CLE,-7.64995028082858,2019
POR,2.718817966663885,2019
DET,-4.336302300821251,2019
MIA,0.9131794137360546,2019
ORL,1.9856576466058984,2019
SAC,-2.948422104906245,2019
NOP,-11.402562236607945,2019
IND,-3.362673568479854,2019
DEN,2.018689609531908,2019
