team,rating,year
ATL,2.8595089403693668,2021
DET,-10.299477398146198,2021
CHI,-2.5683179723225247,2021
LAL,-1.6480782394443017,2021
POR,5.691028463749499,2021
CHO,-8.518079296490468,2021
CLE,-13.000931821086038,2021
SAS,-0.2508075855606177,2021
MIL,7.050068538558121,2021
MIN,-1.3937258290839794,2021
GSW,5.019657424397347,2021
UTA,3.8360293500177853,2021
BRK,6.850034987115965,2021
MIA,-1.5173050636750405,2021
SAC,-3.4139880230287765,2021
PHI,6.574713336583861,2021
HOU,-9.606523852871154,2021
NYK,3.001504590673106,2021
OKC,-15.779469538241592,2021
DEN,3.0475483296738943,2021
PHX,5.705489767304199,2021
LAC,4.706370144670081,2021
MEM,0.03606066060800135,2021
DAL,0.03779451734130567,2021
WAS,1.3218889834314764,2021
ORL,-15.02606176892585,2021
NOP,0.16632167629567624,2021
TOR,-4.47271048437439,2021
IND,-2.515513432699617,2021
BOS,-1.9076814295887106,2021
