team,rating,year
CLE,-4.033057126270691,2013
MIA,8.357735658336122,2013
LAL,0.9392677802725115,2013
POR,-2.7242760762334766,2013
LAC,4.9578177908753025,2013
UTA,-0.10053706487787616,2013
NOH,-2.4816016383303143,2013
PHX,-6.591230909479323,2013
DET,-6.11351200501914,2013
PHI,-3.4069411003183263,2013
TOR,-1.1947136810757633,2013
CHI,-0.40118757771529134,2013
SAS,4.250670497694089,2013
OKC,9.966510588806255,2013
GSW,0.5731897614271109,2013
MIN,-3.1214607710103905,2013
NYK,3.201467900283985,2013
ATL,-0.909916052221679,2013
BOS,-0.25475228568895675,2013
ORL,-8.976770917784046,2013
CHO,-10.064119124024353,2013
DAL,2.258977481229946,2013
MIL,-2.1219535064828485,2013
HOU,3.899389230157751,2013
BRK,2.0431525425104495,2013
IND,4.847305413519397,2013
WAS,0.6050552070562,2013
SAC,-3.4302873563277676,2013
MEM,3.4218055254999276,2013
DEN,6.669049206530034,2013
NOP,-2.4816016383303143,2013
