team,rating,year
TOR,5.5347505698119335,2020
LAC,5.721734848907169,2020
POR,-1.0594562435446564,2020
PHX,-0.24452267705375594,2020
UTA,3.3250966529974897,2020
DAL,1.8270084792365942,2020
PHI,-0.12535527244497757,2020
SAS,1.260742526399003,2020
BRK,-2.6016091774113947,2020
ORL,-1.3809229422716964,2020
IND,-0.44427761572940616,2020
CHO,-6.876229790660456,2020
MIA,2.867610469423874,2020
DET,-6.591652069308767,2020
HOU,2.0646954137957674,2020
GSW,-8.285018044596134,2020
DEN,1.2746484655432222,2020
LAL,5.233748085215701,2020
SAC,-1.8559579300704427,2020
OKC,2.0156924020638676,2020
MEM,1.495823495181163,2020
BOS,6.006929830020567,2020
NOP,2.0054085071982977,2020
MIL,6.477941646996903,2020
ATL,-7.652995322186959,2020
NYK,-5.401272581112507,2020
CLE,-7.773748434542379,2020
CHI,-5.660564287838383,2020
MIN,-5.187981906270719,2020
WAS,-6.635891109112561,2020
