team,rating,year
WAS,-6.877886123236266,2023
MIL,0.6131781345342019,2023
GSW,4.154710128152274,2023
BOS,6.919711158641283,2023
TOR,4.26676963442197,2023
HOU,-6.1406175880115175,2023
LAC,1.190351198503722,2023
LAL,5.553325649602713,2023
MEM,1.4611662088965722,2023
BRK,-0.6257066097628872,2023
DEN,4.899991062398935,2023
NYK,1.7704042211732578,2023
MIA,2.7783536917877774,2023
CHI,3.542340597343932,2023
POR,-13.936002891050412,2023
OKC,-1.867519040274226,2023
CHO,-8.804797128396277,2023
PHI,4.80233202513965,2023
ATL,0.6494897738800365,2023
SAS,-11.519786777414584,2023
DAL,-3.6811981457496032,2023
NOP,2.572375849288801,2023
SAC,1.65286792550485,2023
CLE,1.141023200754091,2023
DET,-13.275380166308619,2023
ORL,-4.216546580617912,2023
UTA,-4.55877603165375,2023
PHX,1.9269911383138185,2023
IND,-7.074622364912777,2023
MIN,0.7553417659709601,2023
