simulation,OKC,LAL,PHX,UTA,MIL,POR,CHI,MEM,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,SAC,LAC,TOR,BRK,HOU,NOP,DEN,PHI,SAS,DET,CLE,MIA,WAS,MIN
5679,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5680,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5681,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5682,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5683,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5684,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5685,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5686,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5687,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5688,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5689,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5690,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5691,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5692,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5693,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5694,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5695,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5696,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5697,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5698,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5699,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5700,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5701,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5702,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5703,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5704,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5705,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5706,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5707,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5708,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5709,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5710,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5711,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5712,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5713,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5714,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5715,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5716,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5717,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5718,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5719,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5720,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5721,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5722,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5723,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5724,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5725,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5726,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5727,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5728,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5729,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5730,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5731,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5732,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5733,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5734,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5735,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5736,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5737,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5738,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5739,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5740,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5741,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5742,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5743,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5744,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5745,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5746,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5747,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5748,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5749,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5750,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5751,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5752,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5753,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5754,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5755,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5756,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5757,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5758,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5759,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5760,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5761,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5762,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5763,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5764,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5765,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5766,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5767,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5768,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5769,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5770,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5771,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5772,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5773,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5774,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5775,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5776,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5777,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5778,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5779,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5780,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5781,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5782,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5783,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5784,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5785,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5786,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5787,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5788,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5789,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5790,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5791,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5792,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5793,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5794,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5795,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5796,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5797,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5798,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5799,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5800,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5801,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5802,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5803,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5804,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5805,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5806,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5807,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5808,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5809,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5810,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5811,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5812,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5813,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5814,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5815,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5816,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5817,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5818,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5819,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5820,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5821,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5822,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5823,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5824,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5825,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5826,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5827,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5828,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5829,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5830,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5831,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5832,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5833,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5834,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5835,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5836,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5837,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5838,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5839,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5840,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5841,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5842,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5843,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5844,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5845,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5846,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5847,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5848,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5849,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5850,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5851,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5852,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5853,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5854,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5855,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5856,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5857,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5858,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5859,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5860,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5861,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5862,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5863,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5864,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5865,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5866,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5867,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5868,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5869,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5870,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5871,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5872,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5873,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5874,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5875,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5876,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5877,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5878,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5879,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5880,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5881,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5882,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5883,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5884,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5885,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5886,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5887,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5888,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5889,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5890,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5891,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5892,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5893,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5894,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5895,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5896,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5897,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
5898,64,53,45,22,32,42,31,25,46,45,56,44,26,53,19,37,22,42,46,20,52,26,54,45,62,60,52,43,17,49
