team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DET,0.697,0.185,0.074,0.027,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.167,0.362,0.238,0.156,0.054,0.014,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,0.072,0.247,0.298,0.224,0.103,0.034,0.012,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.057,0.159,0.271,0.303,0.128,0.054,0.017,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0
TOR,0.004,0.026,0.037,0.084,0.221,0.247,0.182,0.119,0.056,0.021,0.003,0.0,0.0,0.0,0.0
PHI,0.002,0.018,0.051,0.129,0.238,0.229,0.152,0.104,0.06,0.013,0.004,0.0,0.0,0.0,0.0
MIA,0.001,0.002,0.015,0.044,0.092,0.192,0.208,0.197,0.172,0.054,0.021,0.002,0.0,0.0,0.0
ORL,0.0,0.001,0.012,0.024,0.1,0.15,0.208,0.217,0.174,0.084,0.023,0.007,0.0,0.0,0.0
ATL,0.0,0.0,0.003,0.008,0.039,0.062,0.153,0.244,0.278,0.131,0.066,0.016,0.0,0.0,0.0
CHO,0.0,0.0,0.001,0.0,0.008,0.012,0.041,0.058,0.137,0.34,0.266,0.135,0.002,0.0,0.0
CHI,0.0,0.0,0.0,0.001,0.001,0.003,0.014,0.036,0.08,0.23,0.337,0.295,0.003,0.0,0.0
MIL,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.007,0.04,0.127,0.278,0.518,0.022,0.0,0.002
IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.02,0.447,0.274,0.257
BRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.283,0.362,0.35
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.243,0.364,0.391
