team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOU,0.0,0.636,0.267,0.079,0.015,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.0,0.305,0.451,0.173,0.05,0.015,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEM,0.0,0.031,0.172,0.349,0.234,0.124,0.058,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAL,0.0,0.024,0.07,0.231,0.315,0.186,0.119,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAC,0.0,0.003,0.013,0.062,0.133,0.244,0.243,0.291,0.01,0.001,0.0,0.0,0.0,0.0,0.0
GSW,0.0,0.001,0.016,0.046,0.127,0.19,0.254,0.356,0.009,0.001,0.0,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.011,0.06,0.126,0.239,0.314,0.245,0.005,0.0,0.0,0.0,0.0,0.0,0.0
SAC,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.012,0.485,0.324,0.159,0.014,0.001,0.0,0.0
DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.36,0.409,0.205,0.017,0.001,0.0,0.0
PHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.127,0.245,0.53,0.082,0.015,0.0,0.0
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.052,0.367,0.567,0.0,0.0
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.054,0.52,0.416,0.0,0.0
NOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996,0.004
UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.996
