team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DET,0.375,0.271,0.142,0.074,0.068,0.035,0.026,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.355,0.265,0.165,0.098,0.052,0.037,0.016,0.009,0.001,0.002,0.0,0.0,0.0,0.0,0.0
BOS,0.125,0.18,0.19,0.152,0.123,0.083,0.065,0.038,0.026,0.014,0.003,0.001,0.0,0.0,0.0
CLE,0.067,0.092,0.156,0.195,0.17,0.125,0.092,0.06,0.033,0.007,0.003,0.0,0.0,0.0,0.0
ORL,0.028,0.068,0.133,0.166,0.142,0.129,0.13,0.093,0.074,0.029,0.007,0.001,0.0,0.0,0.0
PHI,0.022,0.036,0.07,0.079,0.119,0.164,0.136,0.146,0.121,0.07,0.026,0.011,0.0,0.0,0.0
MIA,0.013,0.049,0.073,0.108,0.139,0.136,0.151,0.147,0.105,0.053,0.023,0.002,0.001,0.0,0.0
TOR,0.013,0.033,0.044,0.079,0.125,0.139,0.178,0.159,0.134,0.069,0.021,0.005,0.001,0.0,0.0
ATL,0.002,0.005,0.025,0.042,0.049,0.112,0.128,0.208,0.21,0.142,0.054,0.02,0.003,0.0,0.0
CHI,0.0,0.001,0.001,0.001,0.004,0.005,0.03,0.047,0.107,0.223,0.332,0.167,0.055,0.022,0.005
MIL,0.0,0.0,0.001,0.006,0.009,0.032,0.043,0.077,0.153,0.273,0.244,0.114,0.044,0.002,0.002
CHO,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.005,0.029,0.085,0.183,0.346,0.216,0.092,0.038
BRK,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.005,0.004,0.021,0.07,0.203,0.326,0.248,0.121
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.017,0.085,0.226,0.384,0.281
IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.017,0.045,0.128,0.252,0.553
