team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.984,0.013,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOU,0.008,0.302,0.245,0.161,0.135,0.064,0.049,0.014,0.013,0.005,0.004,0.0,0.0,0.0,0.0
MEM,0.006,0.342,0.252,0.16,0.096,0.061,0.052,0.016,0.01,0.004,0.001,0.0,0.0,0.0,0.0
DEN,0.002,0.205,0.226,0.201,0.147,0.11,0.063,0.025,0.011,0.007,0.002,0.001,0.0,0.0,0.0
MIN,0.0,0.056,0.096,0.138,0.158,0.174,0.147,0.096,0.079,0.037,0.014,0.005,0.0,0.0,0.0
LAL,0.0,0.037,0.079,0.141,0.155,0.162,0.133,0.113,0.081,0.06,0.031,0.007,0.001,0.0,0.0
LAC,0.0,0.024,0.051,0.091,0.106,0.146,0.165,0.147,0.094,0.093,0.063,0.017,0.003,0.0,0.0
DAL,0.0,0.012,0.03,0.074,0.102,0.137,0.154,0.182,0.13,0.1,0.051,0.024,0.004,0.0,0.0
PHO,0.0,0.004,0.009,0.018,0.04,0.046,0.085,0.117,0.179,0.187,0.172,0.123,0.019,0.001,0.0
SAC,0.0,0.004,0.005,0.008,0.03,0.056,0.079,0.124,0.174,0.206,0.183,0.107,0.024,0.0,0.0
GSW,0.0,0.001,0.003,0.008,0.027,0.037,0.056,0.126,0.156,0.181,0.21,0.153,0.042,0.0,0.0
SAS,0.0,0.0,0.001,0.0,0.004,0.007,0.017,0.039,0.061,0.102,0.221,0.363,0.168,0.016,0.001
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.012,0.018,0.047,0.198,0.627,0.086,0.011
NOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.082,0.637,0.278
UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.26,0.71
