team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.8605,0.133,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAS,0.1325,0.7205,0.1035,0.032,0.0095,0.0005,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.0055,0.0695,0.294,0.2635,0.203,0.11,0.0385,0.015,0.001,0.0,0.0,0.0,0.0,0.0,0.0
HOU,0.001,0.044,0.3245,0.2845,0.187,0.106,0.0345,0.0155,0.003,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.0005,0.0265,0.177,0.236,0.2695,0.173,0.076,0.0315,0.009,0.001,0.0,0.0,0.0,0.0,0.0
LAL,0.0,0.0045,0.078,0.124,0.19,0.252,0.19,0.1115,0.0455,0.004,0.0005,0.0,0.0,0.0,0.0
PHX,0.0,0.0015,0.013,0.0485,0.1025,0.219,0.2765,0.2115,0.11,0.0175,0.0,0.0,0.0,0.0,0.0
GSW,0.0,0.0005,0.0025,0.0075,0.025,0.087,0.1995,0.289,0.2765,0.11,0.002,0.0005,0.0,0.0,0.0
LAC,0.0,0.0,0.001,0.004,0.0135,0.0485,0.165,0.2645,0.3605,0.1355,0.0075,0.0,0.0,0.0,0.0
POR,0.0,0.0,0.0,0.0,0.0,0.004,0.0185,0.0605,0.186,0.6415,0.083,0.006,0.0005,0.0,0.0
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.072,0.686,0.2035,0.0275,0.002,0.0
DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0175,0.209,0.567,0.164,0.04,0.002
UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0065,0.0905,0.3695,0.4825,0.0505
NOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0055,0.131,0.4165,0.3945,0.052
SAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.022,0.081,0.8955
