team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DET,0.9385,0.0555,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,0.033,0.398,0.4585,0.104,0.005,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.028,0.5245,0.385,0.0615,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.0005,0.022,0.1455,0.758,0.064,0.008,0.0015,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,0.0,0.0,0.004,0.0335,0.3465,0.25,0.188,0.1035,0.057,0.0175,0.0,0.0,0.0,0.0,0.0
ORL,0.0,0.0,0.001,0.022,0.3055,0.2685,0.1805,0.115,0.065,0.0425,0.0,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.001,0.012,0.1355,0.22,0.2295,0.19,0.1485,0.0635,0.0,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.008,0.1085,0.162,0.1905,0.2095,0.1785,0.143,0.0,0.0,0.0,0.0,0.0
PHI,0.0,0.0,0.0,0.0,0.0215,0.0545,0.115,0.2025,0.283,0.3235,0.0,0.0,0.0,0.0,0.0
CHO,0.0,0.0,0.0,0.0,0.0125,0.0355,0.095,0.179,0.268,0.4095,0.0005,0.0,0.0,0.0,0.0
MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.61,0.3895,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3895,0.6105,0.0,0.0,0.0
BRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7465,0.1985,0.055
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2085,0.6565,0.135
IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.145,0.81
