team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DET,0.743,0.152,0.061,0.025,0.008,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.106,0.278,0.205,0.178,0.106,0.057,0.037,0.023,0.008,0.001,0.001,0.0,0.0,0.0,0.0
BOS,0.074,0.247,0.224,0.175,0.118,0.075,0.045,0.021,0.016,0.005,0.0,0.0,0.0,0.0,0.0
CLE,0.044,0.158,0.181,0.197,0.184,0.099,0.07,0.043,0.02,0.002,0.001,0.001,0.0,0.0,0.0
TOR,0.028,0.099,0.166,0.168,0.166,0.152,0.106,0.068,0.035,0.01,0.002,0.0,0.0,0.0,0.0
MIA,0.002,0.035,0.067,0.096,0.131,0.19,0.16,0.147,0.086,0.056,0.021,0.009,0.0,0.0,0.0
PHI,0.002,0.013,0.054,0.069,0.119,0.161,0.189,0.159,0.135,0.066,0.026,0.007,0.0,0.0,0.0
ORL,0.001,0.014,0.032,0.063,0.099,0.149,0.162,0.176,0.153,0.102,0.036,0.013,0.0,0.0,0.0
CHI,0.0,0.002,0.002,0.005,0.019,0.017,0.059,0.106,0.182,0.266,0.203,0.135,0.004,0.0,0.0
ATL,0.0,0.001,0.007,0.021,0.041,0.082,0.139,0.189,0.234,0.171,0.079,0.035,0.001,0.0,0.0
MIL,0.0,0.001,0.001,0.002,0.008,0.009,0.019,0.035,0.077,0.175,0.317,0.335,0.019,0.001,0.001
CHO,0.0,0.0,0.0,0.001,0.001,0.0,0.012,0.033,0.054,0.146,0.31,0.427,0.014,0.002,0.0
IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.019,0.375,0.327,0.275
BRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.385,0.34,0.26
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.202,0.33,0.464
