game_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year,garbage_time_detected,garbage_time_cutoff_period,garbage_time_cutoff_clock,garbage_time_cutoff_action_number,garbage_time_possessions_before_cutoff,effective_margin,effective_possessions,effective_pace,team_score_at_cutoff,opponent_score_at_cutoff
0021300001,2013-10-29,IND,ORL,Indiana Pacers,Orlando Magic,97.0,87.0,10.0,Home,,True,2014,False,,,,,10.0,0,,97.0,87.0
0021300002,2013-10-29,MIA,CHI,Miami Heat,Chicago Bulls,107.0,95.0,12.0,Home,,True,2014,False,,,,,12.0,0,,107.0,95.0
0021300003,2013-10-29,LAL,LAC,Los Angeles Lakers,Los Angeles Clippers,116.0,103.0,13.0,Home,,True,2014,False,,,,,13.0,0,,116.0,103.0
0021300004,2013-10-30,CLE,BKN,Cleveland Cavaliers,Brooklyn Nets,98.0,94.0,4.0,Home,,True,2014,False,,,,,4.0,0,,98.0,94.0
0021300005,2013-10-30,PHI,MIA,Philadelphia 76ers,Miami Heat,114.0,110.0,4.0,Home,,True,2014,False,,,,,4.0,0,,114.0,110.0
0021300006,2013-10-30,TOR,BOS,Toronto Raptors,Boston Celtics,93.0,87.0,6.0,Home,,True,2014,False,,,,,6.0,0,,93.0,87.0
0021300007,2013-10-30,DET,WAS,Detroit Pistons,Washington Wizards,113.0,102.0,11.0,Home,,True,2014,False,,,,,11.0,0,,113.0,102.0
0021300008,2013-10-30,NYK,MIL,New York Knicks,Milwaukee Bucks,90.0,83.0,7.0,Home,,True,2014,False,,,,,7.0,0,,90.0,83.0
0021300009,2013-10-30,HOU,CHA,Houston Rockets,Charlotte Bobcats,96.0,83.0,13.0,Home,,True,2014,False,,,,,13.0,0,,96.0,83.0
0021300010,2013-10-30,MIN,ORL,Minnesota Timberwolves,Orlando Magic,120.0,115.0,5.0,Home,,True,2014,False,,,,,5.0,0,,120.0,115.0
0021300011,2013-10-30,NOP,IND,New Orleans Pelicans,Indiana Pacers,90.0,95.0,-5.0,Home,,True,2014,False,,,,,-5.0,0,,90.0,95.0
0021300012,2013-10-30,DAL,ATL,Dallas Mavericks,Atlanta Hawks,118.0,109.0,9.0,Home,,True,2014,False,,,,,9.0,0,,118.0,109.0
0021300013,2013-10-30,SAS,MEM,San Antonio Spurs,Memphis Grizzlies,101.0,94.0,7.0,Home,,True,2014,False,,,,,7.0,0,,101.0,94.0
0021300014,2013-10-30,UTA,OKC,Utah Jazz,Oklahoma City Thunder,98.0,101.0,-3.0,Home,,True,2014,False,,,,,-3.0,0,,98.0,101.0
0021300015,2013-10-30,PHX,POR,Phoenix Suns,Portland Trail Blazers,104.0,91.0,13.0,Home,,True,2014,False,,,,,13.0,0,,104.0,91.0
0021300016,2013-10-30,SAC,DEN,Sacramento Kings,Denver Nuggets,90.0,88.0,2.0,Home,,True,2014,False,,,,31,2.0,0,,90.0,88.0
0021300017,2013-10-30,GSW,LAL,Golden State Warriors,Los Angeles Lakers,125.0,94.0,31.0,Home,,True,2014,True,3,PT03M09.00S,366,24,-32,24,35.06849315068493,58,90
0021300018,2013-10-31,CHI,NYK,Chicago Bulls,New York Knicks,82.0,81.0,1.0,Home,,True,2014,False,,,,38,1.0,0,,82.0,81.0
0021300019,2013-10-31,LAC,GSW,Los Angeles Clippers,Golden State Warriors,126.0,115.0,11.0,Home,,True,2014,False,,,,53,11.0,0,,126.0,115.0
0021300020,2013-11-01,CHA,CLE,Charlotte Bobcats,Cleveland Cavaliers,90.0,84.0,6.0,Home,,True,2014,False,,,,33,6.0,0,,90.0,84.0
0021300021,2013-11-01,ORL,NOP,Orlando Magic,New Orleans Pelicans,110.0,90.0,20.0,Home,,True,2014,True,4,PT11M41.00S,416,24,-27,24,31.720972923359334,60,87
0021300022,2013-11-01,WAS,PHI,Washington Wizards,Philadelphia 76ers,102.0,109.0,-7.0,Home,,True,2014,False,,,,37,-7.0,0,,102.0,109.0
0021300023,2013-11-01,ATL,TOR,Atlanta Hawks,Toronto Raptors,102.0,95.0,7.0,Home,,True,2014,False,,,,32,7.0,0,,102.0,95.0
0021300024,2013-11-01,BOS,MIL,Boston Celtics,Milwaukee Bucks,98.0,105.0,-7.0,Home,,True,2014,False,,,,29,-7.0,0,,98.0,105.0
0021300025,2013-11-01,HOU,DAL,Houston Rockets,Dallas Mavericks,113.0,105.0,8.0,Home,,True,2014,True,4,PT04M00.00S,597,31,-17,31,33.81818181818182,87,104
0021300026,2013-11-01,MEM,DET,Memphis Grizzlies,Detroit Pistons,111.0,108.0,3.0,Home,,True,2014,False,,,,47,3.0,0,,111.0,108.0
0021300027,2013-11-01,MIN,OKC,Minnesota Timberwolves,Oklahoma City Thunder,100.0,81.0,19.0,Home,,True,2014,True,3,PT00M01.10S,418,24,-28,24,32.01630459956459,60,88
0021300028,2013-11-01,BKN,MIA,Brooklyn Nets,Miami Heat,101.0,100.0,1.0,Home,,True,2014,False,,,,37,1.0,0,,101.0,100.0
0021300029,2013-11-01,DEN,POR,Denver Nuggets,Portland Trail Blazers,98.0,113.0,-15.0,Home,,True,2014,False,,,,15,-15.0,0,,98.0,113.0
0021300030,2013-11-01,PHX,UTA,Phoenix Suns,Utah Jazz,87.0,84.0,3.0,Home,,True,2014,False,,,,34,3.0,0,,87.0,84.0
0021300031,2013-11-01,SAC,LAC,Sacramento Kings,Los Angeles Clippers,101.0,110.0,-9.0,Home,,True,2014,False,,,,30,-9.0,0,,101.0,110.0
0021300032,2013-11-01,LAL,SAS,Los Angeles Lakers,San Antonio Spurs,85.0,91.0,-6.0,Home,,True,2014,False,,,,27,-6.0,0,,85.0,91.0
0021300033,2013-11-02,IND,CLE,Indiana Pacers,Cleveland Cavaliers,89.0,74.0,15.0,Home,,True,2014,True,4,PT04M22.00S,456,34,-18,34,37.40259740259741,65,83
0021300034,2013-11-02,PHI,CHI,Philadelphia 76ers,Chicago Bulls,107.0,104.0,3.0,Home,,True,2014,False,,,,32,3.0,0,,107.0,104.0
0021300035,2013-11-02,NOP,CHA,New Orleans Pelicans,Charlotte Bobcats,105.0,84.0,21.0,Home,,True,2014,True,4,PT05M54.00S,521,26,-20,26,29.643705463182897,73,93
0021300036,2013-11-02,DAL,MEM,Dallas Mavericks,Memphis Grizzlies,111.0,99.0,12.0,Home,,True,2014,False,,,,28,12.0,0,,111.0,99.0
0021300037,2013-11-02,MIL,TOR,Milwaukee Bucks,Toronto Raptors,90.0,97.0,-7.0,Home,,True,2014,False,,,,32,-7.0,0,,90.0,97.0
0021300038,2013-11-02,UTA,HOU,Utah Jazz,Houston Rockets,93.0,104.0,-11.0,Home,,True,2014,False,,,,34,-11.0,0,,93.0,104.0
0021300039,2013-11-02,POR,SAS,Portland Trail Blazers,San Antonio Spurs,115.0,105.0,10.0,Home,,True,2014,False,,,,35,10.0,0,,115.0,105.0
0021300040,2013-11-02,GSW,SAC,Golden State Warriors,Sacramento Kings,98.0,87.0,11.0,Home,,True,2014,True,4,PT04M55.00S,452,33,-18,33,36.765957446808514,72,90
0021300041,2013-11-03,DET,BOS,Detroit Pistons,Boston Celtics,87.0,77.0,10.0,Home,,True,2014,False,,,,44,10.0,0,,87.0,77.0
0021300042,2013-11-03,MIA,WAS,Miami Heat,Washington Wizards,103.0,93.0,10.0,Home,,True,2014,False,,,,36,10.0,0,,103.0,93.0
0021300043,2013-11-03,ORL,BKN,Orlando Magic,Brooklyn Nets,107.0,86.0,21.0,Home,,True,2014,True,4,PT05M44.00S,469,27,-23,27,30.662460567823345,70,93
0021300044,2013-11-03,OKC,PHX,Oklahoma City Thunder,Phoenix Suns,103.0,96.0,7.0,Home,,True,2014,False,,,,45,7.0,0,,103.0,96.0
0021300045,2013-11-03,NYK,MIN,New York Knicks,Minnesota Timberwolves,100.0,109.0,-9.0,Home,,True,2014,False,,,,33,-9.0,0,,100.0,109.0
0021300046,2013-11-03,LAL,ATL,Los Angeles Lakers,Atlanta Hawks,105.0,103.0,2.0,Home,,True,2014,False,,,,28,2.0,0,,105.0,103.0
0021300047,2013-11-04,CLE,MIN,Cleveland Cavaliers,Minnesota Timberwolves,93.0,92.0,1.0,Home,,True,2014,False,,,,39,1.0,0,,93.0,92.0
0021300048,2013-11-04,PHI,GSW,Philadelphia 76ers,Golden State Warriors,90.0,110.0,-20.0,Home,,True,2014,False,,,,42,-20.0,0,,90.0,110.0
0021300049,2013-11-04,MEM,BOS,Memphis Grizzlies,Boston Celtics,95.0,88.0,7.0,Home,,True,2014,False,,,,45,7.0,0,,95.0,88.0
0021300050,2013-11-04,LAC,HOU,Los Angeles Clippers,Houston Rockets,137.0,118.0,19.0,Home,,True,2014,True,4,PT05M01.00S,549,23,-19,23,25.68437378829003,108,127
0021300051,2013-11-05,TOR,MIA,Toronto Raptors,Miami Heat,95.0,104.0,-9.0,Home,,True,2014,False,,,,30,-9.0,0,,95.0,104.0
0021300052,2013-11-05,BKN,UTA,Brooklyn Nets,Utah Jazz,104.0,88.0,16.0,Home,,True,2014,True,4,PT09M00.00S,434,29,-26,29,35.69230769230769,67,93
0021300053,2013-11-05,DET,IND,Detroit Pistons,Indiana Pacers,91.0,99.0,-8.0,Home,,True,2014,False,,,,,-8.0,0,,91.0,99.0
0021300054,2013-11-05,NYK,CHA,New York Knicks,Charlotte Bobcats,97.0,102.0,-5.0,Home,,True,2014,False,,,,38,-5.0,0,,97.0,102.0
0021300055,2013-11-05,NOP,PHX,New Orleans Pelicans,Phoenix Suns,98.0,104.0,-6.0,Home,,True,2014,False,,,,31,-6.0,0,,98.0,104.0
0021300056,2013-11-05,DAL,LAL,Dallas Mavericks,Los Angeles Lakers,123.0,104.0,19.0,Home,,True,2014,True,4,PT08M00.00S,437,19,-23,19,22.799999999999997,86,109
0021300057,2013-11-05,DEN,SAS,Denver Nuggets,San Antonio Spurs,94.0,102.0,-8.0,Home,,True,2014,False,,,,37,-8.0,0,,94.0,102.0
