game_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,off_rating,def_rating,net_rating,efg_pct,ts_pct,tov_pct,oreb_pct,dreb_pct,ast_pct,ast_to,opp_off_rating,opp_def_rating,opp_net_rating,opp_efg_pct,opp_ts_pct,opp_tov_pct,opp_oreb_pct,opp_dreb_pct,opp_ast_pct,opp_ast_to
12100001,2021-10-03,LAL,BRK,Lakers,Nets,97.0,123.0,-26.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100002,2021-10-04,TOR,PHI,Raptors,76ers,123.0,107.0,16.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100003,2021-10-04,BOS,ORL,Celtics,Magic,98.0,97.0,1.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100004,2021-10-04,MIA,ATL,Heat,Hawks,125.0,99.0,26.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100005,2021-10-04,MIN,NOP,Timberwolves,Pelicans,117.0,114.0,3.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100006,2021-10-04,OKC,CHO,Thunder,Hornets,97.0,113.0,-16.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100007,2021-10-04,SAS,UTA,Spurs,Jazz,111.0,85.0,26.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100008,2021-10-04,POR,GSW,Trail Blazers,Warriors,107.0,121.0,-14.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100009,2021-10-04,SAC,PHX,Kings,Suns,117.0,106.0,11.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100010,2021-10-04,LAC,DEN,Clippers,Nuggets,103.0,102.0,1.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100011,2021-10-05,NYK,IND,Knicks,Pacers,125.0,104.0,21.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100012,2021-10-05,CHI,CLE,Bulls,Cavaliers,131.0,95.0,36.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100013,2021-10-05,HOU,WAS,Rockets,Wizards,125.0,119.0,6.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100014,2021-10-05,MEM,MIL,Grizzlies,Bucks,87.0,77.0,10.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100015,2021-10-06,DET,SAS,Pistons,Spurs,115.0,105.0,10.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100016,2021-10-06,ATL,CLE,Hawks,Cavaliers,96.0,99.0,-3.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100017,2021-10-06,NOP,ORL,Pelicans,Magic,104.0,86.0,18.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100018,2021-10-06,DAL,UTA,Mavericks,Jazz,111.0,101.0,10.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100019,2021-10-06,GSW,DEN,Warriors,Nuggets,118.0,116.0,2.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100020,2021-10-06,PHX,LAL,Suns,Lakers,117.0,105.0,12.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100021,2021-10-06,LAC,SAC,Clippers,Kings,98.0,113.0,-15.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100022,2021-10-07,CHO,MEM,Hornets,Grizzlies,98.0,128.0,-30.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100023,2021-10-07,PHI,TOR,76ers,Raptors,125.0,113.0,12.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100024,2021-10-07,HOU,MIA,Rockets,Heat,106.0,113.0,-7.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100025,2021-10-08,CLE,IND,Cavaliers,Pacers,100.0,109.0,-9.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100026,2021-10-08,BRK,MIL,Nets,Bucks,119.0,115.0,4.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100027,2021-10-08,CHI,NOP,Bulls,Pelicans,121.0,85.0,36.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100028,2021-10-08,DAL,LAC,Mavericks,Clippers,122.0,114.0,8.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100029,2021-10-08,SAS,MIA,Spurs,Heat,105.0,109.0,-4.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100030,2021-10-08,DEN,MIN,Nuggets,Timberwolves,112.0,114.0,-2.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100031,2021-10-08,GSW,LAL,Warriors,Lakers,121.0,114.0,7.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100032,2021-10-09,BOS,TOR,Celtics,Raptors,113.0,111.0,2.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100033,2021-10-09,WAS,NYK,Wizards,Knicks,99.0,117.0,-18.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100034,2021-10-09,MEM,ATL,Grizzlies,Hawks,87.0,91.0,-4.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100035,2021-10-10,ORL,SAS,Magic,Spurs,100.0,101.0,-1.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100036,2021-10-10,CLE,CHI,Cavaliers,Bulls,101.0,102.0,-1.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100037,2021-10-10,MIL,OKC,Bucks,Thunder,130.0,110.0,20.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100038,2021-10-10,LAL,PHX,Lakers,Suns,94.0,123.0,-29.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100039,2021-10-11,TOR,HOU,Raptors,Rockets,107.0,92.0,15.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100040,2021-10-11,MIA,CHO,Heat,Hornets,104.0,103.0,1.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100041,2021-10-11,PHI,BRK,76ers,Nets,115.0,104.0,11.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100042,2021-10-11,MEM,DET,Grizzlies,Pistons,127.0,92.0,35.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100043,2021-10-11,UTA,NOP,Jazz,Pelicans,127.0,96.0,31.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100044,2021-10-11,POR,SAC,Trail Blazers,Kings,93.0,107.0,-14.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100045,2021-10-11,LAC,MIN,Clippers,Timberwolves,100.0,128.0,-28.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100046,2021-10-12,WAS,TOR,Wizards,Raptors,108.0,113.0,-5.0,Home,,True,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
