game_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year,garbage_time_detected,garbage_time_cutoff_period,garbage_time_cutoff_clock,garbage_time_cutoff_action_number,garbage_time_possessions_before_cutoff,effective_margin,effective_possessions,effective_pace,team_score_at_cutoff,opponent_score_at_cutoff
0021400001,2014-10-28,NOP,ORL,New Orleans Pelicans,Orlando Magic,101.0,84.0,17.0,Home,,True,2015,False,,,,,17.0,0,,101.0,84.0
0021400002,2014-10-28,SAS,DAL,San Antonio Spurs,Dallas Mavericks,101.0,100.0,1.0,Home,,True,2015,False,,,,,1.0,0,,101.0,100.0
0021400003,2014-10-28,LAL,HOU,Los Angeles Lakers,Houston Rockets,90.0,108.0,-18.0,Home,,True,2015,False,,,,,-18.0,0,,90.0,108.0
0021400004,2014-10-29,CHA,MIL,Charlotte Hornets,Milwaukee Bucks,108.0,106.0,2.0,Home,,True,2015,False,,,,,2.0,0,,108.0,106.0
0021400005,2014-10-29,IND,PHI,Indiana Pacers,Philadelphia 76ers,103.0,91.0,12.0,Home,,True,2015,False,,,,,12.0,0,,103.0,91.0
0021400006,2014-10-29,BOS,BKN,Boston Celtics,Brooklyn Nets,121.0,105.0,16.0,Home,,True,2015,False,,,,,16.0,0,,121.0,105.0
0021400007,2014-10-29,MIA,WAS,Miami Heat,Washington Wizards,107.0,95.0,12.0,Home,,True,2015,False,,,,,12.0,0,,107.0,95.0
0021400008,2014-10-29,TOR,ATL,Toronto Raptors,Atlanta Hawks,109.0,102.0,7.0,Home,,True,2015,False,,,,,7.0,0,,109.0,102.0
0021400009,2014-10-29,MEM,MIN,Memphis Grizzlies,Minnesota Timberwolves,105.0,101.0,4.0,Home,,True,2015,False,,,,,4.0,0,,105.0,101.0
0021400010,2014-10-29,NYK,CHI,New York Knicks,Chicago Bulls,80.0,104.0,-24.0,Home,,True,2015,False,,,,,-24.0,0,,80.0,104.0
0021400011,2014-10-29,DEN,DET,Denver Nuggets,Detroit Pistons,89.0,79.0,10.0,Home,,True,2015,False,,,,,10.0,0,,89.0,79.0
0021400012,2014-10-29,UTA,HOU,Utah Jazz,Houston Rockets,93.0,104.0,-11.0,Home,,True,2015,False,,,,,-11.0,0,,93.0,104.0
0021400013,2014-10-29,PHX,LAL,Phoenix Suns,Los Angeles Lakers,119.0,99.0,20.0,Home,,True,2015,False,,,,,20.0,0,,119.0,99.0
0021400014,2014-10-29,SAC,GSW,Sacramento Kings,Golden State Warriors,77.0,95.0,-18.0,Home,,True,2015,False,,,,,-18.0,0,,77.0,95.0
0021400015,2014-10-29,POR,OKC,Portland Trail Blazers,Oklahoma City Thunder,106.0,89.0,17.0,Home,,True,2015,False,,,,,17.0,0,,106.0,89.0
0021400016,2014-10-30,ORL,WAS,Orlando Magic,Washington Wizards,98.0,105.0,-7.0,Home,,True,2015,False,,,,,-7.0,0,,98.0,105.0
0021400017,2014-10-30,MIN,DET,Minnesota Timberwolves,Detroit Pistons,97.0,91.0,6.0,Home,,True,2015,False,,,,,6.0,0,,97.0,91.0
