game_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,off_rating,def_rating,net_rating,efg_pct,ts_pct,tov_pct,oreb_pct,dreb_pct,ast_pct,ast_to,opp_off_rating,opp_def_rating,opp_net_rating,opp_efg_pct,opp_ts_pct,opp_tov_pct,opp_oreb_pct,opp_dreb_pct,opp_ast_pct,opp_ast_to,garbage_time_detected,garbage_time_cutoff_period,garbage_time_cutoff_clock,garbage_time_cutoff_action_number,garbage_time_possessions_before_cutoff,effective_margin,effective_possessions,effective_pace,team_score_at_cutoff,opponent_score_at_cutoff
0012000001,2020-12-11,ATL,ORL,Hawks,Magic,112.0,116.0,-4.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,33.0,-4.0,0.0,,112.0,116.0
0012000002,2020-12-11,DET,NYK,Pistons,Knicks,84.0,90.0,-6.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,-6.0,0.0,,84.0,90.0
0012000003,2020-12-11,CHI,HOU,Bulls,Rockets,104.0,125.0,-21.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,26.0,-21.0,0.0,,104.0,125.0
0012000004,2020-12-11,LAL,LAC,Lakers,Clippers,87.0,81.0,6.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,36.0,6.0,0.0,,87.0,81.0
0012000005,2020-12-11,POR,SAC,Trail Blazers,Kings,127.0,102.0,25.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,25.0,0.0,,127.0,102.0
0012000006,2020-12-12,CHO,TOR,Hornets,Raptors,100.0,111.0,-11.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,31.0,-11.0,0.0,,100.0,111.0
0012000007,2020-12-12,CLE,IND,Cavaliers,Pacers,107.0,104.0,3.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,40.0,3.0,0.0,,107.0,104.0
0012000008,2020-12-12,SAS,OKC,Spurs,Thunder,108.0,121.0,-13.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,31.0,-13.0,0.0,,108.0,121.0
0012000009,2020-12-12,MIL,DAL,Bucks,Mavericks,102.0,112.0,-10.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,37.0,-10.0,0.0,,102.0,112.0
0012000010,2020-12-12,MIN,MEM,Timberwolves,Grizzlies,105.0,107.0,-2.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,36.0,-2.0,0.0,,105.0,107.0
0012000011,2020-12-12,GSW,DEN,Warriors,Nuggets,107.0,105.0,2.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,36.0,2.0,0.0,,107.0,105.0
0012000012,2020-12-12,UTA,PHX,Jazz,Suns,119.0,105.0,14.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,30.0,14.0,0.0,,119.0,105.0
0012000013,2020-12-13,ATL,ORL,Hawks,Magic,116.0,107.0,9.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,27.0,9.0,0.0,,116.0,107.0
0012000014,2020-12-13,BRK,WAS,Nets,Wizards,119.0,114.0,5.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,30.0,5.0,0.0,,119.0,114.0
0012000015,2020-12-13,DET,NYK,Pistons,Knicks,99.0,91.0,8.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,32.0,8.0,0.0,,99.0,91.0
0012000016,2020-12-13,CHI,HOU,Bulls,Rockets,104.0,91.0,13.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,34.0,13.0,0.0,,104.0,91.0
0012000017,2020-12-13,POR,SAC,Trail Blazers,Kings,106.0,121.0,-15.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,24.0,-15.0,0.0,,106.0,121.0
0012000018,2020-12-13,LAL,LAC,Lakers,Clippers,131.0,106.0,25.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,PT09M56.00S,533.0,18.0,25.0,0.0,,131.0,106.0
0012000019,2020-12-14,CLE,IND,Cavaliers,Pacers,116.0,106.0,10.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,28.0,10.0,0.0,,116.0,106.0
0012000020,2020-12-14,CHO,TOR,Hornets,Raptors,109.0,112.0,-3.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,48.0,-3.0,0.0,,109.0,112.0
0012000021,2020-12-14,MIA,NOP,Heat,Pelicans,92.0,114.0,-22.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,25.0,-22.0,0.0,,92.0,114.0
0012000022,2020-12-14,MIL,DAL,Bucks,Mavericks,112.0,128.0,-16.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,-16.0,0.0,,112.0,128.0
0012000023,2020-12-14,MIN,MEM,Timberwolves,Grizzlies,104.0,123.0,-19.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,-19.0,0.0,,104.0,123.0
0012000024,2020-12-14,UTA,PHX,Jazz,Suns,111.0,92.0,19.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,19.0,0.0,,111.0,92.0
0012000025,2020-12-15,PHI,BOS,76ers,Celtics,108.0,99.0,9.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,29.0,9.0,0.0,,108.0,99.0
0012000026,2020-12-15,HOU,SAS,Rockets,Spurs,112.0,98.0,14.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,14.0,0.0,,112.0,98.0
0012000027,2020-12-15,SAC,GSW,Kings,Warriors,114.0,113.0,1.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,39.0,1.0,0.0,,114.0,113.0
0012000028,2020-12-16,NYK,CLE,Knicks,Cavaliers,100.0,93.0,7.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,37.0,7.0,0.0,,100.0,93.0
0012000029,2020-12-16,OKC,CHI,Thunder,Bulls,103.0,124.0,-21.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,38.0,-21.0,0.0,,103.0,124.0
0012000030,2020-12-16,DEN,POR,Nuggets,Trail Blazers,126.0,95.0,31.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,PT08M43.00S,577.0,35.0,31.0,0.0,,126.0,95.0
0012000031,2020-12-16,PHX,LAL,Suns,Lakers,107.0,112.0,-5.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,30.0,-5.0,0.0,,107.0,112.0
0012000032,2020-12-17,ORL,CHO,Magic,Hornets,115.0,123.0,-8.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,33.0,-8.0,0.0,,115.0,123.0
0012000033,2020-12-17,WAS,DET,Wizards,Pistons,86.0,97.0,-11.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,36.0,-11.0,0.0,,86.0,97.0
0012000034,2020-12-17,HOU,SAS,Rockets,Spurs,128.0,106.0,22.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,3.0,PT02M22.00S,442.0,17.0,22.0,0.0,,128.0,106.0
0012000035,2020-12-17,MEM,ATL,Grizzlies,Hawks,128.0,106.0,22.0,Home,,True,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,22.0,0.0,,128.0,106.0
