game_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
0020900019,2009-10-30,CHA,NYK,Charlotte Bobcats,New York Knicks,102.0,100.0,2.0,Home,,True,2010
0020900020,2009-10-30,PHI,MIL,Philadelphia 76ers,Milwaukee Bucks,99.0,86.0,13.0,Home,,True,2010
0020900021,2009-10-30,ATL,WAS,Atlanta Hawks,Washington Wizards,100.0,89.0,11.0,Home,,True,2010
0020900022,2009-10-30,BOS,CHI,Boston Celtics,Chicago Bulls,118.0,90.0,28.0,Home,,True,2010
0020900023,2009-10-30,DET,OKC,Detroit Pistons,Oklahoma City Thunder,83.0,91.0,-8.0,Home,,True,2010
0020900024,2009-10-30,IND,MIA,Indiana Pacers,Miami Heat,83.0,96.0,-13.0,Home,,True,2010
0020900025,2009-10-30,MEM,TOR,Memphis Grizzlies,Toronto Raptors,115.0,107.0,8.0,Home,,True,2010
0020900026,2009-10-30,MIN,CLE,Minnesota Timberwolves,Cleveland Cavaliers,87.0,104.0,-17.0,Home,,True,2010
0020900027,2009-10-30,NJN,ORL,New Jersey Nets,Orlando Magic,85.0,95.0,-10.0,Home,,True,2010
0020900028,2009-10-30,NOH,SAC,New Orleans Hornets,Sacramento Kings,97.0,92.0,5.0,Home,,True,2010
0020900029,2009-10-30,UTA,LAC,Utah Jazz,Los Angeles Clippers,111.0,98.0,13.0,Home,,True,2010
0020900030,2009-10-30,PHX,GSW,Phoenix Suns,Golden State Warriors,123.0,101.0,22.0,Home,,True,2010
0020900031,2009-10-30,LAL,DAL,Los Angeles Lakers,Dallas Mavericks,80.0,94.0,-14.0,Home,,True,2010
0020900032,2009-10-31,WAS,NJN,Washington Wizards,New Jersey Nets,123.0,104.0,19.0,Home,,True,2010
0020900033,2009-10-31,CLE,CHA,Cleveland Cavaliers,Charlotte Bobcats,90.0,79.0,11.0,Home,,True,2010
0020900034,2009-10-31,NYK,PHI,New York Knicks,Philadelphia 76ers,127.0,141.0,-14.0,Home,,True,2010
0020900035,2009-10-31,HOU,POR,Houston Rockets,Portland Trail Blazers,111.0,107.0,4.0,Home,,True,2010
0020900036,2009-10-31,MIL,DET,Milwaukee Bucks,Detroit Pistons,96.0,85.0,11.0,Home,,True,2010
0020900037,2009-10-31,SAS,SAC,San Antonio Spurs,Sacramento Kings,113.0,94.0,19.0,Home,,True,2010
0020900038,2009-10-31,LAC,DAL,Los Angeles Clippers,Dallas Mavericks,84.0,93.0,-9.0,Home,,True,2010
0020900039,2009-11-01,TOR,ORL,Toronto Raptors,Orlando Magic,116.0,125.0,-9.0,Home,,True,2010
0020900040,2009-11-01,BOS,NOH,Boston Celtics,New Orleans Hornets,97.0,87.0,10.0,Home,,True,2010
0020900041,2009-11-01,MIA,CHI,Miami Heat,Chicago Bulls,95.0,87.0,8.0,Home,,True,2010
0020900042,2009-11-01,OKC,POR,Oklahoma City Thunder,Portland Trail Blazers,74.0,83.0,-9.0,Home,,True,2010
0020900043,2009-11-01,DEN,MEM,Denver Nuggets,Memphis Grizzlies,133.0,123.0,10.0,Home,,True,2010
0020900044,2009-11-01,PHX,MIN,Phoenix Suns,Minnesota Timberwolves,120.0,112.0,8.0,Home,,True,2010
0020900045,2009-11-01,LAL,ATL,Los Angeles Lakers,Atlanta Hawks,118.0,110.0,8.0,Home,,True,2010
0020900046,2009-11-02,CHA,NJN,Charlotte Bobcats,New Jersey Nets,79.0,68.0,11.0,Home,,True,2010
0020900047,2009-11-02,NYK,NOH,New York Knicks,New Orleans Hornets,117.0,111.0,6.0,Home,,True,2010
0020900048,2009-11-02,UTA,HOU,Utah Jazz,Houston Rockets,96.0,113.0,-17.0,Home,,True,2010
0020900049,2009-11-02,SAC,MEM,Sacramento Kings,Memphis Grizzlies,127.0,116.0,11.0,Home,,True,2010
0020900050,2009-11-02,LAC,MIN,Los Angeles Clippers,Minnesota Timberwolves,93.0,90.0,3.0,Home,,True,2010
0020900051,2009-11-03,CLE,WAS,Cleveland Cavaliers,Washington Wizards,102.0,90.0,12.0,Home,,True,2010
0020900052,2009-11-03,IND,DEN,Indiana Pacers,Denver Nuggets,93.0,111.0,-18.0,Home,,True,2010
0020900053,2009-11-03,PHI,BOS,Philadelphia 76ers,Boston Celtics,74.0,105.0,-31.0,Home,,True,2010
0020900054,2009-11-03,DET,ORL,Detroit Pistons,Orlando Magic,85.0,80.0,5.0,Home,,True,2010
0020900055,2009-11-03,MIA,PHX,Miami Heat,Phoenix Suns,96.0,104.0,-8.0,Home,,True,2010
0020900056,2009-11-03,CHI,MIL,Chicago Bulls,Milwaukee Bucks,83.0,81.0,2.0,Home,,True,2010
0020900057,2009-11-03,OKC,LAL,Oklahoma City Thunder,Los Angeles Lakers,98.0,101.0,-3.0,Home,,True,2010
0020900058,2009-11-03,DAL,UTA,Dallas Mavericks,Utah Jazz,96.0,85.0,11.0,Home,,True,2010
0020900059,2009-11-03,POR,ATL,Portland Trail Blazers,Atlanta Hawks,91.0,97.0,-6.0,Home,,True,2010
0020900060,2009-11-04,ORL,PHX,Orlando Magic,Phoenix Suns,122.0,100.0,22.0,Home,,True,2010
0020900061,2009-11-04,TOR,DET,Toronto Raptors,Detroit Pistons,110.0,99.0,11.0,Home,,True,2010
0020900062,2009-11-04,WAS,MIA,Washington Wizards,Miami Heat,89.0,93.0,-4.0,Home,,True,2010
0020900063,2009-11-04,NJN,DEN,New Jersey Nets,Denver Nuggets,94.0,122.0,-28.0,Home,,True,2010
0020900064,2009-11-04,NYK,IND,New York Knicks,Indiana Pacers,89.0,101.0,-12.0,Home,,True,2010
0020900065,2009-11-04,MIN,BOS,Minnesota Timberwolves,Boston Celtics,90.0,92.0,-2.0,Home,,True,2010
0020900066,2009-11-04,HOU,LAL,Houston Rockets,Los Angeles Lakers,102.0,103.0,-1.0,Home,,True,2010
0020900067,2009-11-04,NOH,DAL,New Orleans Hornets,Dallas Mavericks,114.0,107.0,7.0,Home,,True,2010
0020900068,2009-11-04,SAC,ATL,Sacramento Kings,Atlanta Hawks,105.0,113.0,-8.0,Home,,True,2010
0020900069,2009-11-04,GSW,MEM,Golden State Warriors,Memphis Grizzlies,113.0,105.0,8.0,Home,,True,2010
0020900070,2009-11-05,CLE,CHI,Cleveland Cavaliers,Chicago Bulls,85.0,86.0,-1.0,Home,,True,2010
0020900071,2009-11-05,UTA,SAS,Utah Jazz,San Antonio Spurs,113.0,99.0,14.0,Home,,True,2010
0020900072,2009-11-06,CHA,ATL,Charlotte Bobcats,Atlanta Hawks,103.0,83.0,20.0,Home,,True,2010
0020900073,2009-11-06,IND,WAS,Indiana Pacers,Washington Wizards,102.0,86.0,16.0,Home,,True,2010
0020900074,2009-11-06,ORL,DET,Orlando Magic,Detroit Pistons,110.0,103.0,7.0,Home,,True,2010
0020900075,2009-11-06,PHI,NJN,Philadelphia 76ers,New Jersey Nets,97.0,94.0,3.0,Home,,True,2010
0020900076,2009-11-06,BOS,PHX,Boston Celtics,Phoenix Suns,103.0,110.0,-7.0,Home,,True,2010
0020900077,2009-11-06,MIA,DEN,Miami Heat,Denver Nuggets,96.0,88.0,8.0,Home,,True,2010
0020900078,2009-11-06,MIN,MIL,Minnesota Timberwolves,Milwaukee Bucks,72.0,87.0,-15.0,Home,,True,2010
0020900079,2009-11-06,NOH,TOR,New Orleans Hornets,Toronto Raptors,90.0,107.0,-17.0,Home,,True,2010
0020900080,2009-11-06,NYK,CLE,New York Knicks,Cleveland Cavaliers,91.0,100.0,-9.0,Home,,True,2010
0020900081,2009-11-06,HOU,OKC,Houston Rockets,Oklahoma City Thunder,105.0,94.0,11.0,Home,,True,2010
0020900082,2009-11-06,GSW,LAC,Golden State Warriors,Los Angeles Clippers,90.0,118.0,-28.0,Home,,True,2010
0020900083,2009-11-06,LAL,MEM,Los Angeles Lakers,Memphis Grizzlies,114.0,98.0,16.0,Home,,True,2010
0020900084,2009-11-06,POR,SAS,Portland Trail Blazers,San Antonio Spurs,96.0,84.0,12.0,Home,,True,2010
0020900085,2009-11-07,ATL,DEN,Atlanta Hawks,Denver Nuggets,125.0,100.0,25.0,Home,,True,2010
0020900086,2009-11-07,NJN,BOS,New Jersey Nets,Boston Celtics,76.0,86.0,-10.0,Home,,True,2010
0020900087,2009-11-07,CHI,CHA,Chicago Bulls,Charlotte Bobcats,93.0,90.0,3.0,Home,,True,2010
0020900088,2009-11-07,DAL,TOR,Dallas Mavericks,Toronto Raptors,129.0,101.0,28.0,Home,,True,2010
0020900089,2009-11-07,MIL,NYK,Milwaukee Bucks,New York Knicks,102.0,87.0,15.0,Home,,True,2010
0020900090,2009-11-07,UTA,SAC,Utah Jazz,Sacramento Kings,99.0,104.0,-5.0,Home,,True,2010
0020900091,2009-11-07,LAC,MEM,Los Angeles Clippers,Memphis Grizzlies,113.0,110.0,3.0,Home,,True,2010
0020900092,2009-11-08,DET,PHI,Detroit Pistons,Philadelphia 76ers,88.0,81.0,7.0,Home,,True,2010
0020900093,2009-11-08,WAS,PHX,Washington Wizards,Phoenix Suns,90.0,102.0,-12.0,Home,,True,2010
0020900094,2009-11-08,OKC,ORL,Oklahoma City Thunder,Orlando Magic,102.0,74.0,28.0,Home,,True,2010
0020900095,2009-11-08,POR,MIN,Portland Trail Blazers,Minnesota Timberwolves,116.0,93.0,23.0,Home,,True,2010
0020900096,2009-11-08,SAC,GSW,Sacramento Kings,Golden State Warriors,120.0,107.0,13.0,Home,,True,2010
0020900097,2009-11-08,LAL,NOH,Los Angeles Lakers,New Orleans Hornets,104.0,88.0,16.0,Home,,True,2010
0020900098,2009-11-09,PHI,PHX,Philadelphia 76ers,Phoenix Suns,115.0,119.0,-4.0,Home,,True,2010
0020900099,2009-11-09,NYK,UTA,New York Knicks,Utah Jazz,93.0,95.0,-2.0,Home,,True,2010
0020900100,2009-11-09,SAS,TOR,San Antonio Spurs,Toronto Raptors,131.0,124.0,7.0,Home,,True,2010
0020900101,2009-11-09,GSW,MIN,Golden State Warriors,Minnesota Timberwolves,146.0,105.0,41.0,Home,,True,2010
0020900102,2009-11-09,LAC,NOH,Los Angeles Clippers,New Orleans Hornets,84.0,112.0,-28.0,Home,,True,2010
0020900103,2009-11-10,CHA,ORL,Charlotte Bobcats,Orlando Magic,81.0,93.0,-12.0,Home,,True,2010
0020900104,2009-11-10,MIA,WAS,Miami Heat,Washington Wizards,90.0,76.0,14.0,Home,,True,2010
0020900105,2009-11-10,CHI,DEN,Chicago Bulls,Denver Nuggets,89.0,90.0,-1.0,Home,,True,2010
0020900106,2009-11-10,MEM,POR,Memphis Grizzlies,Portland Trail Blazers,79.0,93.0,-14.0,Home,,True,2010
0020900107,2009-11-10,DAL,HOU,Dallas Mavericks,Houston Rockets,121.0,103.0,18.0,Home,,True,2010
0020900108,2009-11-10,SAC,OKC,Sacramento Kings,Oklahoma City Thunder,101.0,98.0,3.0,Home,,True,2010
0020900109,2009-11-11,IND,GSW,Indiana Pacers,Golden State Warriors,108.0,94.0,14.0,Home,,True,2010
0020900110,2009-11-11,TOR,CHI,Toronto Raptors,Chicago Bulls,99.0,89.0,10.0,Home,,True,2010
0020900111,2009-11-11,BOS,UTA,Boston Celtics,Utah Jazz,105.0,86.0,19.0,Home,,True,2010
0020900112,2009-11-11,DET,CHA,Detroit Pistons,Charlotte Bobcats,98.0,75.0,23.0,Home,,True,2010
0020900113,2009-11-11,NJN,PHI,New Jersey Nets,Philadelphia 76ers,79.0,82.0,-3.0,Home,,True,2010
0020900114,2009-11-11,NYK,ATL,New York Knicks,Atlanta Hawks,101.0,114.0,-13.0,Home,,True,2010
0020900115,2009-11-11,MIL,DEN,Milwaukee Bucks,Denver Nuggets,108.0,102.0,6.0,Home,,True,2010
0020900116,2009-11-11,MIN,POR,Minnesota Timberwolves,Portland Trail Blazers,84.0,107.0,-23.0,Home,,True,2010
0020900117,2009-11-11,ORL,CLE,Orlando Magic,Cleveland Cavaliers,93.0,102.0,-9.0,Home,,True,2010
0020900118,2009-11-11,HOU,MEM,Houston Rockets,Memphis Grizzlies,104.0,79.0,25.0,Home,,True,2010
0020900119,2009-11-11,SAS,DAL,San Antonio Spurs,Dallas Mavericks,92.0,83.0,9.0,Home,,True,2010
0020900120,2009-11-11,LAC,OKC,Los Angeles Clippers,Oklahoma City Thunder,79.0,83.0,-4.0,Home,,True,2010
0020900121,2009-11-11,PHX,NOH,Phoenix Suns,New Orleans Hornets,124.0,104.0,20.0,Home,,True,2010
0020900122,2009-11-12,MIA,CLE,Miami Heat,Cleveland Cavaliers,104.0,111.0,-7.0,Home,,True,2010
0020900123,2009-11-12,LAL,PHX,Los Angeles Lakers,Phoenix Suns,121.0,102.0,19.0,Home,,True,2010
0020900124,2009-11-13,ORL,NJN,Orlando Magic,New Jersey Nets,88.0,72.0,16.0,Home,,True,2010
0020900125,2009-11-13,PHI,UTA,Philadelphia 76ers,Utah Jazz,90.0,112.0,-22.0,Home,,True,2010
0020900126,2009-11-13,NYK,GSW,New York Knicks,Golden State Warriors,107.0,121.0,-14.0,Home,,True,2010
0020900127,2009-11-13,BOS,ATL,Boston Celtics,Atlanta Hawks,86.0,97.0,-11.0,Home,,True,2010
0020900128,2009-11-13,MIN,DAL,Minnesota Timberwolves,Dallas Mavericks,77.0,89.0,-12.0,Home,,True,2010
0020900129,2009-11-13,NOH,POR,New Orleans Hornets,Portland Trail Blazers,78.0,86.0,-8.0,Home,,True,2010
0020900130,2009-11-13,SAC,HOU,Sacramento Kings,Houston Rockets,109.0,100.0,9.0,Home,,True,2010
0020900131,2009-11-13,DEN,LAL,Denver Nuggets,Los Angeles Lakers,105.0,79.0,26.0,Home,,True,2010
0020900132,2009-11-13,LAC,TOR,Los Angeles Clippers,Toronto Raptors,89.0,104.0,-15.0,Home,,True,2010
0020900133,2009-11-14,ATL,NOH,Atlanta Hawks,New Orleans Hornets,121.0,98.0,23.0,Home,,True,2010
0020900134,2009-11-14,CHA,POR,Charlotte Bobcats,Portland Trail Blazers,74.0,80.0,-6.0,Home,,True,2010
0020900135,2009-11-14,IND,BOS,Indiana Pacers,Boston Celtics,113.0,104.0,9.0,Home,,True,2010
0020900136,2009-11-14,WAS,DET,Washington Wizards,Detroit Pistons,103.0,106.0,-3.0,Home,,True,2010
0020900137,2009-11-14,CLE,UTA,Cleveland Cavaliers,Utah Jazz,107.0,103.0,4.0,Home,,True,2010
0020900138,2009-11-14,MIA,NJN,Miami Heat,New Jersey Nets,81.0,80.0,1.0,Home,,True,2010
0020900139,2009-11-14,CHI,PHI,Chicago Bulls,Philadelphia 76ers,94.0,88.0,6.0,Home,,True,2010
0020900140,2009-11-14,MEM,MIN,Memphis Grizzlies,Minnesota Timberwolves,97.0,87.0,10.0,Home,,True,2010
0020900141,2009-11-14,MIL,GSW,Milwaukee Bucks,Golden State Warriors,129.0,125.0,4.0,Home,,True,2010
0020900142,2009-11-14,SAS,OKC,San Antonio Spurs,Oklahoma City Thunder,98.0,101.0,-3.0,Home,,True,2010
0020900143,2009-11-15,DET,DAL,Detroit Pistons,Dallas Mavericks,90.0,95.0,-5.0,Home,,True,2010
0020900144,2009-11-15,OKC,LAC,Oklahoma City Thunder,Los Angeles Clippers,93.0,101.0,-8.0,Home,,True,2010
0020900145,2009-11-15,PHX,TOR,Phoenix Suns,Toronto Raptors,101.0,100.0,1.0,Home,,True,2010
0020900146,2009-11-15,LAL,HOU,Los Angeles Lakers,Houston Rockets,91.0,101.0,-10.0,Home,,True,2010
0020900147,2009-11-16,ATL,POR,Atlanta Hawks,Portland Trail Blazers,99.0,95.0,4.0,Home,,True,2010
0020900148,2009-11-16,ORL,CHA,Orlando Magic,Charlotte Bobcats,97.0,91.0,6.0,Home,,True,2010
0020900149,2009-11-16,MIL,DAL,Milwaukee Bucks,Dallas Mavericks,113.0,115.0,-2.0,Home,,True,2010
0020900150,2009-11-17,CLE,GSW,Cleveland Cavaliers,Golden State Warriors,114.0,108.0,6.0,Home,,True,2010
0020900151,2009-11-17,MIA,OKC,Miami Heat,Oklahoma City Thunder,87.0,100.0,-13.0,Home,,True,2010
0020900152,2009-11-17,NJN,IND,New Jersey Nets,Indiana Pacers,83.0,91.0,-8.0,Home,,True,2010
0020900153,2009-11-17,NOH,LAC,New Orleans Hornets,Los Angeles Clippers,110.0,102.0,8.0,Home,,True,2010
0020900154,2009-11-17,HOU,PHX,Houston Rockets,Phoenix Suns,105.0,111.0,-6.0,Home,,True,2010
0020900155,2009-11-17,DEN,TOR,Denver Nuggets,Toronto Raptors,130.0,112.0,18.0,Home,,True,2010
0020900156,2009-11-17,SAC,CHI,Sacramento Kings,Chicago Bulls,87.0,101.0,-14.0,Home,,True,2010
0020900157,2009-11-17,LAL,DET,Los Angeles Lakers,Detroit Pistons,106.0,93.0,13.0,Home,,True,2010
0020900158,2009-11-18,ATL,MIA,Atlanta Hawks,Miami Heat,105.0,90.0,15.0,Home,,True,2010
0020900159,2009-11-18,IND,NYK,Indiana Pacers,New York Knicks,103.0,110.0,-7.0,Home,,True,2010
0020900160,2009-11-18,ORL,OKC,Orlando Magic,Oklahoma City Thunder,108.0,94.0,14.0,Home,,True,2010
0020900161,2009-11-18,PHI,CHA,Philadelphia 76ers,Charlotte Bobcats,86.0,84.0,2.0,Home,,True,2010
0020900162,2009-11-18,WAS,CLE,Washington Wizards,Cleveland Cavaliers,108.0,91.0,17.0,Home,,True,2010
0020900163,2009-11-18,BOS,GSW,Boston Celtics,Golden State Warriors,109.0,95.0,14.0,Home,,True,2010
0020900164,2009-11-18,MEM,LAC,Memphis Grizzlies,Los Angeles Clippers,106.0,91.0,15.0,Home,,True,2010
0020900165,2009-11-18,MIL,NJN,Milwaukee Bucks,New Jersey Nets,99.0,85.0,14.0,Home,,True,2010
0020900166,2009-11-18,MIN,HOU,Minnesota Timberwolves,Houston Rockets,84.0,97.0,-13.0,Home,,True,2010
0020900167,2009-11-18,UTA,TOR,Utah Jazz,Toronto Raptors,104.0,91.0,13.0,Home,,True,2010
0020900168,2009-11-18,DAL,SAS,Dallas Mavericks,San Antonio Spurs,99.0,94.0,5.0,Home,,True,2010
0020900169,2009-11-18,POR,DET,Portland Trail Blazers,Detroit Pistons,87.0,81.0,6.0,Home,,True,2010
0020900170,2009-11-19,NOH,PHX,New Orleans Hornets,Phoenix Suns,110.0,103.0,7.0,Home,,True,2010
0020900171,2009-11-19,SAS,UTA,San Antonio Spurs,Utah Jazz,83.0,90.0,-7.0,Home,,True,2010
0020900172,2009-11-19,LAL,CHI,Los Angeles Lakers,Chicago Bulls,108.0,93.0,15.0,Home,,True,2010
0020900173,2009-11-20,IND,CLE,Indiana Pacers,Cleveland Cavaliers,95.0,105.0,-10.0,Home,,True,2010
0020900174,2009-11-20,PHI,MEM,Philadelphia 76ers,Memphis Grizzlies,97.0,102.0,-5.0,Home,,True,2010
0020900175,2009-11-20,TOR,MIA,Toronto Raptors,Miami Heat,120.0,113.0,7.0,Home,,True,2010
0020900176,2009-11-20,ATL,HOU,Atlanta Hawks,Houston Rockets,105.0,103.0,2.0,Home,,True,2010
0020900177,2009-11-20,BOS,ORL,Boston Celtics,Orlando Magic,78.0,83.0,-5.0,Home,,True,2010
0020900178,2009-11-20,OKC,WAS,Oklahoma City Thunder,Washington Wizards,127.0,108.0,19.0,Home,,True,2010
0020900179,2009-11-20,DAL,SAC,Dallas Mavericks,Sacramento Kings,104.0,102.0,2.0,Home,,True,2010
0020900180,2009-11-20,MIL,CHA,Milwaukee Bucks,Charlotte Bobcats,95.0,88.0,7.0,Home,,True,2010
0020900181,2009-11-20,GSW,POR,Golden State Warriors,Portland Trail Blazers,108.0,94.0,14.0,Home,,True,2010
0020900182,2009-11-20,LAC,DEN,Los Angeles Clippers,Denver Nuggets,106.0,99.0,7.0,Home,,True,2010
0020900183,2009-11-21,NJN,NYK,New Jersey Nets,New York Knicks,91.0,98.0,-7.0,Home,,True,2010
0020900184,2009-11-21,CLE,PHI,Cleveland Cavaliers,Philadelphia 76ers,97.0,91.0,6.0,Home,,True,2010
0020900185,2009-11-21,MEM,MIL,Memphis Grizzlies,Milwaukee Bucks,98.0,103.0,-5.0,Home,,True,2010
0020900186,2009-11-21,NOH,ATL,New Orleans Hornets,Atlanta Hawks,96.0,88.0,8.0,Home,,True,2010
0020900187,2009-11-21,HOU,SAC,Houston Rockets,Sacramento Kings,113.0,106.0,7.0,Home,,True,2010
0020900188,2009-11-21,SAS,WAS,San Antonio Spurs,Washington Wizards,106.0,84.0,22.0,Home,,True,2010
0020900189,2009-11-21,DEN,CHI,Denver Nuggets,Chicago Bulls,112.0,93.0,19.0,Home,,True,2010
0020900190,2009-11-21,UTA,DET,Utah Jazz,Detroit Pistons,100.0,97.0,3.0,Home,,True,2010
0020900191,2009-11-21,POR,MIN,Portland Trail Blazers,Minnesota Timberwolves,106.0,78.0,28.0,Home,,True,2010
0020900192,2009-11-22,TOR,ORL,Toronto Raptors,Orlando Magic,96.0,104.0,-8.0,Home,,True,2010
0020900193,2009-11-22,NYK,BOS,New York Knicks,Boston Celtics,105.0,107.0,-2.0,Home,,True,2010
0020900194,2009-11-22,CHA,IND,Charlotte Bobcats,Indiana Pacers,104.0,88.0,16.0,Home,,True,2010
0020900195,2009-11-22,MIA,NOH,Miami Heat,New Orleans Hornets,102.0,101.0,1.0,Home,,True,2010
0020900196,2009-11-22,PHX,DET,Phoenix Suns,Detroit Pistons,117.0,91.0,26.0,Home,,True,2010
0020900197,2009-11-22,LAL,OKC,Los Angeles Lakers,Oklahoma City Thunder,101.0,85.0,16.0,Home,,True,2010
0020900198,2009-11-23,MEM,SAC,Memphis Grizzlies,Sacramento Kings,116.0,105.0,11.0,Home,,True,2010
0020900199,2009-11-23,SAS,MIL,San Antonio Spurs,Milwaukee Bucks,112.0,98.0,14.0,Home,,True,2010
0020900200,2009-11-23,POR,CHI,Portland Trail Blazers,Chicago Bulls,122.0,98.0,24.0,Home,,True,2010
0020900201,2009-11-23,LAC,MIN,Los Angeles Clippers,Minnesota Timberwolves,91.0,87.0,4.0,Home,,True,2010
0020900202,2009-11-24,TOR,IND,Toronto Raptors,Indiana Pacers,123.0,112.0,11.0,Home,,True,2010
0020900203,2009-11-24,WAS,PHI,Washington Wizards,Philadelphia 76ers,108.0,107.0,1.0,Home,,True,2010
0020900204,2009-11-24,DAL,GSW,Dallas Mavericks,Golden State Warriors,103.0,111.0,-8.0,Home,,True,2010
0020900205,2009-11-24,DEN,NJN,Denver Nuggets,New Jersey Nets,101.0,87.0,14.0,Home,,True,2010
0020900206,2009-11-24,UTA,OKC,Utah Jazz,Oklahoma City Thunder,94.0,104.0,-10.0,Home,,True,2010
0020900207,2009-11-24,LAL,NYK,Los Angeles Lakers,New York Knicks,100.0,90.0,10.0,Home,,True,2010
0020900208,2009-11-25,CHA,TOR,Charlotte Bobcats,Toronto Raptors,116.0,81.0,35.0,Home,,True,2010
0020900209,2009-11-25,IND,LAC,Indiana Pacers,Los Angeles Clippers,86.0,73.0,13.0,Home,,True,2010
0020900210,2009-11-25,BOS,PHI,Boston Celtics,Philadelphia 76ers,113.0,110.0,3.0,Home,,True,2010
0020900211,2009-11-25,ORL,MIA,Orlando Magic,Miami Heat,98.0,99.0,-1.0,Home,,True,2010
0020900212,2009-11-25,DET,CLE,Detroit Pistons,Cleveland Cavaliers,88.0,98.0,-10.0,Home,,True,2010
0020900213,2009-11-25,MIN,DEN,Minnesota Timberwolves,Denver Nuggets,111.0,124.0,-13.0,Home,,True,2010
0020900214,2009-11-25,NOH,MIL,New Orleans Hornets,Milwaukee Bucks,102.0,99.0,3.0,Home,,True,2010
0020900215,2009-11-25,HOU,DAL,Houston Rockets,Dallas Mavericks,99.0,130.0,-31.0,Home,,True,2010
0020900216,2009-11-25,SAS,GSW,San Antonio Spurs,Golden State Warriors,118.0,104.0,14.0,Home,,True,2010
0020900217,2009-11-25,PHX,MEM,Phoenix Suns,Memphis Grizzlies,126.0,111.0,15.0,Home,,True,2010
0020900218,2009-11-25,POR,NJN,Portland Trail Blazers,New Jersey Nets,93.0,83.0,10.0,Home,,True,2010
0020900219,2009-11-25,SAC,NYK,Sacramento Kings,New York Knicks,111.0,97.0,14.0,Home,,True,2010
0020900220,2009-11-26,ATL,ORL,Atlanta Hawks,Orlando Magic,76.0,93.0,-17.0,Home,,True,2010
0020900221,2009-11-26,UTA,CHI,Utah Jazz,Chicago Bulls,105.0,86.0,19.0,Home,,True,2010
0020900222,2009-11-27,CHA,CLE,Charlotte Bobcats,Cleveland Cavaliers,94.0,87.0,7.0,Home,,True,2010
0020900223,2009-11-27,MIA,WAS,Miami Heat,Washington Wizards,84.0,94.0,-10.0,Home,,True,2010
0020900224,2009-11-27,PHI,ATL,Philadelphia 76ers,Atlanta Hawks,86.0,100.0,-14.0,Home,,True,2010
0020900225,2009-11-27,BOS,TOR,Boston Celtics,Toronto Raptors,116.0,103.0,13.0,Home,,True,2010
0020900226,2009-11-27,DET,LAC,Detroit Pistons,Los Angeles Clippers,96.0,104.0,-8.0,Home,,True,2010
0020900227,2009-11-27,IND,DAL,Indiana Pacers,Dallas Mavericks,92.0,113.0,-21.0,Home,,True,2010
0020900228,2009-11-27,OKC,MIL,Oklahoma City Thunder,Milwaukee Bucks,108.0,90.0,18.0,Home,,True,2010
0020900229,2009-11-27,HOU,SAS,Houston Rockets,San Antonio Spurs,84.0,92.0,-8.0,Home,,True,2010
0020900230,2009-11-27,DEN,NYK,Denver Nuggets,New York Knicks,128.0,125.0,3.0,Home,,True,2010
