game_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,off_rating,def_rating,net_rating,efg_pct,ts_pct,tov_pct,oreb_pct,dreb_pct,ast_pct,ast_to,opp_off_rating,opp_def_rating,opp_net_rating,opp_efg_pct,opp_ts_pct,opp_tov_pct,opp_oreb_pct,opp_dreb_pct,opp_ast_pct,opp_ast_to,garbage_time_detected,garbage_time_cutoff_period,garbage_time_cutoff_clock,garbage_time_cutoff_action_number,garbage_time_possessions_before_cutoff,effective_margin,effective_possessions,effective_pace,team_score_at_cutoff,opponent_score_at_cutoff
0011700070,2017-10-13,CHI,TOR,Bulls,Raptors,104.0,125.0,-21.0,Home,,True,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,36.0,-21.0,0.0,,104.0,125.0
0011700071,2017-10-13,MEM,NOP,Grizzlies,Pelicans,142.0,101.0,41.0,Home,,True,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,3.0,PT06M17.00S,445.0,23.0,41.0,0.0,,142.0,101.0
0011700072,2017-10-13,HOU,SAS,Rockets,Spurs,97.0,106.0,-9.0,Home,,True,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,28.0,-9.0,0.0,,97.0,106.0
0011700073,2017-10-13,PHX,BNE,Suns,Bullets,114.0,93.0,21.0,Home,,True,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,PT09M46.00S,523.0,22.0,21.0,0.0,,114.0,93.0
0011700074,2017-10-13,POR,MAC,Trail Blazers,Maccabi Haifa,129.0,81.0,48.0,Home,,True,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,3.0,PT06M43.00S,420.0,14.0,48.0,0.0,,129.0,81.0
0011700075,2017-10-13,NYK,WAS,Knicks,Wizards,103.0,110.0,-7.0,Home,,True,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,34.0,-7.0,0.0,,103.0,110.0
0011700076,2017-10-13,MIL,DET,Bucks,Pistons,107.0,103.0,4.0,Home,,True,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,35.0,4.0,0.0,,107.0,103.0
0011700077,2017-10-13,GSW,SAC,Warriors,Kings,117.0,106.0,11.0,Home,,True,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,29.0,11.0,0.0,,117.0,106.0
0011700078,2017-10-13,LAC,LAL,Clippers,Lakers,104.0,111.0,-7.0,Home,,True,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,43.0,-7.0,0.0,,104.0,111.0
0021700001,2017-10-17,CLE,BOS,Cavaliers,Celtics,102.0,99.0,3.0,Home,98.5,True,2018,38.0,83.0,0.458,5.0,22.0,0.227,21.0,25.0,0.84,9.0,41.0,50.0,19.0,3.0,4.0,17.0,25.0,36.0,88.0,0.409,8.0,32.0,0.25,19.0,25.0,0.76,9.0,37.0,46.0,24.0,11.0,4.0,10.0,24.0,104.1,100.0,4.1,0.488,0.543,17.3,0.229,0.768,0.5,1.12,100.0,104.1,-4.1,0.455,0.5,12.1,0.232,0.771,0.667,2.0,False,,,,29.0,3.0,101.0,98.5,102.0,99.0
