game_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
0021100001,2011-12-25,NYK,BOS,New York Knicks,Boston Celtics,106.0,104.0,2.0,Home,,True,2012
0021100002,2011-12-25,DAL,MIA,Dallas Mavericks,Miami Heat,94.0,105.0,-11.0,Home,,True,2012
0021100003,2011-12-25,LAL,CHI,Los Angeles Lakers,Chicago Bulls,87.0,88.0,-1.0,Home,,True,2012
0021100004,2011-12-25,OKC,ORL,Oklahoma City Thunder,Orlando Magic,97.0,89.0,8.0,Home,,True,2012
0021100005,2011-12-25,GSW,LAC,Golden State Warriors,Los Angeles Clippers,86.0,105.0,-19.0,Home,,True,2012
0021100006,2011-12-26,WAS,NJN,Washington Wizards,New Jersey Nets,84.0,90.0,-6.0,Home,,True,2012
0021100007,2011-12-26,CHA,MIL,Charlotte Bobcats,Milwaukee Bucks,96.0,95.0,1.0,Home,,True,2012
0021100008,2011-12-26,ORL,HOU,Orlando Magic,Houston Rockets,104.0,95.0,9.0,Home,,True,2012
0021100009,2011-12-26,CLE,TOR,Cleveland Cavaliers,Toronto Raptors,96.0,104.0,-8.0,Home,,True,2012
0021100010,2011-12-26,IND,DET,Indiana Pacers,Detroit Pistons,91.0,79.0,12.0,Home,,True,2012
0021100011,2011-12-26,MIN,OKC,Minnesota Timberwolves,Oklahoma City Thunder,100.0,104.0,-4.0,Home,,True,2012
0021100012,2011-12-26,DAL,DEN,Dallas Mavericks,Denver Nuggets,93.0,115.0,-22.0,Home,,True,2012
0021100013,2011-12-26,SAS,MEM,San Antonio Spurs,Memphis Grizzlies,95.0,82.0,13.0,Home,,True,2012
0021100014,2011-12-26,PHX,NOH,Phoenix Suns,New Orleans Hornets,84.0,85.0,-1.0,Home,,True,2012
0021100015,2011-12-26,SAC,LAL,Sacramento Kings,Los Angeles Lakers,100.0,91.0,9.0,Home,,True,2012
0021100016,2011-12-26,POR,PHI,Portland Trail Blazers,Philadelphia 76ers,107.0,103.0,4.0,Home,,True,2012
0021100017,2011-12-26,GSW,CHI,Golden State Warriors,Chicago Bulls,99.0,91.0,8.0,Home,,True,2012
0021100018,2011-12-27,NJN,ATL,New Jersey Nets,Atlanta Hawks,70.0,106.0,-36.0,Home,,True,2012
0021100019,2011-12-27,MIA,BOS,Miami Heat,Boston Celtics,115.0,107.0,8.0,Home,,True,2012
0021100020,2011-12-27,MIL,MIN,Milwaukee Bucks,Minnesota Timberwolves,98.0,95.0,3.0,Home,,True,2012
0021100021,2011-12-27,POR,SAC,Portland Trail Blazers,Sacramento Kings,101.0,79.0,22.0,Home,,True,2012
0021100022,2011-12-27,LAL,UTA,Los Angeles Lakers,Utah Jazz,96.0,71.0,25.0,Home,,True,2012
0021100023,2011-12-28,TOR,IND,Toronto Raptors,Indiana Pacers,85.0,90.0,-5.0,Home,,True,2012
0021100024,2011-12-28,CHA,MIA,Charlotte Bobcats,Miami Heat,95.0,96.0,-1.0,Home,,True,2012
0021100025,2011-12-28,ATL,WAS,Atlanta Hawks,Washington Wizards,101.0,83.0,18.0,Home,,True,2012
0021100026,2011-12-28,DET,CLE,Detroit Pistons,Cleveland Cavaliers,89.0,105.0,-16.0,Home,,True,2012
0021100027,2011-12-28,MEM,OKC,Memphis Grizzlies,Oklahoma City Thunder,95.0,98.0,-3.0,Home,,True,2012
0021100028,2011-12-28,NOH,BOS,New Orleans Hornets,Boston Celtics,97.0,78.0,19.0,Home,,True,2012
0021100029,2011-12-28,SAS,LAC,San Antonio Spurs,Los Angeles Clippers,115.0,90.0,25.0,Home,,True,2012
0021100030,2011-12-28,DEN,UTA,Denver Nuggets,Utah Jazz,117.0,100.0,17.0,Home,,True,2012
0021100031,2011-12-28,PHX,PHI,Phoenix Suns,Philadelphia 76ers,83.0,103.0,-20.0,Home,,True,2012
0021100032,2011-12-28,GSW,NYK,Golden State Warriors,New York Knicks,92.0,78.0,14.0,Home,,True,2012
0021100033,2011-12-29,ORL,NJN,Orlando Magic,New Jersey Nets,94.0,78.0,16.0,Home,,True,2012
0021100034,2011-12-29,HOU,SAS,Houston Rockets,San Antonio Spurs,105.0,85.0,20.0,Home,,True,2012
0021100035,2011-12-29,OKC,DAL,Oklahoma City Thunder,Dallas Mavericks,104.0,102.0,2.0,Home,,True,2012
0021100036,2011-12-29,SAC,CHI,Sacramento Kings,Chicago Bulls,98.0,108.0,-10.0,Home,,True,2012
0021100037,2011-12-29,POR,DEN,Portland Trail Blazers,Denver Nuggets,111.0,102.0,9.0,Home,,True,2012
0021100038,2011-12-29,LAL,NYK,Los Angeles Lakers,New York Knicks,99.0,82.0,17.0,Home,,True,2012
