team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,63.701,18.299,64.0,3.075646110982211,60.0,68.0,1.0,0.996,0.913,0.407,0.027,0.409,0.535,0.728,0.885,1.0
CLE,47.546,34.454,48.0,3.532404846559918,43.0,52.0,0.298,0.019,0.0,0.0,0.0,0.077,0.207,0.355,0.589,0.933
DET,54.243,27.757,54.0,3.777558867840447,49.0,59.0,0.896,0.474,0.089,0.001,0.0,0.07,0.182,0.315,0.622,0.997
DEN,52.424,29.576,53.0,3.7675222627079457,47.0,57.0,0.782,0.293,0.027,0.0,0.0,0.066,0.109,0.282,0.588,0.982
NYK,50.634,32.366,51.0,3.557533415162815,46.0,55.0,0.644,0.141,0.002,0.0,0.0,0.056,0.168,0.344,0.622,0.982
HOU,50.29,31.71,50.0,3.8452438154166506,45.0,55.0,0.6,0.133,0.003,0.0,0.0,0.052,0.093,0.261,0.559,0.96
MIN,51.268,30.732,51.0,3.6441975797149087,47.0,56.0,0.694,0.191,0.011,0.0,0.0,0.052,0.093,0.219,0.559,0.979
BOS,49.846,32.154,50.0,3.676721909527562,45.0,54.0,0.543,0.096,0.002,0.0,0.0,0.046,0.142,0.273,0.529,0.975
SAS,51.902,31.098,52.0,3.6477933055478897,47.0,57.0,0.729,0.243,0.013,0.0,0.0,0.044,0.076,0.207,0.506,0.983
ORL,46.133,35.867,46.0,3.6885377861694737,41.0,51.0,0.195,0.005,0.0,0.0,0.0,0.028,0.109,0.218,0.403,0.867
GSW,45.716,36.284,46.0,3.674145342797424,41.0,50.0,0.149,0.005,0.0,0.0,0.0,0.025,0.044,0.118,0.314,0.816
PHI,45.567,36.433,46.0,3.902244354214636,40.0,50.0,0.159,0.006,0.0,0.0,0.0,0.022,0.061,0.155,0.347,0.84
TOR,45.95,36.05,46.0,3.7222976775104915,41.0,51.0,0.168,0.008,0.0,0.0,0.0,0.013,0.047,0.119,0.321,0.85
PHX,44.179,37.821,44.0,3.998619636824688,39.0,49.0,0.09,0.003,0.0,0.0,0.0,0.012,0.016,0.056,0.179,0.638
ATL,41.735,40.265,42.0,3.537057392805494,37.0,46.0,0.01,0.0,0.0,0.0,0.0,0.007,0.04,0.097,0.229,0.546
MIA,43.676,38.324,44.0,3.827404342370949,39.0,48.10000000000002,0.055,0.001,0.0,0.0,0.0,0.007,0.035,0.101,0.26,0.709
LAC,40.597,41.403,41.0,3.8098019633571507,36.0,46.0,0.006,0.0,0.0,0.0,0.0,0.006,0.012,0.037,0.102,0.423
LAL,45.36,36.64,45.0,3.8869525337981683,40.0,50.0,0.135,0.003,0.0,0.0,0.0,0.003,0.013,0.059,0.223,0.75
POR,39.823,42.177,40.0,3.8641520415221757,35.0,45.0,0.005,0.0,0.0,0.0,0.0,0.003,0.006,0.018,0.043,0.275
MIL,36.008,45.992,36.0,3.985465593879842,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.013,0.041,0.121
MEM,37.58,44.42,38.0,4.109695852493223,32.0,43.0,0.001,0.0,0.0,0.0,0.0,0.0,0.003,0.015,0.038,0.169
CHI,36.456,45.544,36.0,4.081674166319502,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.021,0.12
CHO,33.51,48.49,33.0,3.9864645991153616,28.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.016,0.057
DAL,32.572,49.428,33.0,4.011086635813292,27.900000000000006,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.025
BRK,25.248,56.752,25.0,4.025480840843738,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
UTA,26.42,55.58,26.0,3.4651984070179878,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,25.014,56.986,25.0,3.509103019291397,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,22.818,59.182,23.0,3.866894878322916,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.638,59.362,22.0,3.6346878820608515,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,22.146,59.854,22.0,3.1088074884109504,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
