team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,67.483,14.517,0.366,0.575,0.714,0.871,1.0
BOS,60.608,21.392,0.303,0.506,0.673,0.85,1.0
CLE,63.989,18.011,0.069,0.157,0.45,0.763,1.0
MIN,46.519,35.481,0.058,0.123,0.266,0.479,0.919
IND,47.912,34.088,0.037,0.122,0.283,0.61,1.0
DEN,50.826,31.174,0.031,0.082,0.279,0.588,0.998
NYK,50.18,31.82,0.027,0.091,0.185,0.621,1.0
HOU,51.538,30.462,0.021,0.062,0.194,0.472,0.999
GSW,46.095,35.905,0.02,0.05,0.14,0.333,0.832
MIL,45.702,36.298,0.016,0.057,0.181,0.457,0.999
MEM,48.956,33.044,0.012,0.04,0.146,0.472,0.985
LAL,48.605,33.395,0.007,0.03,0.137,0.443,0.974
LAC,46.267,35.733,0.007,0.024,0.091,0.278,0.826
ORL,39.471,42.529,0.007,0.02,0.053,0.139,0.681
DET,45.086,36.914,0.006,0.019,0.085,0.306,0.998
MIA,35.917,46.083,0.004,0.012,0.029,0.072,0.275
DAL,39.69,42.31,0.004,0.007,0.012,0.02,0.161
CHI,37.265,44.735,0.002,0.01,0.025,0.07,0.351
PHO,39.016,42.984,0.002,0.004,0.013,0.024,0.116
ATL,39.897,42.103,0.001,0.006,0.036,0.112,0.696
SAC,40.185,41.815,0.0,0.003,0.008,0.02,0.18
SAS,35.475,46.525,0.0,0.0,0.0,0.0,0.006
POR,36.009,45.991,0.0,0.0,0.0,0.0,0.004
TOR,30.474,51.526,0.0,0.0,0.0,0.0,0.0
PHI,27.543,54.457,0.0,0.0,0.0,0.0,0.0
BRK,26.34,55.66,0.0,0.0,0.0,0.0,0.0
NOP,24.033,57.967,0.0,0.0,0.0,0.0,0.0
CHO,20.963,61.037,0.0,0.0,0.0,0.0,0.0
WAS,19.292,62.708,0.0,0.0,0.0,0.0,0.0
UTA,18.664,63.336,0.0,0.0,0.0,0.0,0.0
