team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,65.262,16.738,0.272,0.432,0.597,0.796,1.0
BOS,58.314,23.686,0.244,0.414,0.585,0.833,1.0
CLE,64.575,17.425,0.086,0.181,0.41,0.72,1.0
MIN,46.667,35.333,0.068,0.13,0.256,0.502,0.91
NYK,50.878,31.122,0.062,0.123,0.246,0.611,1.0
IND,47.685,34.315,0.043,0.107,0.277,0.574,0.999
DEN,51.451,30.549,0.038,0.117,0.295,0.586,0.996
MEM,49.429,32.571,0.035,0.078,0.193,0.465,0.977
MIL,47.046,34.954,0.031,0.089,0.21,0.524,0.995
LAL,50.908,31.092,0.031,0.085,0.217,0.531,0.996
SAC,43.561,38.439,0.018,0.043,0.103,0.196,0.553
GSW,45.303,36.697,0.017,0.04,0.124,0.299,0.755
HOU,48.212,33.788,0.011,0.034,0.1,0.381,0.959
ATL,38.795,43.205,0.01,0.016,0.064,0.141,0.6
MIA,39.692,42.308,0.009,0.028,0.069,0.156,0.75
LAC,43.032,38.968,0.006,0.019,0.047,0.123,0.463
DAL,41.59,40.41,0.006,0.017,0.058,0.102,0.33
ORL,37.023,44.977,0.005,0.023,0.044,0.101,0.436
DET,44.038,37.962,0.003,0.013,0.065,0.264,0.972
CHI,33.126,48.874,0.002,0.005,0.021,0.055,0.158
POR,36.266,45.734,0.001,0.002,0.005,0.005,0.009
PHI,30.942,51.058,0.001,0.001,0.008,0.017,0.065
SAS,35.389,46.611,0.001,0.001,0.001,0.005,0.016
PHO,37.507,44.493,0.0,0.002,0.004,0.009,0.036
TOR,29.944,52.056,0.0,0.0,0.001,0.004,0.024
BRK,27.479,54.521,0.0,0.0,0.0,0.0,0.001
NOP,25.609,56.391,0.0,0.0,0.0,0.0,0.0
UTA,21.076,60.924,0.0,0.0,0.0,0.0,0.0
CHO,20.357,61.643,0.0,0.0,0.0,0.0,0.0
WAS,18.844,63.156,0.0,0.0,0.0,0.0,0.0
