simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,63,46,45,25,39,32,36,41,40,43,56,39,26,51,25,41,40,27,20,48,24,43,47,50,49,26,46,54,54,55
1,63,45,46,29,39,35,38,29,41,40,53,47,37,47,19,47,38,22,25,54,23,46,46,56,49,22,47,48,45,55
2,68,47,47,28,37,33,34,36,43,44,50,38,34,52,26,43,43,28,21,50,19,43,45,48,48,23,43,55,53,52
3,64,46,45,25,39,38,35,30,42,46,50,38,33,49,25,47,37,27,23,52,22,47,47,54,47,18,41,52,53,59
4,64,46,46,32,31,33,39,36,44,48,49,38,35,49,30,40,41,21,25,55,23,46,43,57,47,19,42,46,49,57
5,61,47,46,25,37,31,29,35,42,44,55,38,29,56,22,47,46,22,22,52,27,46,50,49,47,20,42,53,53,58
6,66,42,43,30,33,32,37,41,44,40,54,35,32,53,27,44,42,26,22,51,23,49,48,45,45,21,42,55,55,54
7,64,50,49,23,38,36,33,42,44,48,48,34,25,51,18,45,44,28,19,51,25,50,42,46,45,24,41,53,54,61
8,63,50,42,24,27,37,44,36,39,45,55,44,34,54,23,39,43,27,20,56,25,39,44,50,50,25,43,50,48,55
9,61,53,48,30,37,34,40,38,39,42,53,37,35,55,21,44,44,18,17,53,23,41,47,48,48,21,44,49,51,60
10,56,46,50,27,32,36,41,45,41,44,49,37,33,57,27,46,37,25,18,51,22,45,41,55,45,23,44,52,48,58
11,61,47,47,30,36,31,32,40,41,43,57,42,31,50,21,42,41,21,24,54,20,43,52,49,51,23,47,48,50,57
12,64,47,40,26,35,28,38,43,43,44,52,41,34,53,17,42,45,25,21,49,24,47,50,49,45,20,42,56,52,59
13,57,40,47,24,34,43,35,40,38,48,53,33,31,51,23,45,40,23,26,54,21,44,45,49,49,26,46,52,52,62
14,65,44,43,27,36,41,36,37,48,43,51,43,39,45,24,52,38,22,17,49,22,49,47,47,45,24,42,58,48,49
15,66,52,51,23,30,33,34,40,38,49,51,33,31,55,24,47,41,25,20,50,21,49,49,48,52,21,46,45,50,57
16,64,48,46,27,29,36,36,40,42,40,55,39,31,54,24,46,37,24,22,51,22,43,43,52,52,20,46,57,46,59
17,62,43,45,26,31,41,37,38,42,45,55,36,30,54,26,44,45,19,25,47,23,42,51,48,50,21,44,52,48,61
18,64,52,52,26,35,38,36,42,44,41,50,34,30,53,20,46,40,23,25,41,21,52,45,49,45,19,44,51,52,61
19,65,52,47,27,35,33,38,38,38,44,51,40,32,49,24,48,33,25,20,52,23,47,44,47,52,23,41,56,53,54
20,68,42,50,25,33,40,38,32,45,47,51,37,36,50,26,44,41,22,23,49,22,45,44,48,52,23,46,50,46,56
21,66,44,42,26,36,35,33,40,40,38,57,42,34,52,25,47,37,26,22,51,22,44,42,50,48,19,45,52,56,60
22,63,45,42,26,36,32,35,42,43,43,54,40,27,54,21,46,38,26,24,53,18,49,45,50,51,24,44,52,52,56
23,64,47,48,28,30,34,36,38,43,40,48,45,31,48,27,43,44,24,22,50,22,49,46,51,52,21,40,53,51,56
24,57,50,49,21,36,33,35,42,44,39,53,37,33,52,17,37,41,20,20,52,27,47,49,52,51,26,49,54,52,56
25,63,52,44,21,40,38,37,41,45,39,53,38,33,52,23,48,40,21,22,49,25,42,50,45,55,21,39,52,47,56
26,60,50,47,29,38,38,36,42,37,44,49,33,32,54,28,47,35,22,23,46,20,49,47,48,49,19,47,52,51,59
27,64,41,45,29,30,34,36,34,42,49,49,36,32,50,21,47,39,22,25,50,23,47,46,51,52,19,45,61,52,60
28,63,48,47,22,37,35,38,46,40,43,53,33,32,55,20,43,39,23,23,47,24,47,47,49,49,22,47,52,51,56
29,65,42,42,22,38,37,40,37,47,43,54,31,31,59,30,45,38,20,20,55,24,42,49,47,50,23,43,50,47,60
30,64,41,48,32,34,39,36,41,40,43,45,37,35,56,25,43,40,21,27,45,20,41,43,47,57,26,46,56,48,55
31,60,49,45,21,35,35,37,46,38,47,55,35,28,54,24,45,39,21,21,53,22,51,49,51,48,20,44,54,54,50
32,62,47,42,26,39,39,35,37,40,43,50,38,39,52,19,47,36,22,23,50,25,43,51,52,50,21,44,54,46,59
33,60,49,37,25,38,34,44,36,40,46,50,39,31,53,25,45,42,25,26,51,18,39,47,55,45,21,51,50,52,57
34,61,53,45,24,35,40,33,38,45,43,51,39,33,54,23,44,44,19,23,47,21,51,45,51,50,19,44,52,47,57
35,61,41,42,22,36,27,37,36,45,46,51,38,33,54,23,48,37,25,23,50,24,46,50,53,48,18,48,62,50,57
36,65,50,45,30,29,37,38,39,37,46,50,40,32,48,19,43,41,19,22,49,22,47,45,49,57,20,45,58,51,58
37,64,40,43,26,31,35,35,41,38,47,54,39,31,52,26,43,41,20,18,55,20,46,46,52,49,26,43,55,56,59
38,59,47,50,28,35,34,34,29,41,47,49,43,37,53,26,43,40,19,21,49,24,51,45,54,53,19,47,53,53,48
39,59,48,43,31,36,35,36,34,40,42,54,36,35,50,20,46,44,27,22,51,25,50,44,46,49,23,47,54,50,54
40,66,46,42,27,34,32,38,43,43,49,53,40,31,50,21,49,47,24,18,53,19,43,41,46,48,22,41,56,50,59
41,66,40,47,25,30,38,41,42,35,47,53,33,35,51,29,43,47,25,21,52,22,45,47,47,45,21,45,48,53,58
42,61,48,50,22,31,41,34,38,42,50,54,37,27,51,19,43,40,20,24,53,22,48,48,49,55,22,38,58,52,54
43,63,47,49,27,26,37,33,34,46,45,48,36,26,51,26,45,45,26,20,53,23,49,47,48,55,21,43,53,51,58
44,55,50,44,22,29,38,38,36,45,43,53,35,37,54,24,41,39,23,26,49,20,46,51,47,52,21,49,52,51,61
45,61,46,43,26,34,30,41,38,47,44,53,39,34,55,23,47,41,31,18,43,23,44,49,50,49,22,41,58,49,52
46,62,45,48,25,32,44,35,37,41,40,52,40,39,52,23,48,41,24,17,49,24,49,43,50,51,25,43,51,47,54
47,66,48,45,31,41,31,32,41,45,40,51,43,30,52,24,41,36,20,28,50,22,46,46,48,54,23,40,59,44,54
48,62,47,47,21,41,35,39,35,44,36,53,33,35,49,29,36,42,23,26,49,21,47,45,52,51,29,43,51,50,60
49,64,44,45,23,34,39,31,37,48,47,48,37,37,53,25,43,39,27,28,51,19,43,52,48,48,21,43,49,53,55
50,57,48,47,28,30,36,42,32,41,46,52,38,27,49,34,51,43,21,19,55,17,42,49,54,45,24,42,52,55,55
51,65,51,37,27,33,31,32,37,42,51,54,41,35,56,24,43,39,24,22,54,22,46,47,49,49,23,42,49,51,55
52,57,48,47,25,28,34,43,39,35,43,53,39,33,50,27,49,40,21,24,57,20,52,47,51,52,17,46,47,46,61
53,64,47,54,28,34,32,34,33,44,43,53,33,33,58,25,44,44,24,20,52,20,49,43,46,46,20,44,57,52,55
54,63,48,43,29,34,39,39,43,39,47,53,33,30,53,29,47,42,26,19,53,19,45,47,51,45,20,41,50,50,54
55,65,44,49,29,28,38,32,36,46,47,44,40,35,52,26,44,39,30,18,46,22,45,50,50,55,18,45,59,47,52
56,61,46,45,26,34,34,33,42,38,43,55,41,36,53,19,44,40,21,25,52,21,48,46,51,51,17,47,49,55,58
