team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.292,19.708,63.0,2.8838751706687997,59.0,66.0,1.0,0.992,0.838,0.216,0.005,0.432,0.569,0.724,0.887,1.0
NYK,50.028,32.972,50.0,3.3736057860989033,46.0,54.0,0.581,0.085,0.003,0.0,0.0,0.08,0.209,0.357,0.619,0.983
DET,55.392,26.608,55.5,3.3761421771009585,51.0,60.0,0.956,0.614,0.11,0.0,0.0,0.074,0.202,0.368,0.656,0.999
HOU,51.356,30.644,51.0,3.485292527177597,47.0,56.0,0.694,0.186,0.011,0.0,0.0,0.072,0.115,0.3,0.603,0.983
CLE,48.356,33.644,48.0,3.116290102028372,44.0,52.0,0.363,0.023,0.0,0.0,0.0,0.071,0.182,0.335,0.577,0.966
SAS,51.553,31.447,52.0,3.3818916304340685,47.0,56.0,0.737,0.189,0.009,0.0,0.0,0.047,0.083,0.236,0.558,0.987
DEN,51.23,30.77,51.0,3.269113029554041,47.0,56.0,0.716,0.167,0.002,0.0,0.0,0.039,0.074,0.238,0.559,0.985
BOS,49.552,32.448,50.0,3.3810199644485976,45.0,54.0,0.508,0.071,0.001,0.0,0.0,0.033,0.135,0.282,0.549,0.978
GSW,45.983,36.017,46.0,3.3067674547811796,42.0,50.0,0.144,0.004,0.0,0.0,0.0,0.027,0.041,0.13,0.328,0.804
MIN,47.235,34.765,47.0,3.3984959908759644,43.0,52.0,0.26,0.013,0.0,0.0,0.0,0.024,0.053,0.151,0.393,0.865
ORL,43.545,38.455,43.0,3.5569614841884354,39.0,48.0,0.043,0.0,0.0,0.0,0.0,0.021,0.058,0.135,0.321,0.697
MIA,44.892,37.108,45.0,3.4508456934496503,40.0,49.0,0.084,0.001,0.0,0.0,0.0,0.017,0.059,0.141,0.315,0.774
TOR,47.391,34.609,47.0,3.32326932402416,43.0,52.0,0.262,0.006,0.0,0.0,0.0,0.015,0.053,0.147,0.377,0.927
PHI,44.242,37.758,44.0,3.4631540537492698,40.0,49.0,0.064,0.0,0.0,0.0,0.0,0.012,0.05,0.12,0.281,0.76
ATL,41.437,40.563,42.0,3.3211490481458372,37.0,46.0,0.003,0.0,0.0,0.0,0.0,0.012,0.042,0.085,0.191,0.498
LAL,46.397,35.603,46.0,3.7179821139967846,42.0,51.0,0.195,0.011,0.0,0.0,0.0,0.008,0.021,0.069,0.244,0.794
LAC,41.696,40.304,42.0,3.4533438867277617,37.0,46.0,0.009,0.0,0.0,0.0,0.0,0.008,0.018,0.048,0.118,0.432
PHX,45.249,36.751,45.0,3.568332803985637,41.0,50.0,0.108,0.005,0.0,0.0,0.0,0.006,0.02,0.069,0.221,0.708
CHO,35.421,46.579,35.0,3.640845918189892,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.006,0.018,0.068
MEM,36.656,45.344,37.0,3.8104676878304584,32.0,41.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.008,0.017,0.094
MIL,35.987,46.013,36.0,3.898567813954248,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.037,0.102
POR,40.978,41.022,41.0,3.599932777150151,36.0,46.0,0.004,0.0,0.0,0.0,0.0,0.0,0.003,0.025,0.067,0.322
CHI,38.896,43.104,39.0,3.6569364227451375,34.0,44.0,0.003,0.0,0.0,0.0,0.0,0.0,0.002,0.014,0.059,0.248
DAL,34.577,47.423,35.0,3.521373453639929,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.026
UTA,25.618,56.382,25.0,3.1978236349117193,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,23.944,58.056,24.0,3.341685802106476,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,23.761,58.239,24.0,3.1830612623699217,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,23.044,58.956,23.0,3.2006349370085925,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,22.984,59.016,23.0,3.6540038314156154,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.308,60.692,21.0,3.070364147784429,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
