team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.535,19.465,63.0,2.822901875730009,59.0,66.0,1.0,0.996,0.854,0.243,0.004,0.432,0.571,0.725,0.884,1.0
CLE,50.272,31.728,50.0,2.9536445283750714,46.0,54.0,0.614,0.061,0.0,0.0,0.0,0.111,0.293,0.459,0.675,0.997
NYK,51.098,31.902,51.0,3.2524446190519525,47.0,55.0,0.689,0.154,0.005,0.0,0.0,0.074,0.197,0.351,0.623,0.994
DET,55.836,26.164,56.0,3.403395951105307,51.0,60.0,0.968,0.653,0.138,0.005,0.0,0.069,0.185,0.362,0.659,1.0
HOU,50.594,31.406,51.0,3.3222227499070556,46.0,55.0,0.622,0.112,0.002,0.0,0.0,0.052,0.094,0.261,0.571,0.978
SAS,52.131,30.869,52.0,3.250821280845811,48.0,56.0,0.786,0.234,0.015,0.0,0.0,0.05,0.083,0.244,0.56,0.99
MIN,48.456,33.544,48.0,3.0974286109610336,44.900000000000006,52.0,0.357,0.027,0.0,0.0,0.0,0.039,0.078,0.186,0.472,0.932
BOS,49.231,32.769,49.0,3.169485604952324,45.0,53.0,0.48,0.043,0.001,0.0,0.0,0.037,0.113,0.236,0.501,0.975
DEN,50.569,31.431,51.0,3.194250929404263,47.0,55.0,0.628,0.102,0.004,0.0,0.0,0.03,0.07,0.227,0.533,0.976
GSW,45.65,36.35,46.0,3.186769524141964,41.0,50.0,0.109,0.001,0.0,0.0,0.0,0.02,0.042,0.128,0.294,0.798
ORL,43.812,38.188,44.0,3.433752466326016,39.0,48.0,0.042,0.0,0.0,0.0,0.0,0.014,0.043,0.135,0.302,0.725
TOR,46.908,35.092,47.0,3.3240842347930957,43.0,51.0,0.218,0.011,0.0,0.0,0.0,0.013,0.041,0.13,0.355,0.894
MIA,44.28,37.72,44.0,3.3204818927378597,40.0,48.0,0.049,0.0,0.0,0.0,0.0,0.011,0.037,0.103,0.276,0.739
ATL,42.495,39.505,43.0,3.156259653450584,39.0,46.0,0.016,0.0,0.0,0.0,0.0,0.01,0.047,0.096,0.234,0.588
PHI,44.168,37.832,44.0,3.432167828064356,40.0,48.0,0.057,0.002,0.0,0.0,0.0,0.01,0.034,0.099,0.289,0.744
LAL,46.307,35.693,46.0,3.386259145428772,42.0,51.0,0.169,0.01,0.0,0.0,0.0,0.01,0.024,0.085,0.269,0.809
LAC,42.128,39.872,42.0,3.351658693841006,38.0,47.0,0.011,0.0,0.0,0.0,0.0,0.008,0.022,0.055,0.14,0.466
PHX,45.269,36.731,45.0,3.462172583797636,41.0,50.0,0.113,0.0,0.0,0.0,0.0,0.004,0.009,0.062,0.208,0.71
POR,39.897,42.103,40.0,3.4062282659857073,35.0,44.0,0.001,0.0,0.0,0.0,0.0,0.004,0.006,0.021,0.056,0.242
CHI,37.634,44.366,38.0,3.4736211652971027,33.0,42.0,0.002,0.0,0.0,0.0,0.0,0.001,0.004,0.01,0.03,0.16
MIL,34.743,47.257,35.0,3.89062347188725,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.009,0.023,0.07
CHO,36.433,45.567,36.0,3.5949285111111737,32.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.01,0.033,0.114
MEM,35.922,46.078,36.0,3.797619780862744,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.011,0.081
DAL,33.931,48.069,34.0,3.5830488414198323,29.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.018
UTA,25.343,56.657,25.0,2.9555627213781133,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,23.93,58.07,24.0,3.418932581961803,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,23.913,58.087,24.0,3.242750530028482,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,23.259,58.741,23.0,3.250218300360762,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,22.582,59.418,22.0,3.1955087231926003,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.674,60.326,22.0,2.7549453715092063,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
