team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,63.005,18.995,63.0,3.26848206358854,59.0,67.0,1.0,0.993,0.862,0.335,0.018,0.433,0.572,0.729,0.891,1.0
CLE,47.958,34.042,48.0,3.5699070015898173,43.0,52.0,0.345,0.025,0.0,0.0,0.0,0.077,0.203,0.34,0.602,0.938
DET,54.091,27.909,54.0,3.747094741262889,49.0,59.0,0.894,0.45,0.088,0.001,0.0,0.075,0.198,0.365,0.632,1.0
HOU,50.295,31.705,50.0,3.8076206481213437,45.0,55.0,0.591,0.135,0.006,0.0,0.0,0.061,0.108,0.26,0.576,0.966
NYK,52.057,30.943,52.0,3.6948276008495986,47.0,57.0,0.745,0.265,0.017,0.0,0.0,0.053,0.176,0.347,0.625,0.99
SAS,52.25,30.75,52.0,3.6446536186584315,48.0,57.0,0.793,0.269,0.025,0.0,0.0,0.045,0.089,0.255,0.571,0.981
DEN,51.34,30.66,51.0,3.6445027095613467,47.0,56.0,0.688,0.184,0.011,0.0,0.0,0.043,0.082,0.243,0.552,0.98
MIN,50.232,31.768,50.0,3.6102875231759586,46.0,55.0,0.575,0.129,0.003,0.0,0.0,0.036,0.067,0.203,0.525,0.965
BOS,49.693,32.307,50.0,3.7763409538864465,45.0,54.0,0.52,0.097,0.001,0.0,0.0,0.035,0.119,0.222,0.496,0.96
PHI,45.533,36.467,46.0,4.048815999770797,40.0,51.0,0.159,0.011,0.0,0.0,0.0,0.03,0.07,0.139,0.309,0.774
ORL,45.672,36.328,46.0,3.7971589379429456,41.0,51.0,0.162,0.011,0.0,0.0,0.0,0.029,0.086,0.212,0.392,0.827
ATL,43.67,38.33,44.0,3.701229525441512,39.0,48.0,0.051,0.001,0.0,0.0,0.0,0.019,0.057,0.133,0.29,0.697
TOR,45.815,36.185,46.0,3.8417151117697417,41.0,51.0,0.174,0.007,0.0,0.0,0.0,0.014,0.043,0.106,0.312,0.795
MIA,43.995,38.005,44.0,3.959921085072277,39.0,49.0,0.08,0.002,0.0,0.0,0.0,0.012,0.041,0.108,0.258,0.686
GSW,44.657,37.343,45.0,3.7666100143232244,40.0,49.0,0.086,0.005,0.0,0.0,0.0,0.011,0.018,0.088,0.242,0.74
LAL,46.352,35.648,46.0,4.107078767201817,41.0,52.0,0.219,0.025,0.0,0.0,0.0,0.007,0.023,0.076,0.267,0.807
PHX,44.985,37.015,45.0,4.044103732596383,40.0,50.0,0.124,0.008,0.0,0.0,0.0,0.006,0.018,0.058,0.179,0.698
LAC,39.93,42.07,40.0,4.176254302601794,35.0,45.0,0.008,0.0,0.0,0.0,0.0,0.005,0.011,0.04,0.091,0.349
POR,39.924,42.076,40.0,4.010763518334134,35.0,45.0,0.006,0.0,0.0,0.0,0.0,0.005,0.01,0.034,0.071,0.307
MEM,37.46,44.54,38.0,4.230650068251923,32.0,43.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.014,0.034,0.18
MIL,37.253,44.747,37.0,4.0832574006545315,32.0,43.0,0.002,0.0,0.0,0.0,0.0,0.001,0.005,0.019,0.049,0.179
CHI,36.21,45.79,36.0,4.235551912088908,31.0,42.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.006,0.022,0.119
CHO,33.106,48.894,33.0,4.200567104570525,28.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.012,0.033
DAL,32.079,49.921,32.0,4.162782603019283,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.025
BRK,26.233,55.767,26.0,4.112992949179466,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002
UTA,26.576,55.424,26.0,3.6715424551542366,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
SAC,23.413,58.587,23.0,3.63764085637931,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.765,59.235,23.0,3.7341364463554356,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,22.516,59.484,22.0,4.147257407010083,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.935,60.065,22.0,3.183202004271799,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
