team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,64.919,17.081,0.307,0.487,0.637,0.827,1.0
BOS,58.963,23.037,0.272,0.437,0.621,0.852,1.0
CLE,65.338,16.662,0.07,0.172,0.43,0.729,1.0
MIN,47.203,34.797,0.064,0.133,0.3,0.562,0.94
NYK,51.626,30.374,0.053,0.136,0.248,0.663,1.0
DEN,52.403,29.597,0.048,0.122,0.302,0.586,0.999
IND,46.892,35.108,0.043,0.112,0.262,0.575,0.996
MEM,50.192,31.808,0.023,0.059,0.176,0.459,0.988
LAL,49.592,32.408,0.02,0.052,0.168,0.483,0.98
HOU,48.963,33.037,0.02,0.036,0.115,0.399,0.974
MIL,45.44,36.56,0.017,0.06,0.176,0.453,0.993
SAC,42.413,39.587,0.014,0.026,0.062,0.125,0.465
GSW,45.859,36.141,0.011,0.049,0.135,0.33,0.82
ORL,37.419,44.581,0.01,0.03,0.063,0.128,0.493
DAL,41.437,40.563,0.009,0.021,0.043,0.098,0.313
LAC,43.007,38.993,0.006,0.012,0.054,0.118,0.455
MIA,38.297,43.703,0.004,0.016,0.051,0.127,0.614
ATL,39.61,42.39,0.004,0.013,0.036,0.117,0.653
DET,44.615,37.385,0.003,0.018,0.09,0.293,0.985
PHO,38.022,43.978,0.002,0.003,0.008,0.012,0.058
CHI,34.55,47.45,0.0,0.005,0.019,0.053,0.225
PHI,30.853,51.147,0.0,0.001,0.003,0.009,0.031
BRK,27.456,54.544,0.0,0.0,0.001,0.001,0.001
SAS,34.17,47.83,0.0,0.0,0.0,0.001,0.004
TOR,29.659,52.341,0.0,0.0,0.0,0.0,0.009
POR,35.276,46.724,0.0,0.0,0.0,0.0,0.004
NOP,25.208,56.792,0.0,0.0,0.0,0.0,0.0
CHO,21.553,60.447,0.0,0.0,0.0,0.0,0.0
UTA,20.526,61.474,0.0,0.0,0.0,0.0,0.0
WAS,18.539,63.461,0.0,0.0,0.0,0.0,0.0
