team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.057,25.943,0.224,0.366,0.533,0.794,1.0
OKC,61.837,20.163,0.213,0.35,0.514,0.734,1.0
NYK,51.482,30.518,0.075,0.138,0.281,0.618,0.997
MIN,47.44,34.56,0.073,0.139,0.261,0.504,0.903
IND,48.245,33.755,0.055,0.114,0.261,0.548,0.991
CLE,59.591,22.409,0.054,0.132,0.344,0.65,1.0
MEM,50.579,31.421,0.049,0.104,0.246,0.491,0.973
DEN,48.466,33.534,0.047,0.102,0.226,0.471,0.939
MIL,45.634,36.366,0.037,0.091,0.2,0.461,0.956
DAL,45.085,36.915,0.036,0.075,0.166,0.345,0.708
HOU,51.559,30.441,0.034,0.086,0.211,0.508,0.997
PHI,37.847,44.153,0.02,0.045,0.096,0.188,0.484
MIA,41.244,40.756,0.016,0.042,0.09,0.239,0.765
LAC,44.642,37.358,0.012,0.031,0.089,0.242,0.622
GSW,41.439,40.561,0.011,0.023,0.046,0.118,0.334
LAL,45.238,36.762,0.01,0.033,0.102,0.271,0.728
PHO,41.43,40.57,0.01,0.031,0.067,0.147,0.346
ORL,40.688,41.312,0.008,0.039,0.104,0.229,0.688
SAC,41.741,40.259,0.007,0.022,0.065,0.15,0.392
ATL,37.586,44.414,0.007,0.018,0.04,0.103,0.408
CHI,33.974,48.026,0.002,0.003,0.011,0.03,0.136
DET,39.104,42.896,0.0,0.011,0.036,0.131,0.532
SAS,36.988,45.012,0.0,0.004,0.007,0.019,0.058
TOR,30.515,51.485,0.0,0.001,0.004,0.007,0.039
CHO,25.937,56.063,0.0,0.0,0.0,0.002,0.003
BRK,26.858,55.142,0.0,0.0,0.0,0.0,0.001
POR,32.148,49.852,0.0,0.0,0.0,0.0,0.0
NOP,26.58,55.42,0.0,0.0,0.0,0.0,0.0
UTA,22.718,59.282,0.0,0.0,0.0,0.0,0.0
WAS,17.348,64.652,0.0,0.0,0.0,0.0,0.0
