simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,62,47,49,33,32,38,41,35,45,43,46,37,32,51,27,40,40,28,24,49,21,46,40,55,49,16,45,54,49,57
1,56,47,54,29,31,44,36,44,41,42,48,31,27,57,22,42,42,26,23,51,20,46,42,45,49,26,43,60,49,58
2,62,46,49,24,33,36,36,35,39,49,53,38,35,53,21,44,46,22,25,49,26,43,44,46,51,19,48,51,52,56
3,60,47,48,24,40,28,42,38,39,48,47,36,36,54,21,49,40,22,23,51,26,41,46,52,49,24,44,43,52,61
4,64,46,50,33,37,34,38,36,43,40,48,41,38,52,20,41,42,23,19,44,25,53,40,50,51,19,49,50,53,52
5,63,51,46,27,32,30,40,42,39,49,48,38,30,56,30,40,44,19,24,53,23,45,39,45,52,20,44,54,50,58
6,57,45,48,27,27,28,41,43,39,41,47,35,31,52,28,47,47,29,20,51,24,48,42,59,54,22,41,52,50,56
7,61,44,44,24,36,43,39,38,43,44,50,36,29,59,19,47,40,26,25,51,24,44,41,48,51,20,45,56,50,54
8,64,50,52,25,34,29,34,42,43,43,53,36,39,53,24,42,39,24,22,53,19,50,40,51,48,19,45,47,56,55
9,58,49,43,24,35,41,37,41,40,43,48,47,32,54,29,45,41,21,21,51,23,50,46,54,44,25,39,49,45,56
10,59,46,45,26,34,33,44,35,39,49,49,37,30,55,25,43,37,31,25,46,22,49,47,52,49,22,41,55,50,56
11,59,47,46,24,36,38,41,36,34,43,51,34,28,52,20,49,40,25,19,53,28,45,46,44,55,25,45,56,52,60
12,66,47,49,25,37,30,36,39,40,37,51,38,28,58,24,40,44,25,20,54,27,46,50,53,48,28,40,56,45,50
13,65,46,47,22,33,40,33,40,45,43,55,34,31,53,23,45,41,19,29,50,25,51,46,51,54,21,40,48,51,50
14,60,42,50,24,31,31,42,39,42,39,46,40,35,54,24,45,46,27,21,52,29,49,39,56,51,19,42,56,51,49
15,62,48,47,24,34,34,37,43,39,42,52,40,35,49,22,44,44,25,21,52,23,45,46,56,48,20,41,54,48,56
16,57,48,47,19,32,38,36,40,43,50,53,36,36,50,23,40,48,26,28,52,22,43,47,50,48,23,40,55,48,53
17,61,44,46,25,31,31,35,38,41,51,53,36,32,54,20,46,43,24,24,52,19,48,47,57,51,27,48,50,47,50
18,61,40,47,25,26,37,41,45,41,48,54,34,30,58,33,51,36,21,29,46,20,44,44,53,44,17,48,53,53,52
19,65,49,44,22,40,33,41,40,44,42,50,34,27,49,25,47,42,24,25,48,18,49,46,48,51,22,47,54,47,58
20,64,45,49,27,33,33,33,31,43,43,45,38,29,53,27,44,45,23,24,54,22,50,44,53,51,23,45,51,48,61
21,66,46,45,30,37,34,43,38,39,46,45,37,38,53,25,47,41,24,23,47,25,46,43,43,51,20,53,48,44,54
22,64,48,45,23,32,36,37,42,42,49,53,39,28,50,25,41,42,22,30,52,28,43,42,50,49,20,50,47,50,52
23,61,44,47,31,29,38,39,39,41,40,55,34,35,53,28,43,44,27,25,56,23,45,41,50,50,22,44,50,44,53
24,57,49,47,26,36,38,43,31,37,49,47,37,37,56,23,40,42,25,15,51,28,46,49,55,52,18,43,49,49,56
25,59,46,50,25,27,32,36,38,47,44,52,38,37,51,28,41,43,28,17,53,31,43,47,49,50,22,42,53,49,53
26,56,48,42,25,34,36,42,41,42,51,50,38,34,50,28,45,41,21,27,56,27,43,42,45,48,18,41,53,51,56
27,63,52,50,26,40,41,36,36,44,44,43,32,31,50,19,47,45,19,23,53,24,48,43,50,52,21,43,48,51,57
