simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,65,49,42,25,31,40,44,45,41,46,48,39,34,49,23,49,45,19,23,46,21,47,46,44,47,20,44,55,53,51
1,59,48,46,26,35,36,34,40,43,45,53,33,35,45,21,48,37,25,26,53,22,54,48,55,44,22,42,47,52,57
2,64,46,44,25,34,35,38,37,44,43,52,30,34,54,27,46,43,21,20,57,25,49,47,48,47,17,48,51,48,57
3,64,49,48,26,36,39,34,45,33,47,54,41,35,41,22,45,42,21,26,49,17,51,43,53,43,22,50,54,51,50
4,65,46,47,23,45,34,39,37,45,38,49,37,31,48,18,48,45,29,17,51,29,50,39,55,42,22,47,46,51,58
5,67,49,40,18,37,38,36,39,43,53,50,33,34,51,20,44,47,25,25,51,26,45,41,54,46,20,46,53,47,53
6,63,48,46,24,35,41,44,40,37,42,44,35,39,49,25,43,39,29,25,55,22,47,42,48,46,20,47,50,45,61
7,61,53,47,29,40,39,36,45,46,48,47,42,33,47,19,44,38,20,17,48,23,46,47,50,48,26,41,45,46,60
8,61,43,49,28,33,39,41,42,44,39,49,33,41,53,18,47,43,22,22,50,24,49,46,46,43,23,48,50,48,57
9,67,42,44,24,36,38,41,38,39,43,52,38,39,51,20,42,40,22,22,52,21,46,49,47,51,21,48,54,49,55
10,65,51,39,20,31,44,37,33,40,46,47,35,33,52,23,50,36,22,25,52,24,45,50,57,49,24,46,57,51,47
11,62,45,49,24,39,36,44,39,49,42,41,38,33,54,23,47,47,21,23,51,26,44,38,52,50,25,42,48,45,54
12,61,48,44,25,36,28,40,41,40,43,50,34,30,51,20,45,42,21,30,58,22,53,46,52,44,19,45,53,53,57
13,60,46,47,25,34,32,44,41,44,40,44,34,34,55,20,49,40,23,26,48,30,44,48,50,54,23,42,50,47,57
14,64,44,45,24,38,39,35,44,39,45,49,39,28,48,23,46,44,22,22,55,24,45,43,56,50,24,44,47,48,57
15,61,52,53,27,34,37,30,39,44,45,54,34,32,54,26,39,38,26,25,55,23,51,43,48,46,21,41,48,51,54
16,60,50,45,27,35,38,35,43,44,42,54,34,31,52,23,50,39,26,23,60,21,48,41,51,43,21,45,48,48,54
17,57,45,42,26,31,27,43,44,43,46,52,36,32,50,25,47,36,26,25,48,23,47,42,57,47,25,44,59,50,56
18,61,46,48,28,32,31,34,52,45,46,46,39,30,52,23,49,41,23,22,51,23,49,40,48,43,20,47,55,51,56
19,62,50,45,24,32,35,38,45,42,46,49,34,30,49,33,45,39,29,22,45,19,48,49,52,48,23,42,51,49,56
20,68,49,39,26,38,32,42,42,46,43,50,36,38,51,20,46,43,26,25,45,24,51,42,54,47,20,40,48,47,53
21,58,45,40,21,30,33,40,48,45,48,53,34,41,43,27,48,47,24,18,55,24,53,45,44,40,24,44,50,50,59
22,61,47,44,30,39,39,39,36,43,44,54,38,37,48,21,46,32,19,26,48,20,49,40,54,48,25,41,56,49,58
