team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.573,19.427,63.0,3.2903907062839814,58.0,67.0,1.0,0.991,0.828,0.28,0.013,0.374,0.513,0.683,0.852,1.0
CLE,47.059,34.941,47.0,3.630911593525791,42.0,52.0,0.255,0.013,0.0,0.0,0.0,0.08,0.198,0.327,0.559,0.911
NYK,51.706,31.294,52.0,3.720962778636733,47.0,56.0,0.728,0.206,0.016,0.0,0.0,0.075,0.194,0.356,0.62,0.985
DET,54.933,27.067,55.0,3.8362104999595634,50.0,60.0,0.921,0.537,0.111,0.005,0.0,0.071,0.175,0.347,0.621,0.998
HOU,51.764,30.236,52.0,3.816844770225795,47.0,57.0,0.729,0.239,0.018,0.0,0.0,0.061,0.107,0.296,0.634,0.984
MIN,50.323,31.677,50.0,3.8095499734220577,45.0,55.0,0.578,0.131,0.007,0.0,0.0,0.05,0.092,0.213,0.484,0.957
DEN,51.357,30.643,51.5,3.6052116442727744,47.0,56.0,0.687,0.19,0.009,0.0,0.0,0.048,0.095,0.251,0.569,0.978
SAS,52.018,30.982,52.0,3.856899791283149,47.0,57.0,0.746,0.27,0.025,0.0,0.0,0.046,0.086,0.229,0.553,0.98
BOS,50.256,31.744,50.0,3.794003690035106,45.0,55.0,0.583,0.121,0.006,0.0,0.0,0.041,0.109,0.244,0.514,0.974
ORL,45.448,36.552,46.0,3.8669491850811797,40.0,50.0,0.145,0.006,0.0,0.0,0.0,0.038,0.12,0.23,0.423,0.838
GSW,45.454,36.546,46.0,3.8173137151667267,41.0,50.0,0.144,0.007,0.0,0.0,0.0,0.021,0.037,0.107,0.275,0.779
PHI,45.91,36.09,46.0,4.116782724409925,41.0,51.0,0.186,0.017,0.0,0.0,0.0,0.02,0.059,0.119,0.321,0.812
ATL,42.513,39.487,43.0,3.884305729470841,37.0,47.0,0.028,0.0,0.0,0.0,0.0,0.017,0.051,0.106,0.25,0.595
TOR,45.256,36.744,45.0,3.9719597178219224,40.0,51.0,0.154,0.01,0.0,0.0,0.0,0.014,0.037,0.109,0.29,0.782
MIA,45.073,36.927,45.0,4.111164190348033,40.0,50.0,0.138,0.01,0.0,0.0,0.0,0.012,0.049,0.13,0.309,0.754
PHX,44.848,37.152,45.0,4.147155169510782,39.900000000000006,50.0,0.125,0.011,0.0,0.0,0.0,0.012,0.025,0.066,0.191,0.703
LAC,39.049,42.951,39.0,4.083209399479777,34.0,44.0,0.003,0.0,0.0,0.0,0.0,0.008,0.016,0.039,0.084,0.293
LAL,46.442,35.558,47.0,4.099101852845329,41.0,51.10000000000002,0.235,0.022,0.0,0.0,0.0,0.005,0.019,0.085,0.268,0.825
POR,40.204,41.796,40.0,4.033656405793632,35.0,45.0,0.01,0.0,0.0,0.0,0.0,0.003,0.004,0.016,0.058,0.324
MEM,37.023,44.977,37.0,4.303774041466396,32.0,43.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.013,0.026,0.149
MIL,37.41,44.59,37.0,4.421753046021453,32.0,43.0,0.004,0.0,0.0,0.0,0.0,0.001,0.007,0.023,0.07,0.229
DAL,33.116,48.884,33.0,4.055433885541718,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.006,0.028
CHO,31.408,50.592,32.0,4.3052916277529905,26.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.005,0.019
CHI,35.066,46.934,35.0,4.208758011575386,30.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.018,0.098
BRK,26.827,55.173,27.0,4.042903783173673,22.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
UTA,27.274,54.726,27.0,3.9098496134762013,22.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,23.289,58.711,23.0,3.1640921288736203,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,23.098,58.902,23.0,3.8076759315887165,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.818,59.182,22.0,3.781120997799462,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,21.485,60.515,22.0,4.01892709563137,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
