team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,61.192,20.808,61.0,2.6557740867777135,58.0,64.0,1.0,0.99,0.751,0.098,0.0,0.555,0.681,0.802,0.911,1.0
CLE,51.036,30.964,51.0,2.825367940640652,47.0,55.0,0.715,0.106,0.001,0.0,0.0,0.109,0.262,0.441,0.745,0.997
DET,56.13,25.87,56.0,2.96902340846279,52.0,60.0,0.99,0.708,0.129,0.001,0.0,0.065,0.23,0.425,0.705,1.0
NYK,51.899,31.101,52.0,2.9011720045526426,48.0,55.0,0.804,0.184,0.004,0.0,0.0,0.056,0.2,0.391,0.684,0.999
SAS,53.508,29.492,54.0,3.051874178271444,49.900000000000006,57.0,0.9,0.387,0.016,0.0,0.0,0.044,0.087,0.349,0.644,0.996
BOS,51.624,30.376,52.0,3.0084255018198474,48.0,55.0,0.764,0.162,0.001,0.0,0.0,0.043,0.159,0.326,0.636,0.994
HOU,51.095,30.905,51.0,2.8955094543102424,47.0,55.0,0.713,0.12,0.002,0.0,0.0,0.032,0.069,0.251,0.585,0.984
MIN,48.647,33.353,49.0,2.878609212797041,45.0,52.0,0.404,0.014,0.0,0.0,0.0,0.027,0.049,0.152,0.433,0.94
DEN,50.18,31.82,50.0,2.9174646527421713,46.0,54.0,0.582,0.074,0.0,0.0,0.0,0.015,0.051,0.2,0.583,0.98
PHI,46.19,35.81,46.0,3.025210736461181,42.0,50.0,0.137,0.003,0.0,0.0,0.0,0.008,0.034,0.081,0.265,0.874
LAL,47.961,34.039,48.0,3.00457634284769,44.0,52.0,0.292,0.013,0.0,0.0,0.0,0.008,0.015,0.077,0.31,0.927
TOR,46.504,35.496,46.5,3.1827635790300226,42.0,51.0,0.18,0.006,0.0,0.0,0.0,0.007,0.035,0.101,0.276,0.895
GSW,44.065,37.935,44.0,2.8925378130631243,40.0,48.0,0.028,0.0,0.0,0.0,0.0,0.007,0.024,0.078,0.229,0.729
PHX,45.319,36.681,45.0,3.083705400974613,41.0,49.0,0.097,0.0,0.0,0.0,0.0,0.006,0.012,0.054,0.182,0.753
ATL,41.375,40.625,41.0,2.914167977313593,37.900000000000006,45.0,0.001,0.0,0.0,0.0,0.0,0.005,0.019,0.037,0.129,0.472
ORL,43.802,38.198,44.0,3.1366855118101973,40.0,48.0,0.034,0.0,0.0,0.0,0.0,0.004,0.029,0.096,0.256,0.69
MIA,43.683,38.317,44.0,2.9997518230680353,40.0,48.0,0.025,0.0,0.0,0.0,0.0,0.004,0.024,0.076,0.213,0.68
LAC,41.138,40.862,41.0,3.1731618300994353,37.0,45.0,0.002,0.0,0.0,0.0,0.0,0.003,0.01,0.03,0.094,0.422
CHO,39.674,42.326,40.0,3.1641308443236036,36.0,44.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.024,0.077,0.303
POR,39.426,42.574,40.0,3.041467408998492,36.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.026,0.223
CHI,35.495,46.505,35.0,3.1250559994982487,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.007,0.049
MEM,34.144,47.856,34.0,3.403713266419485,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.036
DAL,31.655,50.345,32.0,3.1622737073188336,28.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.01
MIL,34.714,47.286,35.0,3.564856799367963,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.047
UTA,25.149,56.851,25.0,2.751508495353049,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,24.507,57.493,24.0,3.0056531736046987,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,23.171,58.829,23.0,2.9205751145964385,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,23.017,58.983,23.0,3.173438356105251,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,22.687,59.313,23.0,2.681982662136353,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,22.013,59.987,22.0,3.0985207761123696,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
