team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.309,24.691,0.247,0.402,0.571,0.79,1.0
OKC,63.199,18.801,0.222,0.355,0.56,0.786,1.0
CLE,59.914,22.086,0.084,0.161,0.367,0.654,1.0
MIN,46.807,35.193,0.061,0.135,0.259,0.5,0.895
IND,47.685,34.315,0.052,0.108,0.251,0.604,0.994
DEN,50.823,31.177,0.05,0.136,0.28,0.572,0.985
NYK,50.721,31.279,0.048,0.122,0.274,0.629,0.999
DAL,44.71,37.29,0.041,0.071,0.154,0.341,0.73
MEM,51.873,30.127,0.04,0.097,0.258,0.518,0.995
MIL,43.571,38.429,0.025,0.072,0.176,0.391,0.921
HOU,48.533,33.467,0.022,0.052,0.137,0.383,0.949
ORL,40.075,41.925,0.017,0.039,0.092,0.228,0.681
LAL,47.679,34.321,0.016,0.056,0.139,0.413,0.906
MIA,41.044,40.956,0.016,0.034,0.098,0.255,0.759
SAC,41.2,40.8,0.011,0.027,0.053,0.107,0.341
PHO,40.326,41.674,0.011,0.024,0.048,0.096,0.287
LAC,43.469,38.531,0.01,0.027,0.068,0.175,0.547
PHI,36.118,45.882,0.01,0.021,0.064,0.127,0.329
ATL,38.708,43.292,0.007,0.021,0.05,0.134,0.512
GSW,40.958,41.042,0.006,0.018,0.039,0.096,0.306
DET,39.992,42.008,0.003,0.015,0.045,0.149,0.634
CHI,34.159,47.841,0.001,0.005,0.011,0.035,0.149
SAS,36.52,45.48,0.0,0.002,0.003,0.009,0.045
POR,34.854,47.146,0.0,0.0,0.002,0.004,0.014
BRK,28.631,53.369,0.0,0.0,0.001,0.002,0.007
TOR,29.03,52.97,0.0,0.0,0.0,0.002,0.014
CHO,24.477,57.523,0.0,0.0,0.0,0.0,0.001
NOP,25.117,56.883,0.0,0.0,0.0,0.0,0.0
UTA,23.047,58.953,0.0,0.0,0.0,0.0,0.0
WAS,19.451,62.549,0.0,0.0,0.0,0.0,0.0
