team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,67.59,14.41,0.419,0.637,0.742,0.866,1.0
BOS,60.797,21.203,0.332,0.566,0.703,0.881,1.0
MIN,48.226,33.774,0.051,0.114,0.267,0.5,0.909
CLE,64.431,17.569,0.042,0.151,0.448,0.741,1.0
NYK,51.719,30.281,0.041,0.125,0.229,0.737,1.0
IND,49.64,32.36,0.025,0.076,0.273,0.597,1.0
GSW,48.227,33.773,0.018,0.063,0.179,0.422,0.916
LAL,50.167,31.833,0.013,0.042,0.208,0.494,1.0
MIL,46.925,35.075,0.011,0.045,0.191,0.428,1.0
HOU,53.021,28.979,0.011,0.042,0.198,0.453,1.0
DEN,49.095,32.905,0.011,0.037,0.153,0.446,0.963
LAC,48.881,33.119,0.01,0.036,0.116,0.408,0.946
MEM,48.468,33.532,0.008,0.018,0.117,0.37,0.886
ORL,40.862,41.138,0.003,0.017,0.058,0.153,0.852
SAC,40.103,41.897,0.003,0.01,0.015,0.03,0.23
DET,44.335,37.665,0.001,0.008,0.03,0.238,1.0
CHI,38.239,43.761,0.001,0.001,0.018,0.067,0.398
ATL,38.541,43.459,0.0,0.009,0.02,0.072,0.463
MIA,37.396,44.604,0.0,0.002,0.03,0.086,0.287
DAL,38.976,43.024,0.0,0.001,0.005,0.011,0.15
PHO,36.028,45.972,0.0,0.0,0.0,0.0,0.0
POR,35.792,46.208,0.0,0.0,0.0,0.0,0.0
SAS,33.925,48.075,0.0,0.0,0.0,0.0,0.0
TOR,30.827,51.173,0.0,0.0,0.0,0.0,0.0
BRK,26.861,55.139,0.0,0.0,0.0,0.0,0.0
PHI,25.121,56.879,0.0,0.0,0.0,0.0,0.0
NOP,21.917,60.083,0.0,0.0,0.0,0.0,0.0
CHO,19.203,62.797,0.0,0.0,0.0,0.0,0.0
WAS,17.438,64.562,0.0,0.0,0.0,0.0,0.0
UTA,17.249,64.751,0.0,0.0,0.0,0.0,0.0
