team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.153,19.847,62.0,2.893024541893829,59.0,66.0,1.0,0.991,0.825,0.204,0.001,0.42,0.55,0.692,0.857,1.0
CLE,49.919,32.081,50.0,3.1388595062538243,46.0,54.0,0.555,0.067,0.0,0.0,0.0,0.108,0.242,0.406,0.685,0.981
DET,55.835,26.165,56.0,3.375466634407753,51.0,60.0,0.972,0.67,0.14,0.006,0.0,0.074,0.214,0.373,0.652,1.0
NYK,49.997,33.003,50.0,3.30348164820088,46.0,54.0,0.572,0.081,0.002,0.0,0.0,0.057,0.175,0.313,0.592,0.982
HOU,51.363,30.637,51.0,3.3718290288803194,47.0,56.0,0.709,0.187,0.007,0.0,0.0,0.056,0.102,0.298,0.606,0.984
BOS,50.024,31.976,50.0,3.3095957457067167,46.0,54.0,0.573,0.089,0.0,0.0,0.0,0.043,0.131,0.258,0.533,0.979
DEN,50.364,31.636,50.0,3.2176861251526696,46.0,54.0,0.605,0.097,0.002,0.0,0.0,0.042,0.082,0.234,0.53,0.971
SAS,51.294,31.706,51.0,3.314146043855038,47.0,55.0,0.704,0.17,0.005,0.0,0.0,0.04,0.073,0.205,0.504,0.983
MIN,47.993,34.007,48.0,3.2029597250043595,44.0,52.0,0.33,0.017,0.0,0.0,0.0,0.031,0.065,0.182,0.456,0.908
LAC,42.215,39.785,42.0,3.322766166915752,38.0,46.0,0.013,0.0,0.0,0.0,0.0,0.018,0.027,0.074,0.144,0.502
PHI,44.191,37.809,44.0,3.4214790661349954,40.0,48.0,0.06,0.001,0.0,0.0,0.0,0.017,0.043,0.121,0.275,0.744
GSW,45.235,36.765,45.0,3.284779292433512,41.0,49.10000000000002,0.1,0.0,0.0,0.0,0.0,0.017,0.037,0.112,0.273,0.748
ORL,43.16,38.84,43.0,3.410923628579215,39.0,47.0,0.017,0.001,0.0,0.0,0.0,0.016,0.06,0.139,0.279,0.669
TOR,47.809,34.191,48.0,3.2063248431810525,44.0,52.0,0.297,0.013,0.0,0.0,0.0,0.015,0.056,0.162,0.382,0.947
LAL,47.445,34.555,48.0,3.4564396421751673,43.0,52.0,0.282,0.012,0.0,0.0,0.0,0.013,0.036,0.099,0.329,0.865
ATL,41.795,40.205,42.0,3.3548435134891164,38.0,46.0,0.009,0.0,0.0,0.0,0.0,0.011,0.03,0.083,0.21,0.552
PHX,45.299,36.701,45.0,3.408166515885044,41.0,50.0,0.106,0.003,0.0,0.0,0.0,0.01,0.018,0.079,0.235,0.702
MIA,44.903,37.097,45.0,3.5019410331985887,40.0,49.0,0.091,0.001,0.0,0.0,0.0,0.007,0.04,0.113,0.288,0.767
POR,40.27,41.73,40.0,3.268195220607239,36.0,44.0,0.001,0.0,0.0,0.0,0.0,0.002,0.005,0.015,0.051,0.224
MEM,36.35,45.65,36.0,3.7774991727331986,32.0,41.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.007,0.01,0.078
CHI,38.473,43.527,38.0,3.7626149151886374,34.0,43.0,0.006,0.0,0.0,0.0,0.0,0.001,0.006,0.015,0.057,0.212
CHO,36.068,45.932,36.0,3.6146059259620547,32.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.032,0.1
MIL,35.062,46.938,35.0,3.702722781953842,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.015,0.067
DAL,34.428,47.572,34.0,3.526019852468219,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.005,0.035
UTA,25.623,56.377,25.0,3.13223099403604,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,23.586,58.414,23.0,3.2641390901737015,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,23.36,58.64,23.0,3.316986584235758,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,22.849,59.151,23.0,3.1369091475527306,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,22.279,59.721,22.0,3.5124292163686373,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.658,60.342,22.0,2.9558477633328812,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
