team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,66.824,15.176,0.333,0.516,0.668,0.836,1.0
BOS,59.419,22.581,0.275,0.472,0.658,0.858,1.0
MIN,47.174,34.826,0.068,0.142,0.293,0.515,0.929
CLE,63.383,18.617,0.062,0.171,0.428,0.741,1.0
NYK,50.563,31.437,0.038,0.096,0.217,0.651,1.0
DEN,50.343,31.657,0.036,0.086,0.274,0.551,0.993
IND,48.197,33.803,0.035,0.096,0.242,0.569,1.0
MIL,46.879,35.121,0.03,0.097,0.222,0.502,1.0
HOU,51.689,30.311,0.024,0.06,0.198,0.5,1.0
GSW,46.888,35.112,0.024,0.058,0.145,0.372,0.885
LAL,48.514,33.486,0.015,0.05,0.155,0.44,0.956
LAC,46.158,35.842,0.015,0.03,0.095,0.274,0.813
MEM,48.391,33.609,0.014,0.038,0.129,0.429,0.948
ORL,38.755,43.245,0.008,0.025,0.074,0.154,0.685
DET,44.503,37.497,0.004,0.017,0.066,0.27,0.994
DAL,39.549,42.451,0.004,0.008,0.019,0.031,0.152
PHO,38.77,43.23,0.004,0.007,0.01,0.015,0.093
ATL,39.69,42.31,0.003,0.007,0.035,0.117,0.697
SAC,40.911,41.089,0.003,0.004,0.013,0.034,0.214
CHI,36.654,45.346,0.002,0.012,0.029,0.069,0.37
MIA,34.951,47.049,0.002,0.007,0.028,0.068,0.246
POR,36.732,45.268,0.001,0.001,0.001,0.003,0.012
PHI,29.354,52.646,0.0,0.0,0.001,0.001,0.005
SAS,35.077,46.923,0.0,0.0,0.0,0.0,0.005
TOR,29.538,52.462,0.0,0.0,0.0,0.0,0.003
BRK,27.346,54.654,0.0,0.0,0.0,0.0,0.0
NOP,23.664,58.336,0.0,0.0,0.0,0.0,0.0
CHO,21.811,60.189,0.0,0.0,0.0,0.0,0.0
UTA,19.353,62.647,0.0,0.0,0.0,0.0,0.0
WAS,18.92,63.08,0.0,0.0,0.0,0.0,0.0
