team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,65.463,16.537,0.328,0.505,0.662,0.839,1.0
BOS,58.584,23.416,0.292,0.473,0.635,0.85,1.0
CLE,64.653,17.347,0.064,0.183,0.45,0.763,1.0
NYK,51.824,30.176,0.056,0.116,0.236,0.662,1.0
MIN,46.286,35.714,0.045,0.107,0.24,0.518,0.894
IND,48.553,33.447,0.038,0.11,0.293,0.612,0.999
DEN,51.384,30.616,0.037,0.109,0.329,0.608,0.998
LAL,50.259,31.741,0.026,0.08,0.197,0.501,0.99
MIL,46.948,35.052,0.021,0.066,0.187,0.449,0.996
MEM,48.833,33.167,0.019,0.047,0.155,0.457,0.968
GSW,44.98,37.02,0.019,0.046,0.12,0.299,0.751
SAC,43.303,38.697,0.019,0.034,0.081,0.171,0.552
DAL,42.397,39.603,0.013,0.026,0.071,0.15,0.441
HOU,47.776,34.224,0.011,0.04,0.103,0.353,0.928
MIA,40.221,41.779,0.005,0.015,0.054,0.17,0.768
CHI,32.397,49.603,0.003,0.004,0.01,0.025,0.105
LAC,42.549,39.451,0.002,0.006,0.04,0.093,0.406
ORL,37.785,44.215,0.001,0.011,0.045,0.12,0.526
ATL,38.038,43.962,0.001,0.01,0.019,0.088,0.533
DET,44.164,37.836,0.0,0.009,0.058,0.226,0.964
PHI,31.246,50.754,0.0,0.003,0.011,0.031,0.094
TOR,29.307,52.693,0.0,0.0,0.002,0.004,0.012
PHO,37.785,44.215,0.0,0.0,0.001,0.005,0.049
SAS,35.786,46.214,0.0,0.0,0.001,0.003,0.013
POR,36.292,45.708,0.0,0.0,0.0,0.003,0.01
BRK,27.494,54.506,0.0,0.0,0.0,0.0,0.003
NOP,26.076,55.924,0.0,0.0,0.0,0.0,0.0
UTA,21.325,60.675,0.0,0.0,0.0,0.0,0.0
CHO,19.997,62.003,0.0,0.0,0.0,0.0,0.0
WAS,18.295,63.705,0.0,0.0,0.0,0.0,0.0
