team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,62.506,19.494,0.243,0.425,0.573,0.782,1.0
BOS,57.433,24.567,0.241,0.412,0.593,0.815,1.0
NYK,51.458,30.542,0.06,0.141,0.305,0.663,1.0
CLE,59.228,22.772,0.06,0.134,0.356,0.664,1.0
IND,47.83,34.17,0.056,0.113,0.256,0.595,0.993
MIN,45.93,36.07,0.053,0.105,0.243,0.462,0.839
DEN,49.559,32.441,0.046,0.107,0.257,0.525,0.965
MEM,51.985,30.015,0.044,0.092,0.249,0.565,0.991
MIL,43.886,38.114,0.036,0.081,0.16,0.395,0.925
DAL,43.61,38.39,0.036,0.064,0.128,0.28,0.622
HOU,49.307,32.693,0.024,0.056,0.151,0.406,0.958
LAL,46.881,35.119,0.019,0.051,0.137,0.383,0.853
PHI,37.485,44.515,0.015,0.045,0.084,0.168,0.467
MIA,41.327,40.673,0.014,0.029,0.09,0.238,0.735
SAC,42.389,39.611,0.011,0.028,0.077,0.156,0.459
GSW,41.365,40.635,0.011,0.024,0.063,0.12,0.343
PHO,40.991,41.009,0.008,0.027,0.061,0.124,0.337
ORL,39.133,42.867,0.008,0.024,0.072,0.18,0.575
LAC,43.714,38.286,0.005,0.019,0.056,0.182,0.572
DET,39.566,42.434,0.005,0.011,0.034,0.111,0.583
ATL,38.244,43.756,0.003,0.005,0.031,0.117,0.488
SAS,36.977,45.023,0.002,0.002,0.005,0.015,0.055
CHI,35.149,46.851,0.0,0.004,0.015,0.043,0.201
BRK,28.271,53.729,0.0,0.001,0.002,0.003,0.01
TOR,29.308,52.692,0.0,0.0,0.002,0.008,0.023
POR,34.562,47.438,0.0,0.0,0.0,0.0,0.006
NOP,25.783,56.217,0.0,0.0,0.0,0.0,0.0
CHO,24.004,57.996,0.0,0.0,0.0,0.0,0.0
UTA,22.913,59.087,0.0,0.0,0.0,0.0,0.0
WAS,19.206,62.794,0.0,0.0,0.0,0.0,0.0
