team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,64.314,17.686,0.239,0.397,0.566,0.789,1.0
BOS,57.947,24.053,0.218,0.365,0.552,0.799,1.0
IND,47.942,34.058,0.07,0.135,0.273,0.551,0.998
NYK,52.578,29.422,0.063,0.143,0.277,0.667,1.0
CLE,63.859,18.141,0.059,0.16,0.366,0.705,1.0
MIN,45.457,36.543,0.05,0.117,0.235,0.455,0.844
DEN,50.878,31.122,0.045,0.117,0.296,0.592,0.996
MEM,50.146,31.854,0.039,0.088,0.202,0.477,0.984
LAL,49.868,32.132,0.037,0.087,0.219,0.522,0.985
MIL,45.789,36.211,0.036,0.085,0.235,0.453,0.983
GSW,44.022,37.978,0.032,0.045,0.115,0.242,0.644
HOU,47.981,34.019,0.024,0.049,0.122,0.372,0.942
DAL,43.5,38.5,0.023,0.057,0.125,0.244,0.591
MIA,40.151,41.849,0.016,0.033,0.067,0.197,0.752
SAC,42.625,39.375,0.014,0.029,0.069,0.169,0.501
ORL,38.504,43.496,0.014,0.026,0.066,0.164,0.595
DET,44.298,37.702,0.01,0.028,0.091,0.275,0.945
PHI,32.57,49.43,0.006,0.01,0.02,0.039,0.132
ATL,37.691,44.309,0.003,0.014,0.042,0.112,0.452
LAC,42.437,39.563,0.001,0.011,0.044,0.122,0.443
CHI,33.128,48.872,0.001,0.001,0.009,0.032,0.124
PHO,37.568,44.432,0.0,0.003,0.007,0.016,0.052
TOR,28.635,53.365,0.0,0.0,0.002,0.005,0.013
BRK,28.168,53.832,0.0,0.0,0.0,0.001,0.006
SAS,35.249,46.751,0.0,0.0,0.0,0.0,0.012
POR,35.802,46.198,0.0,0.0,0.0,0.0,0.006
NOP,26.554,55.446,0.0,0.0,0.0,0.0,0.0
UTA,22.5,59.5,0.0,0.0,0.0,0.0,0.0
CHO,21.221,60.779,0.0,0.0,0.0,0.0,0.0
WAS,18.618,63.382,0.0,0.0,0.0,0.0,0.0
