team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,58.429,23.571,0.271,0.416,0.593,0.832,1.0
OKC,62.378,19.622,0.222,0.416,0.574,0.796,1.0
NYK,51.083,30.917,0.069,0.139,0.295,0.606,0.994
DAL,47.455,34.545,0.061,0.123,0.285,0.558,0.901
CLE,59.024,22.976,0.054,0.13,0.312,0.623,1.0
MIN,44.939,37.061,0.039,0.093,0.195,0.396,0.768
IND,45.806,36.194,0.039,0.075,0.183,0.429,0.9
DEN,46.326,35.674,0.038,0.096,0.216,0.439,0.839
MEM,48.985,33.015,0.036,0.086,0.21,0.49,0.946
MIL,43.782,38.218,0.035,0.068,0.162,0.367,0.8
ORL,46.577,35.423,0.029,0.082,0.197,0.437,0.932
HOU,48.449,33.551,0.022,0.056,0.157,0.401,0.914
PHI,39.385,42.615,0.017,0.039,0.078,0.182,0.482
LAL,43.568,38.432,0.013,0.028,0.094,0.236,0.64
MIA,43.036,38.964,0.011,0.023,0.102,0.257,0.761
PHO,40.093,41.907,0.01,0.025,0.075,0.145,0.37
SAC,40.978,41.022,0.009,0.029,0.076,0.171,0.42
GSW,41.293,40.707,0.008,0.021,0.055,0.167,0.469
ATL,39.657,42.343,0.008,0.015,0.037,0.124,0.484
SAS,38.719,43.281,0.004,0.014,0.02,0.065,0.226
LAC,42.411,39.589,0.002,0.012,0.042,0.133,0.504
CHI,38.042,43.958,0.002,0.008,0.026,0.08,0.33
UTA,27.348,54.652,0.001,0.001,0.001,0.002,0.002
DET,38.213,43.787,0.0,0.004,0.014,0.059,0.297
BRK,28.942,53.058,0.0,0.001,0.001,0.002,0.015
CHO,25.16,56.84,0.0,0.0,0.0,0.002,0.004
NOP,26.36,55.64,0.0,0.0,0.0,0.001,0.001
TOR,24.786,57.214,0.0,0.0,0.0,0.0,0.001
POR,28.137,53.863,0.0,0.0,0.0,0.0,0.0
WAS,20.639,61.361,0.0,0.0,0.0,0.0,0.0
