team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,66.876,15.124,0.314,0.49,0.634,0.843,1.0
BOS,60.981,21.019,0.266,0.469,0.638,0.852,1.0
CLE,64.154,17.846,0.064,0.15,0.385,0.705,1.0
MIN,48.631,33.369,0.062,0.144,0.291,0.537,0.961
NYK,52.119,29.881,0.061,0.146,0.241,0.693,1.0
IND,49.419,32.581,0.051,0.112,0.309,0.603,1.0
HOU,53.537,28.463,0.037,0.087,0.249,0.522,1.0
LAL,49.876,32.124,0.027,0.062,0.219,0.493,0.995
MIL,46.367,35.633,0.025,0.063,0.189,0.431,1.0
DEN,48.515,33.485,0.023,0.067,0.184,0.429,0.954
GSW,48.377,33.623,0.021,0.059,0.168,0.434,0.926
MEM,48.179,33.821,0.015,0.038,0.113,0.333,0.89
LAC,48.016,33.984,0.012,0.047,0.117,0.349,0.882
ORL,39.781,42.219,0.01,0.026,0.075,0.166,0.762
MIA,37.53,44.47,0.004,0.014,0.039,0.087,0.304
DAL,39.482,42.518,0.004,0.006,0.016,0.029,0.167
CHI,38.041,43.959,0.002,0.006,0.032,0.083,0.368
DET,44.919,37.081,0.001,0.009,0.059,0.273,1.0
ATL,38.967,43.033,0.001,0.005,0.033,0.107,0.566
SAC,40.079,41.921,0.0,0.0,0.007,0.028,0.214
PHO,36.914,45.086,0.0,0.0,0.002,0.003,0.01
POR,36.663,45.337,0.0,0.0,0.0,0.0,0.001
SAS,33.527,48.473,0.0,0.0,0.0,0.0,0.0
TOR,30.559,51.441,0.0,0.0,0.0,0.0,0.0
BRK,26.462,55.538,0.0,0.0,0.0,0.0,0.0
PHI,24.982,57.018,0.0,0.0,0.0,0.0,0.0
NOP,22.531,59.469,0.0,0.0,0.0,0.0,0.0
CHO,19.878,62.122,0.0,0.0,0.0,0.0,0.0
WAS,18.074,63.926,0.0,0.0,0.0,0.0,0.0
UTA,16.564,65.436,0.0,0.0,0.0,0.0,0.0
