team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.517,19.483,63.0,2.6776316027414975,59.0,66.0,1.0,0.998,0.866,0.234,0.001,0.446,0.584,0.721,0.868,1.0
CLE,49.956,32.044,50.0,2.891723361595988,46.0,54.0,0.554,0.054,0.0,0.0,0.0,0.108,0.228,0.38,0.638,0.987
NYK,52.53,30.47,53.0,3.120112177470548,49.0,57.0,0.826,0.269,0.01,0.0,0.0,0.089,0.224,0.387,0.681,0.997
DET,56.376,25.624,56.0,3.2135064960257975,52.0,61.0,0.985,0.712,0.167,0.005,0.0,0.052,0.183,0.365,0.672,1.0
HOU,51.511,30.489,52.0,3.187142764295318,47.0,56.0,0.743,0.178,0.003,0.0,0.0,0.048,0.077,0.257,0.577,0.985
BOS,50.545,31.455,51.0,3.0146268425793594,47.0,54.0,0.654,0.088,0.0,0.0,0.0,0.045,0.141,0.294,0.596,0.986
SAS,51.964,31.036,52.0,3.1145953188175186,48.0,56.0,0.783,0.209,0.003,0.0,0.0,0.042,0.09,0.241,0.571,0.985
DEN,50.709,31.291,51.0,3.0023855515239877,47.0,55.0,0.647,0.112,0.0,0.0,0.0,0.035,0.073,0.235,0.546,0.976
MIN,48.98,33.02,49.0,3.0811686094727113,45.0,53.0,0.444,0.04,0.0,0.0,0.0,0.033,0.072,0.196,0.48,0.957
LAL,47.109,34.891,47.0,3.0943689178893976,43.0,51.0,0.23,0.005,0.0,0.0,0.0,0.016,0.029,0.096,0.296,0.867
GSW,44.078,37.922,44.0,2.9923094759733657,40.0,48.0,0.025,0.0,0.0,0.0,0.0,0.015,0.032,0.097,0.238,0.707
TOR,46.518,35.482,47.0,3.092519361297517,43.0,50.0,0.168,0.006,0.0,0.0,0.0,0.012,0.051,0.126,0.313,0.892
ORL,43.279,38.721,43.0,3.349799844766848,39.0,48.0,0.025,0.0,0.0,0.0,0.0,0.012,0.05,0.123,0.256,0.684
PHI,46.118,35.882,46.0,3.0292038558010583,42.0,50.0,0.134,0.0,0.0,0.0,0.0,0.01,0.046,0.128,0.31,0.872
PHX,46.952,35.048,47.0,3.2655315034462613,43.0,51.0,0.208,0.012,0.0,0.0,0.0,0.009,0.025,0.084,0.247,0.83
MIA,44.17,37.83,44.0,2.943314458225624,40.0,48.0,0.031,0.0,0.0,0.0,0.0,0.008,0.044,0.103,0.269,0.728
ATL,41.764,40.236,42.0,2.9431792334140985,38.0,45.0,0.007,0.0,0.0,0.0,0.0,0.008,0.027,0.065,0.168,0.503
LAC,41.616,40.384,42.0,3.4083051506577284,37.0,46.0,0.011,0.0,0.0,0.0,0.0,0.008,0.017,0.062,0.136,0.464
CHO,38.104,43.896,38.0,3.4631176705390767,34.0,42.0,0.001,0.0,0.0,0.0,0.0,0.002,0.004,0.019,0.068,0.209
CHI,36.168,45.832,36.0,3.335532341321247,32.0,40.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.006,0.021,0.093
MIL,33.961,48.039,34.0,3.702901429960025,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.008,0.049
POR,38.378,43.622,39.0,3.261459182635895,34.0,42.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.032,0.159
MEM,34.868,47.132,35.0,3.486341348749431,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.052
DAL,32.501,49.499,33.0,3.316323114535132,28.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.018
UTA,25.457,56.543,25.0,2.8920841965613655,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,24.013,57.987,24.0,3.1007790956467702,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,23.521,58.479,23.0,3.2993270525972416,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,22.61,59.39,23.0,2.9356259979772625,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,22.543,59.457,22.0,2.95027981723768,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,22.184,59.816,22.0,2.787497802689717,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
