team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,61.453,20.547,61.5,2.849875611320606,58.0,65.0,0.999,0.991,0.754,0.153,0.0,0.424,0.541,0.701,0.886,1.0
CLE,49.182,32.818,49.0,3.0962680762492125,45.0,53.0,0.466,0.04,0.0,0.0,0.0,0.078,0.202,0.348,0.629,0.98
NYK,51.778,31.222,52.0,3.1149182974839005,48.0,56.0,0.755,0.194,0.003,0.0,0.0,0.072,0.217,0.366,0.672,0.997
MIN,50.106,31.894,50.0,3.01243489556206,46.0,54.0,0.578,0.07,0.0,0.0,0.0,0.063,0.102,0.25,0.55,0.973
SAS,51.758,31.242,52.0,3.2412090336786368,48.0,56.0,0.759,0.193,0.007,0.0,0.0,0.062,0.088,0.229,0.547,0.979
HOU,51.391,30.609,52.0,3.173975267704523,47.0,55.0,0.732,0.158,0.001,0.0,0.0,0.055,0.104,0.277,0.597,0.988
DET,55.326,26.674,55.0,3.2086950618592596,51.0,60.0,0.971,0.593,0.105,0.002,0.0,0.054,0.188,0.374,0.637,1.0
BOS,49.43,32.57,50.0,3.162451580657007,45.0,53.0,0.512,0.042,0.0,0.0,0.0,0.045,0.141,0.283,0.547,0.976
DEN,51.317,30.683,51.0,3.0933009876182433,47.0,55.0,0.728,0.156,0.002,0.0,0.0,0.033,0.072,0.233,0.561,0.985
GSW,44.8,37.2,45.0,3.058757917848354,41.0,49.0,0.061,0.0,0.0,0.0,0.0,0.017,0.032,0.092,0.242,0.709
ORL,44.363,37.637,44.0,3.2633159516050543,40.0,49.0,0.053,0.0,0.0,0.0,0.0,0.014,0.078,0.168,0.357,0.791
TOR,46.178,35.822,46.0,3.1458410640081613,42.0,50.0,0.148,0.001,0.0,0.0,0.0,0.014,0.054,0.13,0.311,0.879
LAC,41.648,40.352,42.0,3.4050104258283853,37.0,46.0,0.007,0.0,0.0,0.0,0.0,0.014,0.018,0.053,0.128,0.463
PHI,44.569,37.431,45.0,3.242104100734583,40.0,49.0,0.055,0.0,0.0,0.0,0.0,0.013,0.047,0.111,0.276,0.775
PHX,46.918,35.082,47.0,3.2325339905405484,43.0,51.0,0.208,0.009,0.0,0.0,0.0,0.012,0.018,0.071,0.214,0.821
LAL,46.804,35.196,47.0,3.338200712959004,43.0,51.0,0.21,0.007,0.0,0.0,0.0,0.011,0.024,0.084,0.247,0.814
ATL,41.162,40.838,41.0,3.167610455848383,37.0,45.0,0.001,0.0,0.0,0.0,0.0,0.009,0.028,0.083,0.188,0.485
MIA,43.974,38.026,44.0,3.29170533310623,40.0,48.0,0.044,0.001,0.0,0.0,0.0,0.008,0.035,0.097,0.272,0.709
CHO,37.886,44.114,38.0,3.3963221284206835,33.0,42.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.026,0.05,0.178
CHI,38.481,43.519,39.0,3.4225193936630953,34.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.051,0.191
MIL,34.116,47.884,34.0,3.707363483663289,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.01,0.039
MEM,34.081,47.919,34.0,3.7757699876978736,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.005,0.036
POR,39.446,42.554,39.0,3.402217512152919,35.0,44.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.021,0.208
DAL,32.984,49.016,33.0,3.4629097591476445,28.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.024
UTA,24.875,57.125,25.0,2.958948292890567,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,24.145,57.855,24.0,3.1128724676735473,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,24.121,57.879,24.0,3.3690293854462,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,23.794,58.206,24.0,3.2201807402690923,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,22.983,59.017,23.0,3.291004557881985,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.931,60.069,22.0,2.728413275147297,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
