simulation,OKC,LAL,DAL,CHO,BOS,ORL,ATL,NYK,CHI,MEM,POR,MIL,UTA,PHX,IND,GSW,BRK,HOU,TOR,SAC,LAC,NOP,PHI,DEN,SAS,DET,CLE,MIA,WAS,MIN
221,61,43,36,33,49,41,42,46,28,46,34,36,22,49,27,46,30,57,47,24,38,27,36,51,52,54,48,54,24,50
222,62,40,38,33,53,53,44,55,35,38,30,42,24,39,17,48,31,55,45,25,39,27,45,52,53,55,46,43,19,45
223,61,41,33,33,53,47,39,43,35,38,38,38,30,52,22,45,24,60,39,26,35,23,43,53,58,56,44,48,25,49
224,61,51,33,27,52,44,42,52,45,30,41,37,24,51,19,39,35,55,50,18,44,21,35,55,52,58,47,44,21,48
225,60,45,35,37,46,45,36,53,34,36,34,33,23,37,23,48,26,48,52,23,44,19,50,54,57,52,53,54,25,49
226,65,46,36,34,48,49,35,56,42,42,38,45,24,47,13,44,31,54,44,21,34,18,48,47,51,50,53,48,22,46
227,68,51,39,35,45,41,44,43,42,41,44,43,22,43,21,48,27,49,48,22,45,19,43,50,52,52,52,47,18,37
228,61,40,35,33,58,48,46,43,38,42,35,37,27,45,23,46,33,49,49,23,40,21,41,48,47,58,39,49,26,51
229,63,46,29,28,57,47,38,48,34,31,39,38,28,44,18,47,31,58,46,29,46,23,41,51,46,64,45,37,24,55
230,61,42,37,40,57,39,36,56,33,35,38,45,23,46,20,46,31,54,43,24,42,23,40,56,53,51,48,35,22,55
231,57,49,41,39,46,48,42,47,33,33,41,44,32,42,22,43,19,58,47,30,42,20,39,48,50,60,47,38,25,49
232,60,51,40,35,54,49,38,52,34,41,40,40,28,40,18,44,29,56,46,25,48,21,45,47,46,53,46,34,24,47
233,62,52,32,39,45,45,39,52,33,43,48,37,28,43,18,38,23,53,44,27,40,24,39,50,48,55,46,45,27,56
234,62,49,42,30,56,39,45,54,36,40,38,35,23,39,23,43,25,54,47,22,49,26,46,51,50,52,50,37,26,42
235,63,33,35,37,50,48,44,53,27,41,35,41,22,46,26,47,32,50,47,23,47,16,41,51,47,50,57,47,22,53
236,64,48,26,37,48,48,38,56,36,36,43,45,32,44,13,43,30,51,42,24,38,20,39,49,52,51,52,45,25,56
237,62,56,29,31,54,48,41,51,35,36,35,43,32,43,17,50,26,49,48,16,38,24,46,52,50,56,44,43,27,49
238,63,54,30,26,57,49,38,54,34,37,45,45,27,45,20,45,23,50,39,22,40,17,46,55,54,51,51,39,26,49
239,58,42,38,39,46,55,43,44,28,32,41,32,26,53,26,47,32,48,54,21,38,28,37,51,61,42,48,39,34,48
240,62,47,36,30,52,46,44,52,42,42,38,38,23,37,13,44,30,58,40,27,39,17,37,50,55,53,53,56,23,47
241,66,46,39,32,47,48,38,56,33,37,36,38,30,47,19,53,24,54,44,30,43,20,40,49,52,55,42,44,18,51
242,66,46,37,31,53,44,43,55,42,40,33,36,21,41,26,47,23,50,38,21,39,25,46,44,49,54,50,57,23,51
243,65,56,36,34,48,40,37,53,33,42,39,34,20,43,24,41,27,49,51,23,41,21,41,51,50,55,51,50,20,56
244,64,51,35,23,56,40,36,46,33,37,41,40,22,42,25,48,20,61,46,28,43,22,44,51,53,55,51,50,20,48
245,61,43,29,33,48,47,42,52,35,35,35,31,24,52,26,45,35,55,40,22,41,24,42,57,53,49,52,45,28,50
246,51,47,37,37,55,48,47,49,41,41,34,39,25,42,22,46,25,50,43,25,44,23,39,51,55,60,43,46,22,44
247,62,49,39,27,54,51,38,54,34,40,43,34,29,39,27,40,21,58,44,23,40,21,45,47,49,56,55,44,24,44
248,60,44,28,32,49,42,44,55,38,38,38,33,22,46,21,45,23,58,45,29,38,19,45,57,57,55,50,45,18,57
249,65,45,33,41,51,50,37,48,24,36,39,47,23,40,19,45,26,46,46,32,44,26,45,54,48,58,46,42,29,46
250,62,44,32,31,51,40,39,50,33,43,30,37,21,49,25,43,29,52,54,37,43,17,42,53,53,51,46,50,22,52
251,64,49,39,35,49,45,44,49,34,37,43,36,25,49,21,44,29,52,48,23,35,20,44,50,57,58,43,38,25,46
252,63,48,36,28,50,49,38,53,34,37,38,37,28,48,15,50,28,59,48,24,46,18,45,40,48,56,50,45,29,43
253,62,47,33,31,49,46,45,51,28,44,43,39,27,41,29,40,36,48,48,22,42,16,52,53,51,48,47,38,25,50
254,59,39,36,34,41,52,47,54,36,40,40,39,18,41,17,53,26,56,56,21,46,25,42,47,46,52,44,50,26,48
255,62,47,28,30,55,50,39,48,35,47,32,37,21,44,20,46,37,47,42,28,37,19,45,44,58,64,40,49,22,58
256,68,51,31,37,49,44,44,49,33,38,34,29,22,50,22,46,28,49,46,31,44,20,47,51,53,53,46,49,18,49
257,60,45,37,34,56,48,47,61,37,41,40,32,26,34,20,43,24,51,51,22,44,20,44,49,57,56,44,46,16,46
258,60,44,34,27,52,45,46,52,28,39,41,41,25,29,24,47,23,44,46,27,44,25,45,54,58,57,49,51,27,47
259,67,55,37,28,51,36,41,50,33,38,38,41,27,46,18,51,29,51,48,19,44,19,39,46,55,54,51,45,23,51
260,58,42,36,35,48,49,45,47,38,33,46,40,20,47,21,43,32,52,34,27,41,23,40,52,49,61,49,50,23,50
261,61,51,35,28,51,41,45,46,31,37,39,40,28,43,24,46,29,60,48,25,43,23,37,48,46,53,51,50,31,41
262,62,47,31,33,46,51,49,54,42,32,45,33,24,42,21,36,23,52,46,17,43,24,43,52,50,57,48,57,21,50
263,64,48,28,32,52,44,38,46,39,36,44,37,21,40,18,51,30,56,41,21,44,20,49,52,51,52,47,55,23,52
264,61,51,32,29,46,51,40,52,32,42,48,43,30,42,19,46,26,58,47,23,45,25,33,52,42,57,44,45,15,55
265,67,48,34,37,49,51,45,49,32,31,45,27,32,49,16,49,26,51,47,31,35,20,41,56,51,56,48,48,17,43
266,54,51,34,33,55,41,48,51,27,27,47,31,26,45,20,44,20,59,49,25,48,25,46,54,52,54,46,44,22,53
267,63,41,29,34,51,50,39,49,30,39,42,37,28,48,24,44,30,53,48,22,37,23,44,51,57,55,51,41,19,52
268,65,48,47,35,52,39,32,45,30,39,43,44,24,50,23,32,26,55,42,32,41,22,44,45,49,57,50,48,21,51
269,65,44,32,33,49,51,36,44,37,43,41,44,25,40,18,42,33,52,39,20,46,19,51,54,53,60,48,45,22,45
270,65,54,40,30,48,44,37,56,40,42,39,42,24,41,19,40,29,46,38,28,36,21,47,53,47,51,42,57,24,51
271,62,52,33,29,53,47,39,44,33,38,43,39,27,38,22,45,24,55,37,28,43,20,50,54,52,53,51,43,23,54
272,65,52,26,40,53,46,46,52,37,38,40,33,25,49,16,52,26,56,44,22,38,22,44,52,47,49,54,43,20,44
273,64,43,36,35,49,43,45,55,33,46,34,33,23,38,25,42,32,47,39,30,31,24,49,57,47,57,50,45,22,57
274,63,44,39,34,51,48,43,50,32,31,40,34,28,45,17,42,31,60,46,18,41,22,49,55,46,59,52,40,18,53
275,64,40,38,34,50,36,45,54,35,39,48,33,19,50,18,41,32,61,39,27,44,19,38,44,53,59,52,50,23,46
276,66,40,34,36,56,44,40,51,38,41,37,40,29,43,13,39,27,51,45,28,39,20,44,53,52,55,50,51,20,49
277,64,45,36,36,49,48,37,58,36,35,43,40,24,44,17,43,29,59,47,29,33,21,47,51,53,44,51,44,20,48
278,65,49,33,32,52,49,45,45,31,36,35,39,21,37,22,39,35,47,47,19,47,23,52,50,54,56,45,48,30,48
279,66,40,37,38,52,46,33,47,41,40,34,35,31,40,19,45,28,52,43,24,44,23,47,57,51,58,43,48,21,48
280,66,47,35,36,51,52,47,54,37,34,41,39,29,49,17,45,29,49,41,18,36,18,47,50,49,55,51,40,19,50
281,59,51,36,28,49,41,40,59,34,37,27,36,22,46,13,49,36,56,46,27,38,23,48,52,51,59,44,45,28,51
282,67,53,32,28,45,45,44,49,37,39,45,36,23,39,15,37,29,55,44,23,45,26,47,53,50,57,49,44,21,54
283,59,43,39,36,42,48,39,52,36,38,39,41,25,38,25,51,26,55,47,22,51,19,43,52,49,53,48,43,21,51
284,61,53,34,39,41,45,44,56,36,49,45,42,23,35,16,52,22,56,42,19,39,17,44,55,51,58,50,45,17,45
285,67,52,31,42,49,45,47,57,30,39,33,43,27,34,21,44,27,56,46,20,43,18,39,46,58,46,52,47,20,52
286,61,35,27,33,53,46,33,55,36,36,42,43,26,47,28,51,29,54,34,31,38,29,40,46,61,52,47,47,24,47
287,63,43,40,27,51,52,49,48,43,41,37,28,26,40,30,43,27,54,46,25,42,20,48,52,48,56,50,37,23,42
288,64,47,32,41,53,50,29,61,33,36,36,38,20,50,21,40,32,51,42,29,42,17,39,49,49,62,49,51,21,47
289,60,50,31,38,45,46,44,50,35,40,38,40,22,42,17,54,34,50,46,27,38,20,37,47,50,58,50,50,25,47
290,61,49,37,39,56,47,41,58,34,43,40,40,26,39,16,45,30,55,44,17,36,23,42,51,49,52,43,39,26,53
291,63,48,39,31,56,40,42,53,30,40,41,40,20,38,26,41,31,50,43,23,42,26,42,54,53,49,46,43,26,55
292,62,42,37,35,46,44,42,51,41,39,40,33,18,41,27,46,28,53,49,25,39,15,46,50,50,60,50,46,21,55
293,65,45,38,32,43,52,41,53,33,42,40,34,24,47,26,47,21,57,46,25,42,25,43,43,49,54,51,48,22,43
294,61,40,36,30,53,45,42,55,36,44,37,40,26,50,17,53,34,41,46,15,42,21,45,47,57,52,55,43,26,42
295,59,46,35,23,52,49,38,51,27,35,41,40,22,41,28,49,30,56,44,17,35,32,35,53,61,55,57,43,23,54
296,60,47,34,28,60,49,36,52,31,38,43,42,25,42,19,49,19,58,49,21,43,18,44,50,56,56,43,41,24,54
297,67,47,40,25,46,51,35,50,36,34,41,41,15,41,18,44,19,51,39,29,39,29,44,60,55,50,52,52,27,54
298,57,42,42,38,43,40,41,57,42,25,36,39,24,45,29,38,36,56,39,34,37,26,48,52,46,59,40,40,23,57
299,57,48,36,37,56,45,44,54,43,38,43,35,24,34,9,39,27,56,40,22,41,22,50,48,60,56,46,47,25,49
300,60,45,32,32,48,48,35,44,34,39,49,43,23,49,22,45,34,51,48,23,38,21,45,51,58,52,44,45,24,49
301,62,45,34,29,53,44,45,56,33,39,37,40,20,45,15,45,26,61,45,23,42,23,43,51,50,57,54,41,23,50
302,61,43,30,29,41,45,46,55,42,39,40,45,22,44,22,46,30,45,40,24,43,24,45,54,54,56,48,50,20,48
303,64,40,37,35,48,48,39,47,30,36,45,37,24,48,21,37,23,59,42,27,38,23,44,55,50,53,52,52,26,51
304,65,49,29,33,48,48,37,57,32,39,44,34,23,48,17,44,34,50,51,24,41,20,45,51,53,57,43,42,19,54
305,62,50,34,36,52,55,40,53,38,36,40,39,23,42,28,34,29,61,37,28,45,18,43,42,55,55,48,45,25,38
306,59,49,32,38,49,51,46,54,39,30,33,34,25,39,17,44,26,53,56,29,41,25,47,54,53,50,40,48,23,47
307,64,41,33,24,51,44,47,50,37,33,36,38,30,38,23,41,29,54,39,34,54,20,46,53,51,60,49,43,20,49
308,60,41,35,38,50,52,45,55,31,33,48,43,21,41,18,46,31,53,49,25,41,18,52,51,46,56,48,37,22,45
309,56,50,21,32,62,47,44,47,38,32,36,43,23,48,19,45,22,46,45,30,42,20,46,46,53,60,56,45,25,52
310,60,54,33,36,54,46,41,51,32,40,35,31,24,43,18,50,30,50,45,21,44,17,51,52,49,47,43,56,27,51
311,67,51,36,26,51,36,40,57,27,44,41,34,27,46,19,45,22,58,42,24,46,21,40,53,52,56,45,54,21,50
312,59,52,35,27,47,45,37,47,35,40,43,40,25,43,29,48,22,57,44,24,41,18,46,54,54,56,46,38,25,54
313,54,45,44,38,50,45,43,52,44,28,34,40,29,44,26,45,19,57,44,20,45,22,51,48,54,50,54,33,23,50
314,59,48,39,31,44,41,43,45,42,38,47,36,29,46,24,41,24,52,46,28,40,21,39,47,58,60,46,43,22,52
315,65,52,27,31,40,48,36,52,30,36,34,43,32,45,18,42,37,54,42,33,43,15,49,56,51,55,48,48,18,51
316,66,50,32,36,48,47,37,50,32,42,41,38,24,41,19,48,20,57,47,27,44,24,42,48,45,60,48,51,24,43
317,57,45,35,34,53,37,50,48,32,37,33,42,35,52,23,47,28,54,54,34,43,25,44,55,45,48,48,36,16,41
318,59,43,31,31,55,47,39,52,31,42,37,41,25,44,13,45,27,50,41,22,45,20,49,56,57,60,49,46,21,53
319,59,43,31,32,52,41,40,56,35,38,42,38,26,45,20,45,23,52,47,17,43,25,45,53,55,56,52,40,21,59
320,66,44,49,38,48,42,37,48,37,32,40,36,23,45,18,44,29,54,49,29,49,21,50,45,49,44,46,45,23,51
321,58,50,30,26,57,44,38,48,31,47,42,48,28,32,22,36,28,50,46,35,41,18,42,57,59,56,50,42,23,47
322,66,43,37,33,47,52,29,54,32,40,45,40,32,41,24,38,22,55,42,22,37,20,45,55,50,56,45,51,25,53
323,62,47,36,34,52,44,41,51,40,44,35,36,25,47,22,47,23,58,42,20,38,19,46,51,53,54,42,45,26,51
324,62,45,39,39,46,52,41,45,29,35,34,39,26,44,24,43,33,51,49,25,44,24,36,54,53,56,46,48,23,46
325,58,53,32,31,53,44,36,44,39,47,37,49,20,42,15,43,33,56,57,23,41,18,53,53,52,48,44,38,21,51
326,57,49,34,24,56,48,38,55,31,42,38,33,21,47,34,34,24,48,41,21,44,24,43,56,57,53,46,45,32,56
327,64,46,36,34,48,51,44,54,35,44,40,32,23,49,18,38,31,50,42,24,41,25,42,51,51,52,49,44,21,52
328,56,50,32,28,60,49,37,52,27,43,38,33,26,44,20,45,33,52,44,19,48,23,42,54,43,57,47,54,24,51
329,55,56,26,36,52,43,40,55,34,41,35,36,24,41,26,47,28,53,44,19,44,21,48,47,54,51,57,44,24,50
330,62,47,34,32,50,51,35,55,32,37,38,34,30,44,23,55,34,52,50,24,41,24,42,39,56,49,48,50,18,45
331,58,49,36,36,49,47,37,54,42,28,41,40,25,42,17,40,25,61,42,28,41,23,48,54,53,55,44,42,24,50
332,59,54,25,34,51,53,36,53,37,41,33,39,19,44,20,53,25,45,48,30,33,18,37,47,57,61,52,45,24,58
333,62,51,37,28,48,44,36,45,37,40,35,41,21,43,21,45,26,53,47,30,44,20,54,52,47,51,52,47,29,45
334,61,44,32,30,51,43,41,51,27,38,37,38,24,41,31,44,34,57,38,29,44,21,45,47,54,58,44,46,28,53
335,68,43,35,29,50,43,51,45,33,37,40,37,21,42,22,36,27,56,48,28,47,23,39,53,49,60,48,46,21,54
336,66,52,37,35,56,43,31,52,29,37,45,35,20,48,18,49,23,53,50,18,46,22,44,48,58,47,46,44,23,56
337,64,48,36,21,51,46,50,43,40,45,37,37,28,41,22,46,27,50,47,19,41,25,48,54,45,48,47,53,21,51
338,58,41,34,31,42,45,43,53,41,36,36,39,26,43,28,45,29,52,52,21,35,28,48,51,46,48,57,51,21,51
339,63,46,32,25,46,46,42,46,34,29,39,38,20,46,18,39,31,57,44,31,39,29,48,55,54,58,46,52,23,55
340,66,45,43,29,46,51,40,48,31,42,38,36,25,43,16,46,33,56,46,19,42,23,50,46,58,59,47,37,24,46
341,57,48,39,32,48,47,42,55,32,43,40,31,35,44,20,42,22,58,50,23,38,17,44,59,48,53,43,53,21,47
342,59,55,26,28,55,46,44,52,33,34,42,41,25,41,21,47,40,50,42,24,43,29,42,50,47,52,45,43,19,56
343,66,56,34,24,53,47,42,51,37,35,39,32,23,51,17,38,22,53,46,27,43,21,35,57,57,60,43,51,20,51
344,68,47,40,31,57,53,44,47,31,34,45,40,20,32,22,49,26,57,43,31,35,19,41,57,53,50,49,41,22,47
345,63,55,33,28,48,45,44,46,35,38,47,31,22,45,18,44,35,55,51,21,36,28,44,58,48,61,41,45,21,45
346,62,53,34,29,45,43,36,51,31,39,46,36,21,41,31,40,36,59,47,24,39,28,40,50,53,45,47,49,25,51
347,65,50,30,34,47,49,46,48,38,40,39,38,17,47,30,40,23,50,47,25,41,18,46,54,49,52,41,42,30,55
348,68,50,42,31,43,49,47,54,35,35,40,31,27,43,18,51,24,52,38,21,41,27,50,57,54,60,43,40,19,41
349,59,47,32,35,49,52,43,57,41,35,34,46,22,41,20,45,28,51,48,24,35,23,47,51,57,47,47,43,19,53
350,67,48,34,39,58,49,40,51,42,35,42,39,18,36,19,40,28,49,39,21,38,21,40,53,59,47,48,52,24,55
351,62,44,37,29,45,46,41,47,30,39,43,38,21,36,22,48,31,56,48,20,36,28,54,50,45,58,49,50,21,57
352,61,44,36,24,60,44,45,50,35,35,46,30,26,55,21,48,29,47,48,20,49,19,45,49,47,56,51,41,25,45
353,64,48,41,29,55,47,44,52,28,40,34,34,28,40,14,42,21,54,37,24,40,25,46,52,60,59,44,49,23,57
354,58,47,35,27,49,49,46,57,38,25,38,33,28,38,24,49,29,57,42,20,42,27,51,53,46,60,47,47,21,48
355,60,49,37,36,45,50,40,55,41,27,35,37,25,40,24,38,32,54,52,27,41,22,42,54,51,59,50,44,24,40
356,65,46,32,21,50,44,42,46,35,44,39,38,24,43,27,40,21,45,55,25,42,24,46,53,51,57,57,46,26,47
357,62,44,38,32,49,41,47,47,35,37,38,35,25,46,18,39,33,56,45,25,35,25,48,55,50,56,53,44,19,54
358,60,50,31,28,53,44,43,48,32,46,31,42,22,47,27,41,28,62,43,28,44,23,39,57,51,55,42,42,25,47
359,65,50,38,35,47,40,36,48,25,34,37,36,25,51,24,41,43,49,44,29,40,24,48,47,48,53,48,46,30,50
360,60,42,41,24,50,48,43,52,34,46,40,38,28,46,20,40,28,57,56,22,45,23,41,50,45,46,46,45,22,53
361,64,46,27,31,52,47,38,48,34,47,44,40,24,42,20,43,29,48,47,21,45,25,51,49,58,55,49,43,23,41
362,60,51,41,32,41,37,39,57,37,38,36,32,20,45,24,53,21,51,48,32,38,27,40,58,50,53,52,46,25,47
363,59,43,38,32,51,45,48,47,31,32,37,26,24,39,21,44,38,55,49,18,41,22,46,57,59,51,54,50,25,49
364,63,50,28,31,47,52,44,60,36,31,45,36,22,41,22,39,30,51,53,22,35,27,40,51,52,60,47,42,25,49
365,55,43,29,27,55,51,46,42,41,42,42,27,22,45,28,44,36,51,37,26,40,29,48,55,50,58,52,40,22,48
366,54,54,34,37,46,43,39,52,32,34,43,40,20,43,21,47,33,52,45,23,41,24,47,50,60,52,46,39,29,51
367,58,48,32,29,53,41,32,54,31,42,29,33,22,48,21,46,27,50,53,24,50,22,41,51,48,56,58,56,23,53
368,60,53,39,32,49,48,38,57,36,35,36,36,21,53,17,53,37,60,41,20,41,22,39,50,52,47,43,49,23,44
369,63,53,34,34,53,43,42,51,34,40,35,33,26,43,17,42,31,54,44,34,44,18,46,48,47,53,46,48,24,51
370,64,47,33,32,50,44,42,53,34,42,37,41,21,40,25,51,25,49,48,20,39,22,43,48,50,53,50,46,23,59
371,59,52,35,41,47,38,37,56,44,32,32,42,26,47,25,41,30,52,38,26,34,25,48,54,51,59,41,41,21,57
372,59,43,36,38,56,44,42,53,34,35,44,34,20,43,20,38,25,64,44,22,41,29,43,51,47,56,46,49,23,52
373,60,46,36,26,50,46,39,58,28,36,39,35,24,47,19,41,30,48,45,35,36,27,47,49,54,65,50,50,17,48
374,57,50,33,37,47,50,37,58,37,41,30,42,25,40,16,45,30,53,56,30,39,17,31,53,62,52,46,52,19,46
375,60,49,39,34,46,51,42,57,38,40,44,39,25,45,17,51,30,53,41,24,36,21,43,51,46,57,47,40,25,40
376,58,52,41,39,50,53,38,55,36,28,39,40,20,44,18,39,19,49,44,30,41,24,41,58,54,53,45,45,26,52
377,62,53,36,27,52,54,39,59,37,45,42,36,25,40,26,45,30,49,37,18,45,21,37,44,45,57,45,49,21,55
378,58,49,35,34,54,47,44,46,27,33,38,44,22,40,19,46,32,59,49,25,40,25,39,53,54,59,44,37,23,56
379,66,41,29,33,53,44,37,53,30,40,33,37,32,40,23,49,31,56,48,23,38,19,46,52,58,53,55,39,21,52
380,67,41,33,38,55,47,43,46,35,40,41,32,25,41,18,43,26,44,48,28,44,23,45,51,51,64,53,47,23,39
381,64,50,25,32,54,44,40,54,40,45,42,31,25,35,18,33,22,52,53,25,42,21,43,51,51,57,47,55,29,51
382,59,35,37,29,52,45,39,55,39,39,35,44,27,52,19,52,27,51,43,27,43,17,39,50,58,56,43,51,21,47
383,63,45,32,24,49,48,44,50,33,35,40,44,27,45,21,42,28,55,41,24,36,29,36,52,54,62,46,47,25,54
384,60,53,33,34,50,42,38,56,32,41,39,33,16,44,22,46,26,55,44,27,46,31,37,48,44,58,53,49,23,51
385,62,50,34,39,52,50,38,44,30,43,38,33,22,51,20,44,25,54,42,26,46,15,42,58,51,57,55,41,23,46
386,59,50,37,34,47,50,46,53,42,35,39,28,29,39,18,47,27,50,41,21,41,23,51,54,51,57,46,46,26,44
387,56,53,31,31,53,49,41,51,31,47,43,39,27,43,24,39,28,52,43,25,39,18,41,52,53,51,49,47,22,53
388,56,52,36,36,48,46,42,52,35,27,45,37,25,40,20,43,29,50,53,20,42,20,41,52,53,51,50,55,27,48
389,66,45,34,29,47,41,45,47,40,40,43,40,20,42,26,42,29,56,39,26,45,23,39,44,43,63,46,49,25,57
390,59,51,27,36,37,48,44,53,34,43,41,31,28,45,19,47,31,53,47,28,43,20,43,44,51,58,52,41,22,55
391,62,47,35,23,57,38,41,46,36,34,40,40,24,42,28,40,31,50,50,27,44,25,41,53,52,53,54,38,31,49
392,61,43,40,37,53,49,40,55,37,34,37,39,29,42,22,40,33,47,48,17,41,20,50,45,47,54,50,50,22,49
393,63,48,36,27,53,45,43,53,31,37,38,36,24,49,20,46,33,57,47,25,36,27,51,51,51,49,48,38,20,49
394,60,42,43,27,52,53,41,50,27,38,41,37,19,46,17,51,37,53,43,26,34,24,46,55,53,57,49,44,24,42
395,61,48,43,39,54,50,43,46,34,26,44,31,14,43,22,49,25,51,47,31,40,20,48,55,47,53,50,47,23,47
396,68,50,35,33,46,46,41,46,35,41,45,39,26,49,27,43,22,53,50,24,42,17,47,55,45,54,40,39,20,53
397,65,50,30,31,44,51,49,55,38,37,35,38,26,38,25,41,28,56,42,25,41,20,37,52,57,53,50,46,23,48
398,65,50,31,29,52,54,39,48,37,40,40,34,32,45,22,50,29,51,37,20,46,24,43,43,50,52,51,43,24,50
399,58,50,38,37,50,44,47,44,36,35,37,44,32,50,16,39,23,56,42,19,52,18,43,49,51,57,45,43,24,52
400,66,42,32,22,50,45,38,56,30,37,39,44,20,46,30,44,27,55,44,22,39,21,50,54,57,55,43,43,27,53
401,63,47,36,27,53,47,44,53,34,41,37,27,22,50,21,38,20,54,44,26,41,26,50,54,58,49,45,45,24,55
402,63,44,39,24,45,48,44,55,35,41,36,41,23,49,18,50,26,55,45,24,41,23,45,49,46,54,53,44,21,50
403,70,51,23,30,54,45,41,50,34,45,42,39,24,46,21,52,20,45,44,27,40,19,47,51,50,56,50,52,18,45
404,68,50,34,23,53,52,33,48,34,36,41,32,21,44,26,49,36,61,40,23,37,30,44,46,54,55,42,46,28,45
405,60,47,26,32,47,46,45,54,28,40,40,45,26,46,22,40,25,53,51,21,38,22,46,54,55,58,42,50,19,53
406,65,46,33,37,50,50,36,53,33,46,33,40,19,44,20,39,30,56,39,27,43,20,49,50,52,57,47,43,18,56
407,59,45,43,32,50,47,40,51,36,44,37,35,25,50,14,49,24,53,38,20,44,24,50,53,54,53,44,44,31,42
408,58,51,37,31,50,52,47,54,41,27,33,33,24,46,23,35,28,51,54,27,37,22,42,53,54,57,48,42,23,51
409,66,50,26,34,52,50,48,53,39,41,45,32,23,45,17,43,26,60,46,20,39,21,43,49,54,57,51,36,19,46
410,60,44,33,43,52,43,48,57,37,33,34,45,21,49,20,44,27,46,57,26,43,23,47,39,56,47,46,45,17,49
411,59,48,25,31,55,43,36,50,41,41,32,38,24,42,27,45,25,51,44,27,44,18,49,55,60,51,54,48,17,51
412,63,52,38,27,48,52,39,54,32,39,37,32,22,44,15,46,27,55,45,29,43,21,44,51,57,52,51,38,25,53
413,61,44,31,32,55,50,30,53,31,39,38,40,23,45,22,45,29,55,43,19,50,25,41,56,53,51,53,43,25,49
414,62,44,28,35,57,44,41,51,36,50,38,37,21,45,26,43,35,55,39,23,41,27,46,52,48,47,44,44,24,48
415,59,53,45,40,54,43,43,49,37,34,36,30,24,44,22,45,23,52,45,23,46,24,46,53,51,55,43,38,24,50
416,67,45,34,36,46,48,44,48,36,46,28,37,28,41,21,49,25,51,41,19,43,21,45,56,61,52,45,48,19,51
417,65,52,37,32,51,48,39,52,37,36,44,44,21,37,28,43,25,48,46,22,37,20,43,48,51,55,46,46,25,53
418,64,48,27,32,57,51,38,51,35,26,38,37,28,46,32,45,25,53,43,20,42,30,40,49,54,60,52,40,26,42
419,64,41,41,32,45,51,40,60,36,48,42,31,25,48,15,40,32,40,40,23,46,18,45,55,47,62,48,43,25,48
420,65,47,26,32,56,38,47,56,43,35,45,32,23,40,26,43,29,55,37,24,42,17,43,51,50,58,49,48,21,53
421,60,52,37,32,56,47,38,49,36,40,33,36,23,47,19,53,24,56,45,23,46,22,53,53,46,51,44,43,16,51
422,69,47,33,30,52,41,38,44,43,33,41,40,17,42,32,46,18,54,48,26,41,27,46,53,55,55,45,41,28,46
423,57,54,35,20,51,50,45,49,31,39,45,39,29,44,16,40,34,57,44,16,39,21,45,55,52,58,43,47,29,47
424,58,51,27,33,54,46,34,56,37,45,43,33,29,46,21,45,23,55,42,19,36,29,50,49,56,52,40,49,24,49
425,57,49,36,30,51,52,41,50,37,42,38,35,25,47,20,47,30,47,47,23,43,21,41,54,59,51,44,33,28,53
426,59,47,40,30,43,51,46,50,44,38,36,35,29,54,18,42,25,52,40,22,38,22,45,49,54,57,44,43,30,48
427,54,47,42,26,54,45,45,52,32,36,37,41,23,32,20,41,26,50,46,24,43,30,46,52,54,54,54,49,25,51
428,67,51,35,40,50,45,43,50,32,31,38,29,25,48,19,45,33,51,41,27,48,25,40,49,51,59,50,43,19,47
429,56,44,32,33,38,42,46,44,38,41,41,38,31,50,20,47,25,57,46,22,40,27,41,54,53,54,51,47,18,55
430,67,46,26,37,53,42,42,54,33,40,37,40,30,44,22,48,27,53,53,22,33,25,43,52,54,51,42,48,20,47
431,66,50,38,32,53,39,40,57,25,39,42,37,20,52,21,43,28,56,42,29,40,18,38,47,47,50,52,48,33,49
432,62,54,40,40,45,47,44,49,32,37,38,41,23,41,15,42,27,50,51,32,34,17,41,51,56,49,45,49,23,56
433,60,52,32,40,55,43,49,47,36,40,34,40,30,46,20,47,23,46,44,20,34,28,47,50,48,60,46,48,19,47
434,66,53,40,36,59,50,38,48,30,42,33,40,20,44,23,32,21,48,47,30,43,21,38,49,56,57,47,51,23,46
435,68,51,36,24,51,48,39,49,32,45,39,39,26,43,16,49,25,49,48,29,41,16,47,52,52,57,33,50,22,55
436,60,57,36,29,51,53,40,52,34,37,38,38,22,44,18,44,31,52,46,23,45,23,46,51,52,54,50,48,16,41
437,64,49,40,30,52,49,41,50,32,37,48,42,18,42,22,47,32,51,46,21,38,21,49,53,45,53,42,44,24,49
438,67,48,33,36,55,48,31,46,30,39,41,32,23,50,18,42,27,55,41,20,44,21,49,54,56,52,50,47,22,54
439,68,38,35,30,52,48,43,54,28,29,40,29,21,52,20,50,23,53,46,30,45,27,39,55,44,49,51,50,27,55
440,58,52,31,25,58,49,35,47,44,38,34,44,27,40,20,40,32,54,41,24,49,24,45,48,54,57,46,39,21,55
441,66,47,31,32,54,49,41,57,29,45,40,34,24,44,21,47,28,51,38,18,42,23,46,47,57,50,47,48,27,48
442,66,51,37,33,49,46,44,47,36,41,36,41,21,44,18,41,28,57,45,25,37,27,38,53,52,53,39,44,28,54
443,56,50,29,31,52,44,31,49,39,46,38,41,25,46,28,41,27,56,44,23,38,23,45,55,56,51,51,49,21,46
