team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,61.188,20.812,0.202,0.33,0.484,0.738,1.0
BOS,57.902,24.098,0.202,0.316,0.48,0.751,1.0
NYK,50.86,31.14,0.066,0.133,0.291,0.567,0.995
CLE,59.168,22.832,0.065,0.135,0.319,0.593,1.0
DAL,47.558,34.442,0.065,0.13,0.286,0.513,0.897
MIN,45.492,36.508,0.048,0.1,0.216,0.409,0.811
ORL,45.478,36.522,0.045,0.088,0.183,0.392,0.874
IND,45.937,36.063,0.042,0.111,0.219,0.458,0.924
MIL,44.309,37.691,0.042,0.089,0.185,0.389,0.836
MEM,48.172,33.828,0.041,0.082,0.203,0.454,0.92
DEN,46.585,35.415,0.033,0.084,0.18,0.414,0.854
HOU,48.972,33.028,0.03,0.081,0.183,0.451,0.944
SAC,41.061,40.939,0.021,0.044,0.09,0.193,0.423
GSW,41.731,40.269,0.019,0.041,0.089,0.195,0.482
PHI,38.928,43.072,0.018,0.039,0.083,0.191,0.486
PHO,40.619,41.381,0.016,0.039,0.086,0.18,0.394
MIA,43.349,38.651,0.015,0.041,0.118,0.308,0.757
LAL,43.047,37.953,0.013,0.036,0.099,0.246,0.594
ATL,39.36,42.64,0.007,0.02,0.047,0.132,0.43
LAC,41.895,40.105,0.004,0.019,0.053,0.134,0.469
DET,38.45,43.55,0.003,0.014,0.033,0.109,0.358
SAS,38.555,43.445,0.002,0.014,0.03,0.071,0.206
CHI,37.669,44.331,0.001,0.014,0.042,0.108,0.327
POR,30.308,51.692,0.0,0.0,0.001,0.001,0.004
BRK,28.436,53.564,0.0,0.0,0.0,0.001,0.012
UTA,27.421,54.579,0.0,0.0,0.0,0.001,0.002
TOR,24.68,57.32,0.0,0.0,0.0,0.001,0.001
CHO,25.397,55.603,0.0,0.0,0.0,0.0,0.0
NOP,25.218,56.782,0.0,0.0,0.0,0.0,0.0
WAS,21.255,60.745,0.0,0.0,0.0,0.0,0.0
