team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,64.253,17.747,64.0,2.8977562009251225,61.0,68.0,1.0,0.998,0.949,0.482,0.025,0.451,0.566,0.718,0.898,1.0
CLE,48.218,33.782,48.0,3.335637270447733,44.0,52.0,0.352,0.023,0.0,0.0,0.0,0.103,0.253,0.399,0.645,0.965
DET,55.355,26.645,55.0,3.584546693795465,51.0,60.0,0.951,0.602,0.124,0.004,0.0,0.07,0.183,0.363,0.651,0.999
BOS,50.33,31.67,50.0,3.442833135660223,46.0,55.0,0.607,0.106,0.002,0.0,0.0,0.051,0.17,0.309,0.581,0.985
HOU,51.003,30.997,51.0,3.4978551999761227,46.0,56.0,0.678,0.156,0.01,0.0,0.0,0.046,0.084,0.25,0.555,0.974
SAS,52.557,30.443,53.0,3.583399363732711,48.0,57.0,0.799,0.305,0.025,0.0,0.0,0.045,0.102,0.273,0.568,0.983
MIN,50.066,31.934,50.0,3.4976626481123074,46.0,55.0,0.557,0.112,0.0,0.0,0.0,0.041,0.082,0.224,0.522,0.958
NYK,48.74,34.26,49.0,3.572730048576299,44.0,53.0,0.419,0.056,0.001,0.0,0.0,0.037,0.133,0.28,0.552,0.976
DEN,50.941,31.059,51.0,3.4927809836862087,46.0,55.10000000000002,0.667,0.149,0.008,0.0,0.0,0.03,0.067,0.189,0.519,0.972
ORL,45.382,36.618,46.0,3.572404792293281,41.0,50.0,0.119,0.004,0.0,0.0,0.0,0.029,0.09,0.203,0.421,0.869
PHI,45.251,36.749,45.0,3.6036091630475133,40.0,50.0,0.121,0.002,0.0,0.0,0.0,0.025,0.057,0.135,0.355,0.868
GSW,46.528,35.472,47.0,3.3596452193646877,42.0,51.0,0.191,0.007,0.0,0.0,0.0,0.023,0.045,0.137,0.344,0.822
TOR,44.449,37.551,44.0,3.6706128916027088,40.0,49.0,0.077,0.002,0.0,0.0,0.0,0.017,0.044,0.12,0.259,0.771
LAL,45.065,36.935,45.0,3.803258471363733,40.0,50.0,0.12,0.002,0.0,0.0,0.0,0.008,0.017,0.073,0.225,0.692
LAC,41.46,40.54,42.0,3.786079766724415,37.0,46.0,0.013,0.0,0.0,0.0,0.0,0.007,0.015,0.041,0.106,0.396
MIA,43.42,38.58,43.0,3.6446673373574163,39.0,48.0,0.043,0.0,0.0,0.0,0.0,0.005,0.033,0.096,0.271,0.722
ATL,40.345,41.655,40.0,3.397053870635554,36.0,45.0,0.005,0.0,0.0,0.0,0.0,0.004,0.026,0.064,0.167,0.463
PHX,45.554,36.446,46.0,3.650901806403453,41.0,50.0,0.131,0.008,0.0,0.0,0.0,0.003,0.011,0.054,0.175,0.727
MEM,38.159,43.841,38.0,3.8853209648624913,33.0,43.0,0.001,0.0,0.0,0.0,0.0,0.003,0.007,0.016,0.029,0.154
MIL,36.664,45.336,37.0,3.883954685626495,32.0,42.0,0.0,0.0,0.0,0.0,0.0,0.002,0.009,0.02,0.051,0.169
POR,40.866,41.134,41.0,3.587484355366585,36.0,45.0,0.013,0.0,0.0,0.0,0.0,0.0,0.004,0.025,0.057,0.285
CHI,36.333,45.667,36.0,3.972922224257605,31.0,41.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.024,0.151
CHO,33.651,48.349,34.0,3.8844818187243457,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.022,0.06
DAL,34.335,47.665,34.0,3.798522739171111,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.036
BRK,24.929,57.071,25.0,3.813916490957819,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002
SAC,25.546,56.454,25.0,3.544274820044292,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
UTA,25.71,56.29,25.0,3.356173416258463,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,22.391,59.609,22.0,3.663893966806354,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,21.977,60.023,22.0,3.5547814278799197,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.522,60.478,22.0,3.0609665140278812,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
