team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.359,19.641,62.0,3.5698906145707046,58.0,67.0,1.0,0.976,0.811,0.281,0.012,0.278,0.397,0.566,0.798,1.0
CLE,48.212,33.788,48.0,3.8970573513870694,43.0,53.0,0.38,0.048,0.0,0.0,0.0,0.099,0.207,0.362,0.609,0.94
NYK,52.955,30.045,53.0,4.141132091590415,48.0,58.0,0.798,0.359,0.054,0.0,0.0,0.09,0.203,0.363,0.63,0.988
DEN,51.198,30.802,51.0,4.074652868650285,46.0,56.0,0.648,0.215,0.017,0.001,0.0,0.067,0.129,0.267,0.574,0.962
DET,54.159,27.841,54.0,4.072065692004489,49.0,59.0,0.874,0.471,0.094,0.006,0.0,0.057,0.143,0.305,0.591,0.997
HOU,52.964,29.036,53.0,3.892647428165053,48.0,58.0,0.806,0.369,0.036,0.001,0.0,0.052,0.102,0.294,0.589,0.99
MIN,49.571,32.429,50.0,4.1869988058273915,44.0,55.0,0.527,0.115,0.004,0.0,0.0,0.049,0.1,0.233,0.486,0.927
ORL,47.035,34.965,47.0,4.250149997353034,41.0,52.0,0.285,0.035,0.001,0.0,0.0,0.045,0.11,0.217,0.466,0.901
SAS,51.476,31.524,52.0,4.322895326051742,46.0,57.0,0.688,0.249,0.023,0.0,0.0,0.043,0.084,0.2,0.471,0.962
BOS,50.639,31.361,51.0,4.055943663316837,45.0,56.0,0.617,0.177,0.011,0.0,0.0,0.042,0.099,0.222,0.485,0.974
MIA,46.109,35.891,46.0,4.466443663587396,41.0,52.0,0.228,0.029,0.0,0.0,0.0,0.033,0.072,0.162,0.335,0.815
LAC,40.195,41.805,40.0,4.2429912797459295,35.0,45.0,0.011,0.0,0.0,0.0,0.0,0.026,0.048,0.088,0.17,0.43
GSW,44.881,37.119,45.0,4.218392940445449,39.900000000000006,50.0,0.126,0.007,0.0,0.0,0.0,0.02,0.046,0.109,0.267,0.699
LAL,47.144,34.856,47.0,4.496361195455721,41.0,53.0,0.295,0.047,0.003,0.0,0.0,0.019,0.042,0.115,0.318,0.827
ATL,41.401,40.599,41.0,4.569485638449912,35.0,47.0,0.031,0.001,0.0,0.0,0.0,0.016,0.055,0.123,0.243,0.573
TOR,44.015,37.985,44.0,4.640126614651803,38.0,50.0,0.123,0.006,0.0,0.0,0.0,0.016,0.038,0.084,0.219,0.692
PHI,43.813,38.187,44.0,4.931331564597943,37.0,50.0,0.111,0.012,0.0,0.0,0.0,0.014,0.037,0.083,0.255,0.672
PHX,43.856,38.144,44.0,4.7452359266953215,38.0,50.0,0.119,0.012,0.0,0.0,0.0,0.013,0.024,0.054,0.161,0.582
MIL,37.504,44.496,38.0,4.748892923619146,31.0,43.0,0.001,0.0,0.0,0.0,0.0,0.011,0.028,0.058,0.118,0.284
MEM,39.051,42.949,39.0,4.681495380751753,33.0,45.0,0.01,0.0,0.0,0.0,0.0,0.006,0.015,0.043,0.082,0.3
CHI,35.288,46.712,35.0,4.946822818739317,29.0,41.0,0.001,0.0,0.0,0.0,0.0,0.002,0.006,0.018,0.044,0.136
POR,38.575,43.425,39.0,4.467703548804463,33.0,44.0,0.006,0.0,0.0,0.0,0.0,0.001,0.009,0.023,0.064,0.23
DAL,34.661,47.339,35.0,4.672481032599276,29.0,41.0,0.001,0.0,0.0,0.0,0.0,0.001,0.004,0.008,0.019,0.088
CHO,28.994,53.006,29.0,4.701697991151708,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.005,0.019
UTA,26.592,55.408,26.0,4.062208266448189,22.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
BRK,27.791,54.209,28.0,4.55711740028716,22.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
SAC,24.126,57.874,24.0,4.140546340762292,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
IND,21.724,60.276,21.0,4.887312553950279,16.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
WAS,22.367,59.633,22.0,3.5693572250476695,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.345,59.655,22.0,3.986474005935571,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
