simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
90,62,43,42,30,35,36,33,37,41,48,50,35,30,54,19,47,40,17,25,55,28,49,52,48,55,23,47,50,46,54
91,60,47,42,29,36,36,37,39,41,48,48,38,29,47,18,46,45,25,29,48,24,47,40,55,52,25,42,54,46,58
92,65,50,47,26,45,38,35,37,51,43,42,27,28,50,24,39,38,24,23,54,25,44,47,50,50,25,46,53,44,61
93,64,46,48,27,36,39,34,40,47,42,50,27,35,47,25,46,36,24,27,50,22,54,46,48,47,21,45,53,50,55
94,63,48,47,29,35,32,32,46,44,48,51,34,32,50,22,41,40,20,28,47,25,51,39,51,49,27,42,51,51,56
95,65,45,52,20,29,38,43,39,47,41,47,29,32,52,22,45,36,30,22,46,28,44,50,56,49,19,38,51,58,58
96,63,48,48,25,35,30,41,34,37,50,48,32,33,52,26,47,48,22,22,53,23,39,55,51,49,25,49,53,44,49
97,64,37,46,28,36,45,38,37,46,48,46,31,29,55,25,42,36,18,28,55,27,44,45,57,47,20,42,54,51,54
98,57,42,47,27,33,38,46,39,43,48,54,26,29,55,25,45,39,23,27,47,21,45,42,58,54,21,47,51,49,53
99,68,47,44,29,29,36,35,34,42,44,53,30,29,55,24,48,47,26,17,46,25,46,51,60,54,24,47,51,41,49
100,57,47,43,25,39,37,37,36,42,48,46,31,30,55,27,38,43,22,18,55,23,53,48,46,51,26,41,53,55,59
101,66,48,47,32,38,39,40,39,44,47,53,28,28,56,18,46,36,20,21,52,25,47,49,50,52,27,37,49,48,49
102,64,51,50,25,34,39,37,46,47,39,49,35,34,50,19,46,35,30,22,55,23,40,46,51,56,18,42,48,44,56
103,67,47,40,22,40,44,28,41,43,41,45,32,30,55,17,47,44,16,26,49,23,50,50,51,55,20,47,56,49,56
104,63,48,48,23,39,35,43,39,44,43,50,31,32,55,22,54,33,23,21,58,20,46,44,52,50,22,40,56,46,51
105,62,45,46,24,38,39,32,41,40,47,53,37,25,54,24,42,38,19,23,57,24,44,47,55,54,20,47,49,55,50
106,61,46,43,33,37,37,36,39,44,38,47,29,32,54,22,48,43,23,32,46,30,46,49,58,49,18,41,43,50,57
107,63,40,44,31,36,34,35,32,49,44,45,36,29,47,21,45,47,23,23,54,28,52,45,49,59,22,43,50,49,56
108,65,52,46,24,40,39,39,44,50,42,49,33,40,47,21,43,38,26,23,53,18,44,46,52,50,23,42,48,38,56
109,63,44,43,26,37,36,30,42,35,51,47,31,41,53,30,50,44,19,25,47,25,47,41,51,54,20,47,48,51,53
110,54,49,43,23,39,37,40,41,44,36,49,28,32,56,25,48,40,17,34,55,23,50,48,56,51,20,40,51,48,54
111,68,41,42,28,42,43,37,44,39,42,50,31,35,53,23,44,43,19,21,54,20,45,42,53,56,21,45,45,46,59
112,60,37,50,24,32,37,44,33,49,44,51,36,32,46,25,42,40,17,28,60,30,44,46,50,50,24,44,50,50,56
113,62,38,42,30,44,34,42,39,43,48,41,36,42,50,23,45,41,22,23,47,23,44,46,54,51,21,45,54,49,52
114,65,43,49,20,30,35,26,43,41,49,54,33,32,53,17,48,39,30,25,50,27,49,54,52,54,22,42,51,48,50
115,62,47,44,27,28,31,36,45,46,53,53,39,27,49,27,46,39,21,25,47,25,50,44,53,50,16,38,55,52,56
116,61,49,38,23,32,37,38,38,43,48,53,36,24,57,24,51,42,23,22,50,25,46,48,51,51,29,45,46,53,48
117,59,56,44,25,42,37,28,44,38,44,56,29,34,53,17,41,42,18,28,48,17,47,49,53,54,26,47,55,48,52
118,61,46,44,23,33,34,34,42,38,48,48,26,31,57,18,45,42,30,21,57,27,44,42,55,53,27,42,58,45,60
119,62,48,44,27,44,35,37,35,42,43,48,31,33,52,24,42,48,18,32,46,29,46,42,53,56,28,42,51,45,48
120,62,53,37,28,38,34,39,41,45,47,45,32,24,52,17,47,40,26,25,47,31,45,48,48,56,19,49,51,44,61
121,68,45,44,29,43,36,31,35,48,46,46,36,29,41,25,49,44,21,26,48,22,53,46,51,53,22,43,48,49,54
122,68,42,45,25,38,40,33,40,37,49,46,35,30,53,24,38,38,28,30,47,27,42,50,55,52,22,46,54,48,49
123,61,46,47,26,29,44,33,33,39,48,53,32,31,53,27,44,42,22,21,58,28,48,44,54,47,22,43,53,47,56
124,60,54,43,29,32,33,41,46,45,54,49,32,25,49,23,52,40,19,28,47,25,45,47,48,53,16,37,52,46,61
125,63,39,50,27,35,38,33,39,46,47,53,33,31,44,23,42,33,24,29,54,31,51,48,45,50,21,46,58,50,48
126,65,48,45,27,30,39,38,38,43,44,53,30,34,46,25,43,44,19,26,57,27,47,46,52,43,18,43,56,52,53
127,60,48,47,25,42,37,34,38,39,38,47,25,31,51,29,46,42,24,33,51,19,50,51,51,52,19,47,49,46,60
128,55,40,49,30,43,44,37,38,44,43,45,29,36,53,20,45,39,19,31,47,20,45,41,49,56,29,49,51,51,53
129,61,45,37,24,34,38,35,38,52,45,50,34,36,45,21,42,40,28,23,54,33,42,55,49,49,24,42,55,48,52
130,55,48,43,26,36,36,38,39,42,43,51,32,32,51,26,47,37,22,25,47,31,43,41,52,54,24,49,51,49,61
131,67,45,48,32,33,38,39,43,42,47,56,28,28,46,15,46,37,29,23,50,26,48,43,57,48,18,46,50,47,56
132,59,48,44,20,38,38,41,44,42,48,44,36,33,56,27,45,45,24,29,52,24,41,40,48,43,24,43,48,51,56
133,65,50,45,24,37,40,29,39,45,57,49,34,24,49,27,36,35,22,27,44,30,48,52,52,49,21,41,54,49,57
134,63,46,46,21,36,41,34,45,43,43,49,29,34,47,17,45,39,31,19,52,19,49,49,58,52,22,49,51,49,53
135,62,42,45,29,37,36,46,38,46,46,49,29,31,49,26,51,36,24,28,48,23,47,43,52,48,20,45,53,44,58
136,62,47,36,35,39,31,39,34,45,46,52,35,32,51,16,45,42,18,22,46,28,45,53,61,49,29,43,49,45,56
137,58,47,40,31,42,37,37,34,49,50,48,31,25,51,28,40,42,15,23,45,27,48,56,53,52,23,42,50,49,58
138,61,48,49,32,32,41,37,34,45,45,49,33,33,53,18,40,41,26,23,45,25,52,40,53,55,15,43,59,49,55
139,67,47,51,18,36,45,31,37,37,48,43,29,31,50,23,47,35,16,34,52,29,47,44,49,48,27,46,54,51,59
140,63,48,49,22,40,31,38,42,40,49,53,26,29,60,16,43,43,29,28,50,23,46,53,52,51,21,45,49,45,47
141,64,46,42,25,40,41,34,43,42,44,42,38,36,51,18,44,42,28,27,58,32,45,45,49,43,16,42,52,46,56
142,65,53,40,27,42,39,34,39,36,44,45,32,34,52,18,48,43,25,25,52,23,44,49,55,56,22,48,46,40,55
143,61,49,44,23,35,37,38,41,39,48,42,36,37,50,20,44,40,25,31,56,24,47,42,59,51,23,45,51,47,46
144,65,50,36,26,37,27,33,41,38,45,49,35,37,55,18,50,41,26,28,51,31,46,46,57,55,17,42,55,44,50
145,64,49,51,28,38,35,35,46,39,39,50,24,36,49,27,43,39,19,31,51,27,52,34,52,51,19,49,47,52,55
146,54,44,41,23,37,37,42,53,40,52,45,28,34,54,20,46,48,21,23,55,26,43,42,50,48,19,51,45,49,61
147,64,41,41,32,35,31,44,39,46,46,49,29,33,47,23,42,39,18,32,52,27,50,48,54,48,18,46,55,45,57
148,55,44,51,21,42,38,41,38,46,46,53,30,33,53,23,46,43,23,23,50,25,44,38,51,51,19,51,51,49,53
149,66,46,45,26,34,38,38,42,48,45,44,31,29,53,23,45,48,24,22,42,25,47,47,46,54,29,43,49,48,54
150,59,50,45,27,39,32,35,44,44,47,53,33,30,53,27,49,35,30,23,51,15,45,44,57,55,22,37,55,42,53
151,68,45,43,31,32,29,32,44,36,48,49,32,32,52,25,43,39,26,24,58,34,43,48,54,49,19,41,52,46,57
152,61,44,47,23,38,39,36,38,46,44,46,32,32,50,23,48,36,29,26,48,23,44,40,55,54,21,51,52,51,54
153,66,45,45,28,35,30,31,41,43,45,49,26,40,48,20,43,43,21,27,55,28,42,47,54,49,24,41,50,52,63
154,69,49,46,31,29,41,43,37,45,42,50,27,33,50,25,46,46,32,28,45,20,44,46,46,44,20,42,52,50,53
155,61,47,44,32,33,31,35,40,40,51,50,22,37,52,18,43,42,25,19,47,26,40,49,53,61,26,46,59,40,62
156,62,47,45,29,40,39,35,39,40,45,51,31,37,48,19,44,44,25,26,53,19,50,46,52,53,23,42,51,41,55
157,65,48,44,23,41,34,35,43,39,43,49,35,32,54,26,48,37,30,23,56,27,40,41,50,52,22,44,46,46,58
158,63,43,41,28,35,35,41,38,41,41,45,33,33,55,21,42,45,20,22,55,27,55,44,53,52,23,47,52,46,55
159,67,50,36,29,37,37,34,41,46,43,50,29,28,53,27,45,41,22,27,46,28,50,47,52,53,17,42,53,43,58
160,68,41,46,27,34,37,29,42,44,49,53,32,33,50,23,46,45,25,21,53,28,43,47,49,50,19,45,52,42,58
161,69,47,45,27,28,38,40,33,45,46,52,40,25,52,20,49,33,18,23,48,27,51,50,52,55,22,47,51,49,49
162,58,48,47,28,41,33,32,38,45,50,54,31,30,46,26,48,47,27,15,49,28,44,49,55,48,23,45,48,46,52
163,59,46,51,28,35,34,38,34,45,46,55,32,29,48,19,41,45,24,32,52,29,50,43,52,52,22,40,48,50,52
164,63,49,40,26,32,33,34,42,36,46,41,36,33,57,24,49,43,22,25,52,30,44,47,51,49,27,47,50,55,48
165,65,44,52,31,40,31,39,34,39,51,54,32,35,50,23,50,39,24,21,49,20,43,50,53,55,20,42,47,42,56
166,60,46,50,27,33,32,32,42,41,50,54,32,33,56,26,46,39,22,22,48,26,48,50,58,53,19,40,48,46,52
167,59,51,50,28,33,39,40,35,34,49,55,30,23,58,18,50,41,26,22,54,30,40,42,45,53,27,52,49,43,55
168,66,43,46,25,33,44,34,46,46,44,44,36,33,56,25,45,39,20,21,49,24,46,44,51,51,24,48,56,43,49
169,62,46,47,26,44,43,35,33,39,41,51,33,26,57,23,37,40,20,28,44,31,47,41,50,57,25,41,58,49,57
170,60,42,41,27,43,47,40,35,44,51,51,27,31,52,26,39,38,21,27,58,27,49,47,48,53,25,42,49,45,46
171,59,48,49,23,36,35,40,34,42,51,48,32,35,50,20,52,37,21,28,55,31,51,47,54,46,22,43,49,48,45
172,58,46,40,26,40,44,35,37,43,44,47,32,35,48,26,45,46,19,27,50,25,39,47,58,55,25,47,47,44,56
173,71,43,45,23,37,38,45,44,49,49,46,27,30,52,23,45,41,23,31,48,21,47,44,55,49,19,36,46,52,52
174,62,49,39,26,40,40,34,37,44,47,48,35,31,56,19,49,40,21,21,44,30,49,53,50,55,24,44,46,47,51
175,70,40,43,29,35,35,40,43,38,49,47,32,36,48,31,49,44,18,22,48,26,46,51,54,50,17,46,48,45,51
176,60,43,44,27,41,44,43,32,46,50,53,31,39,51,15,48,33,18,26,51,25,43,48,53,52,24,44,41,50,56
177,58,48,48,24,41,37,36,41,45,48,47,35,29,53,22,39,41,28,28,52,28,46,39,49,56,23,42,48,44,56
178,67,45,45,29,37,42,31,37,39,46,45,35,38,51,18,45,36,27,25,48,33,51,43,50,54,24,44,51,44,51
179,66,49,44,28,30,37,43,34,42,49,43,34,28,55,19,46,39,21,21,58,32,47,45,55,54,18,40,50,54,50
180,59,45,49,20,36,40,46,40,45,49,48,31,31,51,23,48,40,26,26,52,23,44,41,44,51,22,42,47,51,61
181,62,53,48,25,30,31,34,34,44,47,46,37,31,54,23,47,40,19,20,52,36,47,39,57,55,25,43,54,47,51
182,61,44,46,23,35,38,40,38,43,46,53,29,37,55,14,46,37,22,22,51,27,45,48,54,51,21,50,51,51,53
183,64,43,42,20,36,40,35,33,48,46,54,30,30,52,23,43,42,26,20,52,25,43,48,48,55,23,49,58,49,54
184,62,45,40,28,40,38,41,35,41,47,44,34,35,47,26,49,38,24,20,49,25,46,46,56,50,19,48,54,47,57
185,69,44,47,36,35,43,38,34,43,40,44,32,26,53,17,50,41,21,36,52,27,46,46,48,51,25,45,47,46,49
186,63,46,40,32,33,42,35,42,44,44,45,39,38,52,24,40,41,24,26,52,21,45,46,48,49,21,48,49,45,57
187,62,41,43,32,33,42,44,33,44,45,53,30,36,53,23,43,39,21,22,45,23,38,51,53,58,20,48,52,49,55
188,61,38,41,30,39,39,38,45,44,44,49,39,32,53,23,39,43,23,24,52,23,42,42,54,48,24,49,50,46,57
189,65,46,43,36,35,39,27,47,40,48,52,31,32,53,28,40,40,20,22,57,21,45,46,43,60,24,36,50,50,55
190,56,51,55,35,43,36,38,31,38,31,51,32,34,57,22,45,43,18,22,51,23,43,49,51,50,22,54,47,48,55
191,67,54,44,30,33,44,37,41,40,48,47,28,32,47,19,49,50,22,22,48,27,44,43,50,44,17,48,46,55,55
192,54,45,48,31,31,45,30,35,45,42,47,32,32,58,26,42,41,22,24,51,28,47,45,50,55,23,43,56,47,56
193,66,49,44,25,43,34,30,48,40,44,49,33,35,49,19,41,42,18,22,54,25,49,49,50,48,30,38,49,46,62
194,61,49,37,23,39,31,39,48,45,44,47,31,32,51,21,45,44,21,22,48,25,43,46,63,52,23,45,50,49,57
195,64,50,47,27,40,40,39,37,49,46,46,35,29,46,27,45,37,24,21,46,24,49,52,56,43,24,35,51,44,58
196,65,46,50,29,34,32,36,38,40,46,51,30,32,49,18,44,40,29,20,48,27,44,51,53,56,26,47,55,44,51
197,69,54,47,28,45,43,31,41,39,41,50,31,31,46,19,44,43,19,24,49,30,39,53,49,55,22,41,47,42,59
198,64,47,52,28,33,34,39,38,45,44,49,27,34,44,23,44,40,26,20,50,25,46,42,54,50,22,52,49,52,58
199,64,41,49,33,33,36,43,41,39,44,50,33,33,60,13,39,45,27,24,50,20,46,47,54,47,26,43,50,48,53
200,60,53,40,25,39,40,38,35,39,48,48,30,39,56,22,45,42,23,23,48,25,53,39,49,51,25,46,49,50,51
201,61,45,43,27,35,49,44,41,46,42,49,26,33,45,19,46,47,23,30,50,22,46,51,49,49,21,43,47,45,57
202,62,44,43,33,43,27,35,48,43,49,49,30,33,53,28,36,40,30,32,50,24,46,46,46,54,29,35,48,44,51
203,58,50,40,36,34,35,41,43,39,39,49,29,32,54,26,49,43,22,27,51,18,48,44,51,52,24,49,52,48,48
204,66,44,39,37,40,38,39,37,48,40,46,38,33,51,15,48,42,28,23,50,21,47,38,53,50,22,43,53,42,60
205,61,47,49,28,31,40,41,36,47,44,53,42,28,52,23,48,45,18,25,47,25,45,45,50,51,20,41,51,47,51
206,65,48,38,29,41,41,36,40,38,53,44,30,33,48,25,46,42,24,23,52,20,45,45,53,54,17,43,57,47,54
207,58,52,41,30,42,41,34,41,44,51,49,33,29,46,18,45,38,16,33,46,25,46,44,53,54,21,42,53,50,56
208,65,45,45,23,36,28,45,40,43,49,47,35,35,42,18,47,41,25,25,53,24,47,52,52,47,20,43,53,50,56
209,65,41,43,26,36,32,48,38,40,43,49,32,31,47,24,46,40,22,24,57,29,47,49,51,50,22,47,44,47,61
210,65,41,43,25,37,40,37,42,41,43,56,21,36,52,29,46,33,22,35,50,21,37,43,58,52,22,50,55,43,56
211,65,47,53,23,39,37,40,33,44,43,49,23,29,45,28,50,38,23,29,52,18,46,48,55,57,24,43,50,47,53
212,64,46,44,26,33,41,36,34,45,41,51,27,35,54,19,49,38,26,20,49,33,38,46,49,49,24,44,64,51,55
213,63,46,44,25,41,37,48,39,42,45,46,31,31,55,23,44,43,22,22,50,27,48,50,53,48,19,49,51,40,49
214,63,55,40,25,40,37,39,44,47,38,45,37,31,49,21,48,43,23,22,46,27,45,41,50,52,19,49,50,48,57
215,62,48,47,35,37,31,35,42,38,50,55,30,34,42,24,51,37,22,23,56,21,47,41,63,46,28,40,45,51,50
216,63,40,49,25,39,38,39,33,45,44,48,38,39,47,20,41,38,24,18,51,33,47,49,49,53,23,40,52,48,58
217,60,43,38,33,37,31,38,38,42,48,54,33,29,50,22,43,43,23,23,52,25,47,47,55,53,15,46,49,50,64
218,68,44,41,26,37,39,35,39,44,43,50,36,30,49,27,42,40,24,18,56,31,41,42,58,49,22,46,51,45,58
219,59,48,45,29,34,41,37,42,41,52,55,26,30,55,32,41,29,18,26,49,18,51,45,50,54,20,49,53,51,51
220,64,45,39,23,37,40,30,32,46,47,53,37,31,56,23,46,44,31,22,45,29,43,48,54,57,22,46,49,38,54
