team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,62.911,19.089,0.232,0.377,0.542,0.753,1.0
BOS,55.846,26.154,0.219,0.364,0.566,0.8,1.0
NYK,49.801,32.199,0.069,0.135,0.26,0.58,0.989
CLE,59.273,22.727,0.068,0.148,0.349,0.636,1.0
IND,47.662,34.338,0.053,0.128,0.249,0.533,0.973
DAL,45.559,36.441,0.051,0.107,0.225,0.427,0.796
MEM,49.734,32.266,0.043,0.1,0.239,0.514,0.961
DEN,49.05,32.95,0.039,0.096,0.215,0.487,0.94
MIN,44.73,37.27,0.038,0.086,0.177,0.37,0.731
MIL,45.802,36.198,0.033,0.079,0.179,0.409,0.923
ORL,44.147,37.853,0.028,0.054,0.14,0.328,0.86
PHO,41.459,40.541,0.025,0.042,0.091,0.187,0.422
HOU,50.349,31.651,0.023,0.068,0.202,0.471,0.977
SAC,42.059,39.941,0.017,0.038,0.099,0.212,0.493
PHI,36.339,45.661,0.014,0.029,0.063,0.114,0.278
LAL,42.887,38.113,0.012,0.029,0.078,0.188,0.527
MIA,41.941,40.059,0.01,0.031,0.086,0.256,0.707
GSW,41.645,40.355,0.01,0.027,0.057,0.16,0.424
LAC,43.847,38.153,0.007,0.023,0.065,0.201,0.612
ATL,41.781,40.219,0.003,0.021,0.064,0.203,0.662
SAS,37.53,43.47,0.003,0.007,0.01,0.03,0.117
DET,38.689,43.311,0.002,0.008,0.02,0.081,0.383
CHI,35.581,46.419,0.001,0.003,0.023,0.056,0.211
TOR,25.541,56.459,0.0,0.0,0.001,0.003,0.003
CHO,26.926,55.074,0.0,0.0,0.0,0.001,0.003
BRK,27.959,54.041,0.0,0.0,0.0,0.0,0.008
NOP,28.058,53.942,0.0,0.0,0.0,0.0,0.0
POR,26.812,55.188,0.0,0.0,0.0,0.0,0.0
UTA,25.552,56.448,0.0,0.0,0.0,0.0,0.0
WAS,19.53,62.47,0.0,0.0,0.0,0.0,0.0
