team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.092,19.908,62.0,2.7675866743428292,59.0,66.0,1.0,0.996,0.821,0.202,0.0,0.382,0.526,0.681,0.865,1.0
CLE,49.994,32.006,50.0,2.9192403121360186,46.0,54.0,0.57,0.06,0.0,0.0,0.0,0.122,0.258,0.417,0.7,0.987
NYK,51.881,31.119,52.0,3.078122642131077,48.0,56.0,0.775,0.204,0.005,0.0,0.0,0.087,0.23,0.392,0.666,0.998
DET,56.045,25.955,56.0,3.1668556961124708,52.0,60.0,0.981,0.692,0.135,0.001,0.0,0.079,0.186,0.365,0.676,1.0
HOU,51.78,30.22,52.0,3.0818176454813155,48.0,55.0,0.784,0.197,0.001,0.0,0.0,0.054,0.112,0.3,0.623,0.985
SAS,52.136,30.864,52.0,3.1422132327389876,48.0,56.0,0.8,0.23,0.004,0.0,0.0,0.053,0.093,0.264,0.572,0.991
DEN,50.952,31.048,51.0,3.0681747016752485,47.0,55.0,0.675,0.122,0.001,0.0,0.0,0.048,0.084,0.227,0.534,0.982
MIN,49.203,32.797,49.0,2.9909515208374744,45.0,53.0,0.45,0.039,0.0,0.0,0.0,0.039,0.083,0.196,0.494,0.955
BOS,49.582,32.418,50.0,3.1662716244820186,45.0,54.0,0.523,0.056,0.0,0.0,0.0,0.036,0.112,0.252,0.528,0.979
PHI,45.109,36.891,45.0,3.1979867104164144,41.0,49.0,0.084,0.003,0.0,0.0,0.0,0.017,0.049,0.114,0.284,0.799
ORL,44.12,37.88,44.0,3.2021242949017457,40.0,48.0,0.042,0.0,0.0,0.0,0.0,0.016,0.049,0.134,0.312,0.774
GSW,45.075,36.925,45.0,3.020161419527109,41.0,49.0,0.07,0.001,0.0,0.0,0.0,0.015,0.036,0.112,0.261,0.757
MIA,44.939,37.061,45.0,3.1047188278489894,41.0,49.0,0.058,0.0,0.0,0.0,0.0,0.01,0.051,0.131,0.31,0.806
TOR,46.231,35.769,46.0,3.0465782445228613,42.0,50.0,0.145,0.002,0.0,0.0,0.0,0.01,0.038,0.101,0.286,0.889
LAC,41.504,40.496,42.0,3.2664941451041973,37.0,46.0,0.004,0.0,0.0,0.0,0.0,0.009,0.015,0.045,0.129,0.436
PHX,45.974,36.026,46.0,3.2642493777283623,42.0,50.0,0.147,0.004,0.0,0.0,0.0,0.007,0.025,0.077,0.214,0.763
LAL,46.582,35.418,47.0,3.2303677809190705,42.0,51.0,0.183,0.003,0.0,0.0,0.0,0.007,0.022,0.085,0.265,0.85
ATL,40.881,41.119,41.0,3.0742216901193062,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.006,0.021,0.064,0.15,0.438
CHO,38.235,43.765,38.0,3.1896355591195684,34.0,42.0,0.002,0.0,0.0,0.0,0.0,0.001,0.005,0.022,0.055,0.189
MEM,35.185,46.815,35.0,3.465945037071419,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.007,0.011,0.068
CHI,37.238,44.762,37.0,3.387824670788027,33.0,41.10000000000002,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.005,0.023,0.111
POR,38.941,43.059,39.0,3.4376618507351764,35.0,43.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.031,0.185
MIL,33.014,48.986,33.0,3.7637486632345682,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.01,0.03
DAL,33.002,48.998,33.0,3.4464468659766108,28.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.028
IND,24.8,57.2,25.0,3.3352661063249514,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTA,24.62,57.38,25.0,2.908882947112173,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,24.198,57.802,24.0,3.165248173524471,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,22.788,59.212,23.0,2.9327557007019864,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,22.45,59.55,22.0,2.814160620860153,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,22.449,59.551,22.0,3.047851538379125,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
