team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,58.322,23.678,0.254,0.39,0.597,0.846,1.0
OKC,64.771,17.229,0.221,0.373,0.574,0.777,1.0
CLE,64.375,17.625,0.082,0.186,0.413,0.706,1.0
IND,48.419,33.581,0.069,0.141,0.28,0.588,1.0
NYK,51.834,30.166,0.062,0.121,0.255,0.633,1.0
MIN,45.913,36.087,0.054,0.12,0.245,0.47,0.865
DEN,50.958,31.042,0.051,0.119,0.271,0.549,0.998
MIL,46.635,35.365,0.03,0.069,0.178,0.45,0.989
MEM,49.388,32.612,0.029,0.087,0.203,0.495,0.985
LAL,50.524,31.476,0.029,0.074,0.218,0.52,0.993
GSW,45.043,36.957,0.024,0.067,0.128,0.285,0.71
HOU,47.633,34.367,0.02,0.051,0.113,0.345,0.925
SAC,43.692,38.308,0.018,0.048,0.112,0.243,0.592
DAL,42.696,39.304,0.015,0.04,0.09,0.195,0.482
MIA,40.387,41.613,0.011,0.026,0.073,0.193,0.783
ORL,37.784,44.216,0.009,0.025,0.062,0.138,0.512
DET,44.712,37.288,0.008,0.026,0.079,0.277,0.975
LAC,42.205,39.795,0.005,0.017,0.037,0.1,0.374
PHI,31.192,50.808,0.005,0.007,0.02,0.036,0.102
ATL,37.998,44.002,0.003,0.006,0.029,0.098,0.483
POR,36.446,45.554,0.001,0.001,0.002,0.003,0.014
CHI,32.426,49.574,0.0,0.002,0.012,0.027,0.128
PHO,37.966,44.034,0.0,0.002,0.006,0.016,0.053
TOR,29.432,52.568,0.0,0.001,0.002,0.008,0.025
SAS,35.676,46.324,0.0,0.001,0.001,0.002,0.009
BRK,27.525,54.475,0.0,0.0,0.0,0.0,0.003
NOP,26.09,55.91,0.0,0.0,0.0,0.0,0.0
UTA,21.913,60.087,0.0,0.0,0.0,0.0,0.0
CHO,20.352,61.648,0.0,0.0,0.0,0.0,0.0
WAS,17.693,64.307,0.0,0.0,0.0,0.0,0.0
