simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,64,47,38,35,37,41,33,43,36,38,49,33,32,52,21,43,46,18,29,61,23,43,48,49,44,27,41,56,49,55
1,64,38,44,26,37,33,39,44,40,44,53,44,41,53,26,44,47,21,18,52,21,44,46,52,43,15,40,52,49,61
2,68,43,47,29,34,36,40,43,43,48,51,41,38,51,19,43,41,22,27,44,23,46,48,52,41,20,41,50,49,53
3,68,43,38,24,37,41,40,38,37,46,50,32,33,52,21,45,41,27,25,51,23,43,46,50,49,21,45,56,47,62
4,68,43,52,25,40,39,34,46,39,46,55,31,40,48,21,44,39,20,23,49,28,43,42,50,48,15,44,53,47,59
5,62,44,50,28,42,38,41,40,42,46,47,28,34,53,23,49,45,19,23,53,23,46,47,46,51,21,41,51,49,49
6,67,40,47,29,39,33,40,38,46,41,56,38,28,46,21,48,41,21,32,52,22,41,46,52,44,22,41,54,48,58
7,65,45,43,27,30,38,40,48,40,42,52,31,32,52,17,50,39,21,23,54,28,46,47,54,50,21,44,53,47,52
8,66,43,48,29,35,42,36,48,39,46,55,35,34,52,21,43,46,17,26,50,21,48,35,50,44,20,42,57,45,58
9,60,43,56,32,37,35,36,42,38,47,50,33,36,48,28,49,43,21,24,48,24,48,43,46,45,18,42,53,48,58
10,64,49,51,29,34,32,41,44,44,47,53,39,30,51,21,47,41,16,21,49,30,48,35,48,50,21,47,49,48,52
11,63,49,45,25,31,41,30,45,40,47,52,32,36,52,30,43,37,23,22,51,26,47,42,53,49,21,45,54,50,50
12,64,42,41,20,42,36,36,42,43,47,50,28,35,49,22,46,42,22,26,58,22,51,44,45,55,21,43,54,50,55
13,64,45,49,24,34,35,42,38,43,46,51,35,29,51,17,43,47,20,23,55,21,51,49,50,49,22,45,48,52,53
14,63,51,48,26,38,33,37,38,41,43,47,45,40,48,17,45,37,19,23,54,24,48,50,55,43,17,42,53,47,59
15,58,46,43,30,40,41,45,38,36,41,54,36,32,45,24,45,42,28,24,45,22,42,48,55,47,19,39,53,49,64
16,62,44,44,24,33,35,45,50,38,47,55,39,31,50,22,55,41,21,27,44,22,44,46,50,48,19,44,52,45,54
17,62,50,51,30,33,40,35,41,41,45,56,36,30,44,15,51,47,18,20,53,22,49,43,44,54,26,39,55,47,54
18,61,51,45,26,34,41,39,40,43,45,48,36,30,52,25,42,39,22,26,52,20,45,43,52,45,27,42,56,46,58
19,60,52,45,22,32,42,34,45,41,45,44,32,36,50,24,41,46,25,32,47,23,46,47,52,47,24,41,53,47,56
20,67,48,49,29,40,33,37,43,37,46,46,34,34,58,17,48,41,20,23,47,25,40,45,51,43,23,42,52,54,59
21,63,48,41,32,33,46,39,41,38,40,53,33,32,48,25,43,41,18,25,55,23,44,43,48,48,27,44,56,50,54
22,67,39,47,28,43,34,34,41,38,53,44,38,32,48,23,48,38,24,25,55,23,46,51,50,49,17,43,48,44,61
23,61,45,49,24,28,38,34,39,37,49,48,36,36,52,24,42,39,27,24,55,24,44,47,50,50,21,45,58,54,51
24,65,46,53,26,43,36,38,41,41,44,52,33,35,45,24,39,44,22,19,49,21,46,50,52,46,24,42,52,47,56
25,64,45,49,26,36,38,35,42,43,42,45,38,39,50,22,47,39,20,25,53,24,44,51,51,49,21,41,53,48,51
26,68,48,47,21,37,38,36,37,32,43,47,39,41,52,25,49,44,25,23,49,22,44,47,50,46,24,41,52,50,54
27,59,40,45,24,37,38,41,48,40,53,48,33,33,49,21,50,41,24,29,50,21,53,43,50,44,19,42,56,44,56
28,62,45,51,26,35,38,43,42,37,47,52,34,40,52,20,41,36,23,24,57,22,48,46,53,39,21,43,56,46,52
29,65,44,49,28,43,41,44,34,38,42,50,36,32,46,23,38,44,21,29,51,25,41,43,49,51,18,50,50,51,55
30,62,43,52,29,45,39,36,44,49,42,44,37,37,52,18,43,41,21,22,46,22,47,49,50,47,25,41,52,46,50
31,65,47,47,30,35,37,39,43,43,39,59,31,41,50,20,41,41,15,27,44,23,45,45,51,42,27,45,51,53,55
32,68,47,53,28,30,40,31,44,42,43,50,37,37,51,19,42,48,24,16,49,25,44,47,50,51,19,46,50,48,52
33,63,48,42,23,43,31,35,43,39,46,56,36,33,48,26,44,45,25,22,51,20,45,49,54,49,20,44,48,42,61
34,64,51,50,28,32,31,35,44,44,42,52,38,36,48,22,39,38,22,29,46,15,43,42,53,50,23,49,56,50,59
35,63,45,43,26,36,38,48,35,42,44,53,41,33,46,19,45,41,26,18,52,29,46,44,54,46,20,45,53,43,57
36,63,43,46,26,35,39,40,41,41,48,47,37,37,47,25,45,43,21,28,52,27,43,45,54,47,22,43,47,40,59
37,65,42,49,28,37,35,39,41,39,41,47,44,37,52,21,40,48,20,23,47,23,43,45,51,55,16,45,50,52,56
38,60,54,50,35,35,33,42,40,43,45,48,29,33,51,20,46,42,22,27,48,21,45,46,47,54,22,47,52,45,49
39,63,45,47,24,34,41,35,39,46,42,45,30,39,52,25,45,42,23,25,52,24,45,44,53,50,23,36,50,56,56
40,64,36,43,22,40,34,40,39,37,45,54,43,34,51,25,41,41,24,30,47,24,42,38,57,51,25,40,54,53,57
41,66,44,50,23,36,36,43,42,40,38,51,29,29,47,24,42,46,18,27,53,25,46,44,49,49,22,47,56,51,58
42,64,44,52,31,34,37,33,41,44,45,52,40,34,48,19,44,40,24,20,47,27,51,47,46,51,20,40,56,48,52
43,62,47,43,24,39,38,41,40,40,43,49,34,34,53,19,44,44,22,25,47,27,48,46,54,49,20,46,53,45,55
44,67,53,50,27,42,34,40,40,42,44,50,33,36,47,23,43,41,25,26,49,20,46,45,54,46,21,40,50,44,53
45,67,49,44,27,36,36,38,43,41,53,54,30,33,47,18,45,36,19,26,52,30,44,46,52,47,24,37,55,51,51
46,64,42,54,30,32,39,40,40,38,46,53,33,35,47,20,47,37,18,25,51,29,45,47,51,52,21,47,48,48,52
47,68,40,49,29,33,37,41,37,45,43,52,33,29,57,22,46,41,22,19,45,24,45,44,53,54,20,45,51,50,57
48,64,46,45,37,43,34,37,42,34,43,49,32,37,53,22,47,40,17,23,49,25,42,49,47,52,23,42,54,46,57
49,60,42,45,30,36,41,42,44,45,45,48,32,38,50,21,48,45,16,20,47,25,47,48,44,47,25,41,55,48,56
50,67,42,40,25,32,40,41,42,42,47,53,37,30,51,12,45,44,18,26,50,23,47,47,52,52,22,49,50,53,52
51,65,48,45,30,32,39,37,44,37,41,53,31,27,47,22,45,44,27,27,50,25,53,39,54,44,21,47,55,49,53
52,64,44,47,29,40,33,40,44,38,37,47,35,34,45,21,47,44,20,25,48,25,47,48,51,51,22,44,52,54,55
53,68,47,44,23,36,43,38,42,41,43,50,39,34,45,23,44,47,17,27,46,24,55,46,46,45,21,43,47,48,59
54,63,51,46,24,39,37,41,37,36,47,52,38,35,47,21,41,44,16,24,51,29,48,49,48,50,18,37,55,49,58
55,58,42,47,25,48,35,39,39,38,44,50,36,32,57,24,47,40,26,25,47,25,42,45,52,52,18,47,48,49,54
56,65,42,45,25,38,37,38,43,42,46,48,36,35,50,22,47,39,21,21,52,22,44,42,54,49,21,44,56,48,59
57,67,47,43,30,36,36,35,45,46,45,48,42,33,49,25,43,41,24,26,42,20,45,45,51,44,22,48,54,54,45
58,62,46,47,25,42,38,41,38,37,43,46,34,34,50,19,46,49,19,18,47,25,49,50,54,48,24,41,54,49,56
59,56,53,42,26,37,37,39,38,47,45,51,38,26,51,17,44,41,25,28,45,27,49,40,47,54,19,43,57,49,60
60,61,46,45,32,33,29,43,41,40,45,47,32,34,53,25,50,38,27,21,55,29,46,40,45,47,15,44,60,51,57
61,61,50,49,25,37,41,36,43,42,40,54,36,32,46,21,35,41,25,25,54,26,47,40,52,49,23,37,56,53,55
62,59,49,42,26,41,40,36,42,35,42,53,38,39,54,25,43,44,16,26,52,27,55,45,50,44,20,42,45,53,48
63,63,45,53,23,29,46,34,39,41,46,52,31,35,53,24,49,34,23,22,50,22,42,50,47,51,25,45,56,47,54
64,61,46,47,21,28,40,32,39,38,43,55,33,44,47,24,44,46,29,24,53,20,49,47,48,48,22,48,46,49,60
65,57,47,50,29,38,37,41,38,39,45,51,32,35,48,21,44,42,24,21,48,19,45,46,53,48,19,46,52,55,61
66,69,47,38,24,32,39,37,45,47,43,50,34,39,45,25,47,40,20,23,51,22,50,48,50,46,18,38,51,56,57
67,60,46,45,35,37,34,33,44,41,38,53,31,30,52,17,46,41,28,26,51,24,49,48,48,46,21,48,51,50,58
68,66,45,44,29,37,35,43,42,48,40,47,36,30,48,18,49,39,21,21,52,23,44,46,53,54,24,45,52,48,52
69,66,46,42,27,36,39,41,43,45,45,47,33,30,52,21,51,38,24,31,44,26,40,44,46,49,22,46,57,49,51
70,65,46,46,23,40,38,38,45,39,40,49,43,35,47,24,49,43,31,24,55,24,45,43,50,43,17,41,47,45,56
71,65,42,44,27,41,33,36,43,43,41,45,37,38,53,20,49,39,22,27,54,21,49,51,50,48,20,44,51,42,56
72,61,49,38,24,45,44,35,46,36,45,51,34,36,50,21,48,39,22,21,48,23,50,49,48,44,23,44,51,49,57
73,60,44,40,23,39,40,43,42,44,40,49,33,41,43,24,49,39,22,25,53,23,49,44,50,50,24,45,55,44,54
74,63,47,51,26,41,36,34,44,43,41,47,36,38,49,26,45,38,22,24,46,22,49,40,53,47,19,44,54,50,56
75,68,44,44,31,39,34,41,45,41,49,50,34,35,48,19,42,40,19,20,55,18,46,46,49,49,22,44,52,49,58
76,62,45,53,29,32,33,34,39,37,50,56,37,34,48,29,43,43,18,24,49,25,46,53,51,46,18,44,51,46,56
77,67,44,42,30,27,40,34,38,37,47,54,35,33,43,22,44,43,23,28,48,23,40,44,50,54,32,44,56,55,54
78,66,50,45,26,34,30,43,49,46,46,52,28,38,49,21,47,40,25,30,53,20,40,40,46,46,15,43,56,50,57
79,67,45,51,32,37,40,33,36,38,44,53,34,39,44,26,41,41,21,23,47,33,43,48,49,50,25,46,43,45,57
80,66,46,42,25,37,44,41,42,37,46,49,39,39,49,26,35,40,20,22,50,22,49,45,50,48,25,42,52,52,51
81,65,41,46,20,37,39,42,44,46,45,51,29,35,44,28,42,42,20,24,50,27,47,45,52,44,18,50,55,48,55
82,64,43,47,30,34,36,42,46,36,48,53,32,40,54,22,46,39,22,22,49,28,41,48,45,45,25,43,52,45,54
83,66,45,41,26,35,38,38,43,43,38,53,39,29,51,23,44,44,17,24,46,30,49,48,44,48,20,47,55,53,54
84,62,48,46,24,32,42,34,47,46,36,50,38,34,43,22,45,37,18,27,52,21,51,46,50,49,23,44,52,52,60
85,63,42,52,31,36,38,33,38,45,39,56,33,29,51,21,42,42,28,25,51,25,48,44,52,50,19,36,56,49,57
86,66,41,47,25,39,33,39,46,45,41,52,37,35,48,29,47,40,24,22,45,24,47,42,49,45,25,40,60,46,52
87,60,51,44,24,35,35,40,41,46,46,45,36,35,52,16,40,42,25,21,52,28,45,40,58,48,21,45,55,54,51
88,68,45,47,26,37,35,43,39,43,43,50,35,34,51,25,47,45,21,27,42,26,42,42,47,52,21,47,49,41,61
89,62,42,40,25,39,40,41,46,41,47,49,31,35,51,23,44,40,22,32,44,26,42,46,54,49,22,41,52,49,56
90,62,50,44,30,32,36,42,42,39,45,48,35,41,42,15,46,43,23,22,54,21,49,46,49,49,25,49,54,41,57
91,63,48,40,33,41,36,35,41,43,49,49,42,36,47,17,47,42,20,26,47,24,46,48,48,49,22,45,52,45,50
92,64,44,47,23,38,42,39,42,41,49,51,35,38,48,15,44,41,25,25,50,27,46,41,52,49,18,46,48,49,54
93,64,49,45,31,34,42,37,44,39,46,52,36,31,49,20,44,38,25,25,41,25,47,45,47,53,16,43,53,47,63
94,65,52,45,22,40,39,40,32,39,44,49,37,35,44,23,47,45,20,19,49,23,52,47,44,48,28,39,56,51,57
95,69,45,49,26,35,43,44,41,41,42,50,35,38,38,22,44,35,21,25,52,23,47,49,52,45,21,43,50,48,58
96,65,40,48,27,39,30,36,48,44,40,52,29,33,45,22,44,41,24,31,57,22,47,39,53,44,23,46,51,52,59
97,64,43,46,32,36,36,38,38,37,45,51,40,38,44,22,43,42,29,26,41,20,48,39,52,51,25,43,55,53,54
98,65,49,51,30,30,35,43,44,48,47,53,32,35,51,18,46,39,23,19,51,25,51,46,48,38,20,38,47,54,55
99,61,47,45,29,35,36,32,46,43,42,54,36,33,53,20,44,43,23,28,45,25,45,50,53,52,20,41,55,46,49
100,68,46,42,21,37,40,35,47,41,47,48,38,38,50,24,46,43,21,27,44,23,44,37,51,48,18,46,53,50,58
101,67,48,46,29,38,40,33,42,40,43,47,39,33,45,24,45,42,18,31,50,18,43,47,53,47,21,46,50,52,54
102,65,50,48,32,37,38,41,36,47,45,50,39,37,46,16,43,43,18,24,50,28,47,47,51,44,20,45,47,45,52
103,66,46,40,26,37,37,36,45,42,47,57,37,34,50,23,46,41,18,28,46,24,49,41,48,45,21,42,57,47,55
104,62,52,49,30,32,41,38,43,42,38,50,33,38,56,19,40,42,21,34,47,20,38,47,51,47,24,44,51,47,55
105,65,50,40,26,38,35,46,38,38,46,54,38,34,56,25,42,38,20,27,45,29,46,43,46,51,24,38,49,47,57
106,63,46,54,31,36,37,41,43,35,46,52,35,30,48,17,44,41,18,26,49,30,42,44,53,48,23,49,50,45,55
107,63,46,43,24,38,35,39,41,40,44,51,29,33,50,21,48,38,17,30,53,27,48,44,56,52,18,51,50,49,53
108,68,42,43,25,36,36,37,45,40,48,49,36,41,50,31,41,40,20,25,46,23,43,49,53,42,23,42,55,46,56
109,63,42,48,23,35,34,36,41,43,49,47,33,36,55,17,48,42,22,27,52,18,47,47,49,48,18,48,57,48,58
110,69,51,41,34,40,41,44,37,38,46,54,40,27,46,23,44,42,20,17,54,23,41,47,52,53,16,37,53,46,55
111,66,43,44,28,37,40,36,47,43,45,49,30,37,48,17,42,38,23,25,53,26,47,45,43,54,21,42,51,52,59
112,60,48,48,28,32,37,36,43,41,39,49,37,39,50,27,39,41,24,19,52,26,44,45,56,45,18,41,59,53,55
113,68,46,44,28,34,40,35,42,37,45,50,35,31,51,28,41,42,21,22,53,23,47,48,46,56,19,42,54,47,56
114,64,40,48,31,33,35,45,48,42,46,55,33,32,47,26,47,46,19,20,55,28,43,45,45,48,18,38,47,45,62
115,60,47,52,24,31,39,35,35,44,48,48,31,31,49,18,51,43,17,27,54,26,48,49,50,53,24,43,46,53,55
116,65,49,44,28,33,37,37,37,43,47,45,31,36,49,26,44,44,24,21,55,23,50,44,47,50,20,48,46,54,54
117,64,44,48,34,36,34,28,41,37,47,54,32,35,51,25,46,34,21,27,51,27,44,47,53,51,28,41,51,51,49
118,63,46,52,28,38,35,43,45,39,43,42,42,41,50,26,44,38,19,23,53,15,45,45,52,44,20,46,50,51,53
