simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,60,46,41,24,38,37,39,44,45,41,51,40,33,52,26,37,42,23,25,56,23,50,39,52,48,22,43,46,52,56
1,64,49,43,28,32,30,40,36,42,46,53,41,30,49,25,44,40,26,19,51,20,42,49,54,53,21,45,55,48,56
2,64,46,43,24,34,34,36,41,41,42,51,44,40,48,23,39,42,24,17,55,24,44,50,49,44,22,45,56,54,55
3,63,44,49,27,26,40,40,38,36,49,53,39,34,54,21,42,41,28,21,46,21,48,44,51,48,20,44,54,55,55
4,54,48,43,29,37,35,41,41,38,45,51,40,28,50,23,45,42,26,24,54,23,48,43,49,48,23,44,54,50,55
5,58,47,46,21,39,34,40,39,38,42,50,40,35,49,23,45,42,26,21,55,26,46,41,57,51,23,46,48,52,51
6,60,47,47,33,36,36,34,38,37,37,53,37,29,54,20,40,46,22,24,50,21,51,47,51,50,24,49,57,44,57
7,62,44,43,25,35,37,41,43,46,45,52,32,31,49,27,41,43,26,21,56,19,50,40,50,44,23,43,53,52,58
8,57,48,50,21,42,39,37,40,35,46,49,39,34,51,22,40,45,20,22,53,26,44,44,57,50,22,46,49,50,53
9,66,46,50,19,28,37,35,39,44,47,51,40,34,54,25,45,41,25,18,55,21,46,45,55,42,22,39,50,48,64
10,64,46,49,22,41,37,38,41,39,41,47,31,36,52,21,44,43,20,20,55,23,49,41,49,53,24,51,52,50,52
11,60,51,47,23,35,43,35,38,41,37,48,40,32,50,25,44,43,20,26,52,22,43,43,52,55,23,46,49,48,60
12,64,42,46,28,34,39,41,39,39,44,51,40,31,50,22,44,36,19,26,50,27,49,40,50,48,23,44,51,55,59
13,63,46,46,26,35,30,35,42,39,51,45,36,32,52,26,43,45,17,20,51,23,48,43,51,49,25,42,58,53,59
14,63,49,45,23,38,33,37,41,41,43,48,36,31,55,30,45,40,23,16,54,22,49,46,50,49,22,46,53,49,54
15,65,48,43,23,28,36,37,43,40,45,49,36,32,54,20,44,41,22,20,54,19,47,46,50,53,22,48,55,51,60
16,58,45,51,26,34,32,35,42,39,43,52,38,33,51,26,42,43,24,22,50,20,48,43,49,51,16,48,54,55,61
17,66,44,49,25,37,39,37,36,42,40,53,42,40,50,25,44,40,23,19,50,21,42,45,49,52,20,41,51,53,56
18,65,52,39,27,35,36,38,33,43,41,54,37,35,52,26,43,35,27,16,51,23,44,50,52,48,25,44,54,49,57
19,59,48,51,20,30,35,36,39,42,48,51,39,28,52,25,45,39,29,21,53,24,52,43,55,53,18,43,54,44,55
