simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,60,45,35,24,35,35,36,37,47,48,53,26,33,46,35,48,37,29,19,55,25,49,46,54,50,24,44,56,44,56
1,65,36,48,32,41,39,38,50,42,47,41,35,30,49,22,45,38,22,24,52,25,43,51,53,47,20,51,48,47,50
2,65,50,44,28,40,30,30,40,41,40,57,36,30,45,17,45,34,22,26,54,27,48,49,54,50,24,49,54,46,56
3,65,37,49,33,36,47,28,34,42,45,47,32,42,51,20,46,38,23,21,49,29,44,47,52,49,25,48,52,42,58
4,56,49,53,23,40,44,31,39,36,40,46,27,39,59,15,46,44,22,25,45,24,43,42,53,51,28,51,57,47,56
5,66,52,43,23,32,43,35,39,40,48,58,32,33,50,23,49,38,27,24,52,20,45,48,48,49,23,44,51,41,55
6,64,48,45,23,40,40,39,42,41,49,55,27,41,47,22,37,35,22,24,45,19,41,50,59,50,28,44,54,47,53
7,63,49,48,23,41,34,29,38,45,43,56,28,28,58,21,49,44,20,21,54,28,46,38,54,50,31,44,50,49,49
8,67,45,50,23,44,43,36,37,35,36,44,37,31,48,21,43,37,25,24,50,28,53,43,59,53,17,44,53,48,57
9,63,41,48,26,42,36,26,38,44,45,52,29,36,52,30,41,40,23,24,53,23,39,41,51,58,27,45,48,46,64
10,60,52,49,25,40,28,28,41,41,50,48,32,34,53,20,50,36,20,24,53,27,42,43,48,50,19,52,51,50,65
11,64,48,49,26,42,39,33,49,46,36,48,31,32,54,28,49,42,18,19,55,23,44,45,50,54,21,45,51,47,43
12,59,45,40,29,39,36,36,42,46,47,54,29,33,59,21,44,39,22,22,53,21,44,47,51,52,27,43,54,43,54
13,63,47,47,23,39,38,36,41,36,45,46,25,40,53,21,43,33,18,29,50,34,38,55,53,47,25,48,47,53,58
14,63,43,47,29,38,35,33,38,43,55,52,31,31,54,26,50,41,23,28,50,20,40,49,55,49,22,40,53,38,55
15,64,48,45,22,37,33,33,44,41,43,54,27,35,48,19,47,43,21,27,54,25,44,45,55,56,28,48,43,48,54
16,67,47,38,25,33,40,28,43,42,40,52,26,37,55,27,56,43,23,23,51,27,48,49,46,49,23,37,48,50,58
17,62,48,46,25,31,41,29,39,40,50,51,27,32,52,22,43,43,19,21,57,24,44,48,53,54,27,44,47,54,58
18,66,45,46,23,37,43,34,42,41,45,54,37,22,44,23,48,47,22,23,56,25,48,42,55,48,25,43,44,45,58
19,61,47,48,29,33,34,41,39,44,42,46,35,38,47,15,47,36,26,27,51,28,48,48,48,53,26,44,51,47,52
20,63,49,44,27,41,39,37,40,42,48,55,26,29,49,21,49,47,19,24,45,34,41,40,50,55,18,49,52,43,55
21,63,45,47,24,34,31,36,39,45,40,50,28,36,54,22,53,36,23,18,51,32,45,48,55,56,23,41,49,52,55
22,66,51,39,26,44,36,34,45,41,44,49,32,32,48,17,49,38,25,17,55,31,40,46,49,51,23,45,55,46,57
23,58,50,41,25,36,38,35,44,42,52,47,22,34,54,23,43,41,21,16,52,22,47,53,54,52,24,46,52,46,61
24,64,50,44,25,32,41,29,41,47,46,44,30,40,50,23,47,43,25,27,48,28,46,52,52,50,21,45,48,44,49
25,58,50,45,24,41,44,31,38,43,42,54,35,30,50,23,45,37,17,28,50,29,47,48,52,48,23,36,59,49,55
26,69,49,49,23,34,37,29,44,43,48,46,42,21,52,23,42,36,28,26,47,28,41,45,53,55,24,42,58,45,52
27,60,48,42,23,35,32,34,46,45,44,45,35,34,47,19,41,40,22,19,58,34,45,41,56,51,27,45,55,50,58
28,62,51,57,26,41,37,33,46,43,45,45,30,32,51,22,42,37,30,16,52,29,46,43,53,43,15,49,53,51,51
29,65,45,48,29,39,37,31,43,43,52,51,31,31,54,24,48,30,22,20,49,28,46,42,49,47,31,43,45,51,57
30,61,44,50,30,35,38,30,34,43,49,54,33,32,53,17,40,38,21,21,59,25,43,45,56,54,24,48,47,51,56
31,61,44,44,30,38,32,38,40,50,42,50,32,29,54,22,45,38,28,12,47,35,46,53,49,54,19,49,49,49,52
32,63,46,44,27,35,36,41,40,44,49,47,28,37,51,20,49,36,24,21,54,22,40,54,54,42,25,43,56,48,55
33,62,53,44,29,40,41,41,39,38,49,50,32,28,49,20,43,42,18,19,54,27,45,46,50,47,23,40,58,52,52
34,66,47,46,26,38,41,41,35,37,42,48,36,32,51,25,47,37,29,18,46,25,40,45,54,49,32,46,48,46,58
35,61,44,44,27,41,41,41,37,42,49,51,25,31,58,24,41,40,21,22,48,28,47,50,46,54,25,44,54,39,56
36,63,43,51,23,34,27,42,42,44,46,56,36,35,51,17,44,41,16,23,54,26,44,43,48,52,23,50,44,54,59
37,68,41,47,30,37,38,25,45,40,50,51,36,32,49,22,49,37,19,20,56,29,44,43,56,50,26,43,50,46,52
38,65,52,43,23,39,37,34,42,41,40,47,27,32,55,24,48,45,31,27,54,22,46,42,50,50,21,42,55,46,51
39,60,45,48,36,39,36,38,42,48,43,46,35,31,53,24,37,41,22,23,52,20,43,49,55,51,23,46,49,46,50
40,62,47,53,24,42,34,25,41,36,48,51,32,35,54,16,45,36,26,20,49,25,53,49,50,50,31,46,47,48,56
41,65,48,42,22,37,34,27,44,43,43,47,37,36,54,22,42,38,21,25,57,32,46,50,49,48,23,42,58,45,54
42,62,50,41,30,35,33,38,29,43,43,48,36,39,55,24,53,40,18,18,55,20,46,44,50,56,28,53,44,39,61
