team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.916,19.084,63.0,3.1030539795498244,59.0,67.0,1.0,0.996,0.857,0.324,0.01,0.389,0.516,0.67,0.874,1.0
NYK,52.315,30.685,52.0,3.495107294490399,48.0,57.0,0.791,0.257,0.02,0.001,0.0,0.078,0.198,0.37,0.669,0.996
CLE,46.561,35.439,47.0,3.562622489122304,42.0,51.0,0.2,0.009,0.0,0.0,0.0,0.072,0.193,0.333,0.536,0.902
HOU,50.913,31.087,51.0,3.774311990283792,46.0,56.0,0.648,0.189,0.004,0.0,0.0,0.066,0.119,0.287,0.597,0.981
DEN,52.034,29.966,52.0,3.6577102126877135,47.0,57.0,0.753,0.243,0.022,0.0,0.0,0.064,0.117,0.281,0.6,0.984
DET,54.025,27.975,54.0,3.6973470218522904,49.0,59.0,0.881,0.435,0.07,0.0,0.0,0.056,0.154,0.32,0.628,0.995
SAS,51.664,31.336,52.0,3.62092584845368,47.0,57.0,0.714,0.208,0.011,0.0,0.0,0.046,0.076,0.233,0.552,0.983
MIN,50.829,31.171,51.0,3.5930153075098357,46.0,55.0,0.649,0.147,0.005,0.0,0.0,0.045,0.075,0.212,0.481,0.966
ORL,46.406,35.594,46.0,3.728158258443437,42.0,51.0,0.203,0.013,0.0,0.0,0.0,0.044,0.126,0.245,0.472,0.872
BOS,48.484,33.516,49.0,3.88532418209858,44.0,53.10000000000002,0.4,0.064,0.0,0.0,0.0,0.031,0.104,0.211,0.453,0.929
PHI,46.152,35.848,46.0,3.9717623292437825,41.0,51.0,0.206,0.014,0.0,0.0,0.0,0.023,0.08,0.173,0.369,0.849
GSW,45.024,36.976,45.0,3.5346037967500683,40.0,49.0,0.099,0.006,0.0,0.0,0.0,0.02,0.031,0.102,0.281,0.763
MIA,44.162,37.838,44.0,3.995216639933309,39.0,49.0,0.081,0.004,0.0,0.0,0.0,0.014,0.043,0.095,0.26,0.707
ATL,42.535,39.465,43.0,3.730251332015043,38.0,47.0,0.018,0.0,0.0,0.0,0.0,0.013,0.046,0.108,0.237,0.626
LAL,46.143,35.857,46.0,3.775784819080664,41.0,51.0,0.193,0.012,0.0,0.0,0.0,0.012,0.029,0.077,0.236,0.818
TOR,45.476,36.524,46.0,3.95037010924293,40.0,50.0,0.147,0.01,0.0,0.0,0.0,0.011,0.052,0.12,0.291,0.821
LAC,40.247,41.753,40.0,3.912542779318841,35.0,45.0,0.009,0.0,0.0,0.0,0.0,0.008,0.014,0.044,0.103,0.385
PHX,44.946,37.054,45.0,4.183429693445319,40.0,51.0,0.155,0.006,0.0,0.0,0.0,0.003,0.016,0.064,0.197,0.7
POR,39.284,42.716,39.0,3.877801438959968,34.0,44.0,0.003,0.0,0.0,0.0,0.0,0.003,0.005,0.017,0.047,0.228
CHI,35.994,46.006,36.0,4.198090518319013,30.0,41.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.01,0.034,0.119
MEM,37.618,44.382,38.0,4.037830605659431,32.0,43.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.012,0.027,0.161
MIL,35.941,46.059,36.0,4.225105797491939,30.0,41.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.04,0.14
CHO,32.35,49.65,32.0,4.144816039343604,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.011,0.041
DAL,32.135,49.865,32.0,3.9782879483516522,27.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.005,0.028
BRK,26.364,55.636,26.0,3.966800221841276,21.0,31.100000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
UTA,27.713,54.287,27.5,3.606747981215211,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
SAC,24.423,57.577,24.0,3.8450059817898854,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
IND,23.662,58.338,24.0,4.031346673259446,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,22.372,59.628,22.0,3.2835371171954186,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.312,59.688,22.0,3.6661500242079565,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
