team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,60.962,21.038,61.0,2.5350652851553943,58.0,64.0,1.0,0.992,0.712,0.078,0.0,0.516,0.68,0.798,0.928,1.0
CLE,50.981,31.019,51.0,2.8143629829856702,47.0,55.0,0.701,0.109,0.0,0.0,0.0,0.105,0.249,0.415,0.715,0.998
DET,56.429,25.571,56.0,2.9656296127466764,53.0,60.0,0.987,0.753,0.155,0.002,0.0,0.094,0.231,0.436,0.708,1.0
NYK,52.688,30.312,53.0,2.951382049142401,49.0,56.0,0.861,0.279,0.006,0.0,0.0,0.07,0.218,0.38,0.677,0.999
BOS,51.084,30.916,51.0,2.8179680622746597,47.0,55.0,0.725,0.11,0.0,0.0,0.0,0.049,0.152,0.323,0.646,0.994
SAS,53.567,29.433,54.0,3.066840556664138,50.0,57.0,0.908,0.387,0.021,0.0,0.0,0.04,0.086,0.299,0.6,0.993
HOU,50.97,31.03,51.0,2.9528122188855837,47.0,55.0,0.708,0.11,0.0,0.0,0.0,0.028,0.062,0.234,0.597,0.984
DEN,50.16,31.84,50.0,3.0033980755138003,46.0,54.0,0.593,0.072,0.0,0.0,0.0,0.027,0.068,0.226,0.541,0.972
MIN,48.378,33.622,48.0,2.800913422439187,45.0,52.0,0.362,0.007,0.0,0.0,0.0,0.019,0.048,0.151,0.436,0.933
ORL,43.647,38.353,44.0,3.0923115949076023,40.0,48.0,0.031,0.0,0.0,0.0,0.0,0.011,0.042,0.102,0.226,0.707
LAL,48.015,33.985,48.0,3.070956691326011,44.0,52.0,0.325,0.014,0.0,0.0,0.0,0.009,0.023,0.09,0.333,0.912
GSW,44.221,37.779,44.0,2.875440661881236,41.0,48.0,0.03,0.0,0.0,0.0,0.0,0.007,0.016,0.087,0.235,0.708
TOR,46.737,35.263,47.0,3.0172555410505093,43.0,51.0,0.195,0.004,0.0,0.0,0.0,0.006,0.027,0.086,0.281,0.895
PHI,46.279,35.721,46.0,2.9961907482668724,42.0,50.0,0.132,0.002,0.0,0.0,0.0,0.005,0.035,0.111,0.283,0.876
MIA,44.134,37.866,44.0,3.0086614964133136,40.0,48.0,0.033,0.0,0.0,0.0,0.0,0.005,0.025,0.081,0.248,0.74
ATL,41.113,40.887,41.0,2.9682033286148037,37.0,45.0,0.002,0.0,0.0,0.0,0.0,0.004,0.019,0.049,0.135,0.429
LAC,42.15,39.85,42.0,3.0723769300006145,38.0,46.0,0.004,0.0,0.0,0.0,0.0,0.003,0.009,0.044,0.112,0.477
PHX,45.701,36.299,46.0,2.9949288806247134,42.0,49.0,0.09,0.0,0.0,0.0,0.0,0.002,0.008,0.063,0.196,0.765
CHO,39.247,42.753,39.0,3.036114457658011,35.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.011,0.061,0.259
MIL,34.755,47.245,35.0,3.4393276959312846,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.012,0.048
POR,39.425,42.575,40.0,3.112294169901039,36.0,43.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.02,0.212
CHI,35.451,46.549,35.0,3.335805599851406,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.008,0.055
MEM,34.088,47.912,34.0,3.502892519047651,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.03
DAL,31.584,50.416,31.0,3.2773379441247736,27.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014
UTA,24.999,57.001,25.0,2.836018159321269,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,24.232,57.768,24.0,3.0581327636320825,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,22.838,59.162,23.0,2.9071903962417047,19.0,26.100000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,22.714,59.286,23.0,3.0371374680774657,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,22.391,59.609,22.0,2.5714040911533136,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,22.06,59.94,22.0,3.0365111559156177,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
