team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.559,26.441,0.262,0.397,0.535,0.759,1.0
OKC,63.006,18.994,0.232,0.4,0.571,0.78,1.0
NYK,49.554,32.446,0.067,0.135,0.262,0.563,0.986
IND,47.888,34.112,0.053,0.12,0.27,0.567,0.974
MIN,44.666,37.334,0.052,0.099,0.187,0.375,0.739
CLE,59.434,22.566,0.047,0.111,0.307,0.609,1.0
DEN,48.96,33.04,0.045,0.094,0.229,0.486,0.952
MIL,45.668,36.332,0.044,0.091,0.189,0.434,0.931
DAL,45.382,36.618,0.043,0.109,0.218,0.398,0.774
MEM,49.71,32.29,0.038,0.094,0.24,0.499,0.964
SAC,42.192,39.808,0.02,0.041,0.095,0.21,0.498
ORL,44.102,37.898,0.018,0.059,0.156,0.336,0.871
LAL,43.004,37.996,0.015,0.028,0.066,0.198,0.547
HOU,50.294,31.706,0.012,0.048,0.169,0.463,0.967
PHO,41.58,40.42,0.012,0.033,0.087,0.171,0.408
PHI,36.564,45.436,0.009,0.024,0.06,0.126,0.278
MIA,41.888,40.112,0.008,0.034,0.095,0.236,0.697
GSW,41.743,40.257,0.008,0.025,0.064,0.161,0.421
LAC,44.028,37.972,0.006,0.027,0.065,0.222,0.61
ATL,41.64,40.36,0.005,0.017,0.065,0.196,0.644
DET,38.65,43.35,0.003,0.006,0.029,0.099,0.408
CHI,35.563,46.437,0.001,0.005,0.03,0.067,0.195
SAS,37.608,43.392,0.0,0.002,0.009,0.036,0.119
CHO,26.79,55.21,0.0,0.001,0.001,0.003,0.007
BRK,27.812,54.188,0.0,0.0,0.001,0.005,0.009
POR,26.822,55.178,0.0,0.0,0.0,0.001,0.001
NOP,28.107,53.893,0.0,0.0,0.0,0.0,0.0
TOR,25.851,56.149,0.0,0.0,0.0,0.0,0.0
UTA,25.47,56.53,0.0,0.0,0.0,0.0,0.0
WAS,19.465,62.535,0.0,0.0,0.0,0.0,0.0
